"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.965505678E2,-2.776687033E-3,-3.448903188E-2,-3.102726862E-2
1.966502998E2,-4.858594853E-3,-3.647837043E-2,-1.456133835E-2
1.967500321E2,7.478462067E-3,-2.866847068E-2,-2.020964399E-2
1.968497641E2,3.447277471E-2,-6.871996447E-3,-4.660118371E-2
1.969494961E2,-2.520413138E-2,-1.470597577E-3,-5.216450989E-2
1.970492291E2,-1.113187242E-2,-2.885246463E-2,-5.799011327E-3
1.971489611E2,-5.402569845E-2,-3.623186424E-2,-4.464104772E-3
1.972486931E2,-2.672752365E-2,-5.502671003E-2,2.797107771E-2
1.973484261E2,-4.339333251E-2,-2.653107420E-2,-2.457534522E-2
1.974481581E2,-2.770042745E-3,-2.071215771E-2,-1.564391144E-2
1.975478901E2,3.515056893E-2,-3.858794644E-2,5.759371910E-3
1.976476231E2,-3.012799844E-2,-4.256955162E-2,1.463676058E-2
1.977473555E2,-9.208803996E-3,-2.923596092E-2,-7.100231014E-3
1.978470885E2,-2.800628170E-2,-3.397409618E-2,-6.456766278E-5
1.979468205E2,1.295588631E-2,-2.720450051E-2,-5.404330790E-3
1.980465525E2,2.454454452E-2,-3.579010442E-2,1.455938257E-2
1.981462855E2,2.005945146E-2,-3.520761430E-2,1.256467961E-2
1.982460175E2,1.614808850E-2,-3.459039330E-2,1.199304499E-2
1.983457495E2,-1.139012165E-2,-2.391083911E-2,1.016223524E-2
1.984454825E2,1.638145931E-2,-1.867441088E-2,3.354460932E-4
1.985452145E2,1.060344744E-3,-1.520909183E-2,-4.713772796E-3
1.986449465E2,-2.387790009E-2,-1.117691956E-2,-1.564605907E-2
1.987446789E2,1.809143834E-2,-1.329864562E-2,-1.665926422E-3
1.988444109E2,2.136362949E-3,-2.504198439E-2,1.202552859E-2
1.989441429E2,-1.659549959E-2,-2.887887694E-2,1.599989086E-2
1.990438759E2,-1.959329657E-2,-1.689951681E-2,5.330884364E-3
1.991436079E2,8.784866892E-3,-1.323499251E-2,-1.092791790E-3
1.992433399E2,2.853870206E-2,-8.059423417E-3,-6.817945745E-3
1.993430729E2,1.699510217E-2,-1.904457621E-2,-5.467447452E-3
1.994428049E2,1.871748455E-2,-2.596191689E-2,1.132977102E-2
1.995425369E2,4.400105402E-2,-2.258661017E-2,6.019562948E-3
1.996422699E2,9.836273268E-3,-1.572395489E-2,-2.477922011E-3
1.997420021E2,2.977102250E-2,-1.493046433E-2,3.515133634E-3
1.998417341E2,1.661548764E-2,-2.019554935E-2,1.224564016E-2
1.999414671E2,-5.138727720E-4,-2.491701394E-2,1.676341146E-2
2.000411991E2,9.717344306E-3,-2.336194739E-2,1.552917063E-2
2.001409311E2,1.823836123E-3,-1.354390755E-2,6.245660596E-3
2.002406641E2,5.369097739E-2,-1.744145900E-2,5.820219405E-3
2.003403961E2,-6.574860308E-3,-1.730833016E-2,7.505464833E-3
2.004401281E2,3.215571493E-2,-1.127178408E-2,6.420378573E-3
2.005398611E2,-2.868553810E-2,-2.105860785E-2,1.466923486E-2
2.006395931E2,2.857194282E-2,-1.809103414E-2,1.141871419E-2
2.007393252E2,-1.148438896E-4,-2.727980958E-3,-7.714627311E-3
2.008390582E2,-9.443998337E-3,-1.549414080E-2,2.525024302E-2
2.009387902E2,-1.696371287E-2,-7.034000941E-3,7.417057641E-3
2.010385222E2,1.245429832E-2,-5.858688150E-3,5.080405157E-3
2.011382552E2,-2.053553239E-2,-1.837567985E-2,2.478552237E-2
2.012379872E2,3.229241446E-2,-1.881052926E-2,3.046751395E-2
2.013377192E2,4.252011701E-2,-1.034857146E-2,2.490896545E-2
2.014374522E2,2.620273037E-3,-2.257570811E-2,4.012200609E-2
2.015371842E2,-1.128697544E-1,3.010855289E-5,-5.608323961E-3
2.016369162E2,4.062138870E-2,-2.534346841E-2,3.936194256E-2
2.017366493E2,1.026204228E-1,-2.236290649E-2,2.028984576E-2
2.018363813E2,-8.058527857E-2,1.468637213E-2,-2.630960010E-2
2.019361133E2,1.180983707E-2,2.367992513E-2,-3.260158002E-2
2.020358463E2,3.033925407E-2,1.696690917E-2,-1.014356222E-2
2.021355783E2,-8.089426905E-3,1.294133440E-2,-1.004049368E-2
2.022353113E2,3.139828797E-3,1.161943190E-2,-2.680029161E-2
2.023350433E2,5.910073221E-2,-6.030431949E-3,1.279718336E-2
2.024347753E2,-5.913853645E-3,-3.258318454E-2,4.620387778E-2
2.025345083E2,1.343202218E-2,1.213722117E-2,-2.488669194E-2
2.026342403E2,-3.124268353E-2,1.750839129E-2,-2.466337755E-2
2.027339723E2,2.907045186E-3,1.416684687E-2,1.192804985E-2
2.028337053E2,1.607022434E-2,3.648002446E-2,-8.708506823E-3
2.029334373E2,5.289735645E-2,3.120251000E-2,4.747224739E-4
2.030331693E2,-2.594710141E-2,-1.039004140E-2,4.032294825E-2
2.031329023E2,1.877228916E-2,-1.819264516E-2,1.421772875E-2
2.032326343E2,1.198778511E-3,1.005763374E-2,-1.471221261E-2
2.033323663E2,-3.910387680E-2,-5.994671956E-3,1.349746808E-2
2.034320993E2,-2.820400149E-2,-1.938552223E-2,2.479484677E-2
2.035318313E2,7.942169160E-2,8.880288806E-4,-4.835486412E-3
2.036315633E2,6.419088691E-2,1.336511783E-2,-1.090268604E-2
2.037312963E2,-3.672289476E-2,6.472289562E-3,1.894845278E-3
2.038310283E2,-6.914331019E-2,5.289186956E-4,7.094954606E-3
2.039307603E2,7.284455467E-3,2.928456524E-3,3.952960018E-3
2.040304933E2,2.481637523E-2,9.681107476E-3,-1.741758175E-2
2.041302253E2,2.939540148E-2,-2.178193443E-2,2.140079252E-2
2.042299573E2,3.384078667E-2,-3.377969936E-2,8.365534246E-3
2.043296903E2,1.679176278E-2,-3.702045605E-2,1.674186811E-2
2.044294223E2,3.127229866E-5,1.944211544E-3,-1.938031986E-2
2.045291543E2,-3.322817385E-2,7.454927079E-3,-2.574009635E-2
2.046288873E2,-5.422797799E-2,-1.256439649E-2,-9.530373849E-3
2.047286200E2,7.243235409E-2,9.026527405E-3,-4.314879328E-2
2.048283520E2,2.966610715E-2,9.370538406E-3,-4.769333079E-2
2.049280850E2,-2.165135927E-2,-1.292676292E-2,-6.064261310E-3
2.050278170E2,-5.524631590E-2,-1.934295148E-2,1.029994525E-2
2.051275490E2,-1.189517602E-2,-5.559436977E-3,-6.064930931E-4
2.052272820E2,2.198346891E-2,-3.053891705E-3,2.823239425E-3
2.053270140E2,-1.141085755E-2,-9.495590813E-3,1.413647644E-2
2.054267460E2,2.425641194E-2,-1.827179920E-3,6.651537959E-3
2.055264790E2,-2.719585970E-2,4.038432147E-3,-8.951922879E-3
2.056262110E2,2.255415730E-2,4.659837112E-3,-1.123770606E-2
2.057259420E2,-1.090929657E-2,2.287137555E-3,-2.757676179E-3
2.058256750E2,-8.393712342E-3,-5.385785829E-3,9.143451229E-3
2.059254070E2,-3.262804449E-2,-5.060111172E-3,2.852421021E-4
2.060251390E2,-6.418256555E-3,1.617134549E-4,-8.931802586E-5
2.061248720E2,-4.729026929E-3,-5.604222417E-3,1.380719617E-2
2.062246040E2,1.365630538E-3,-4.336631857E-3,5.353917368E-3
2.063243360E2,-2.726844978E-3,4.768665414E-3,-4.414449446E-3
2.064240690E2,-5.728295539E-3,-8.462339174E-4,8.379998617E-4
2.065238010E2,2.628588490E-2,1.740195090E-3,7.350203115E-3
2.066235330E2,-3.527284134E-4,9.515024722E-4,6.098128855E-3
2.067232662E2,6.966929417E-3,3.175997641E-3,-9.759778157E-3
2.068229982E2,-1.717302762E-2,-5.992999766E-3,3.810359631E-3
2.069227302E2,2.723509446E-2,3.233951051E-3,-7.695437875E-3
2.070224632E2,-6.394102424E-2,-2.826990560E-3,4.940718412E-3
2.071221952E2,-2.373599214E-3,-3.247177461E-3,8.002027869E-3
2.072219272E2,1.016109250E-3,1.748203067E-3,-1.203397987E-4
2.073216602E2,2.233570628E-2,-2.644860186E-3,4.237641580E-3
2.074213922E2,-3.452286124E-2,-1.763512567E-2,1.903084666E-2
2.075211242E2,-6.074250210E-3,-4.647336435E-3,8.114535362E-3
2.076208572E2,-5.880761519E-2,-1.574468240E-2,1.767914928E-2
2.077205892E2,-1.927797869E-2,-1.317361835E-3,-4.253565799E-3
2.078203212E2,1.559663936E-2,-1.588482596E-2,2.268961444E-2
2.079200532E2,7.023147494E-2,-4.089313559E-3,6.972578820E-3
2.080197862E2,-1.902497746E-2,1.813184004E-3,-3.520663828E-3
2.081195182E2,-2.669848129E-2,5.073172506E-4,-8.730083704E-3
2.082192502E2,1.354402676E-2,1.040140633E-3,-5.481964909E-3
2.083189832E2,-5.366142374E-3,2.700208686E-3,-1.095368620E-2
2.084187152E2,-5.764969625E-3,-8.878728375E-3,1.738886721E-2
2.085184472E2,8.415311575E-3,-9.940338321E-3,1.321955025E-2
2.086181802E2,6.726931781E-3,2.241165843E-3,-1.013824064E-2
2.087179125E2,-1.444161218E-2,1.153126545E-2,-2.729737200E-2
2.088176445E2,8.220288437E-4,5.509059876E-3,-1.995956339E-2
2.089173775E2,-4.437249899E-2,-6.703176768E-4,-2.394555369E-3
2.090171095E2,-8.606539108E-3,-1.411167532E-2,1.426672656E-2
2.091168415E2,2.430055849E-2,-1.394090476E-3,2.571580466E-3
2.092165745E2,-1.117112301E-2,-5.720012356E-3,1.365804113E-2
2.093163065E2,1.429304574E-2,5.151115824E-3,2.892385237E-5
2.094160385E2,5.152174085E-2,1.296512596E-2,7.806688547E-3
2.095157715E2,8.951341733E-3,2.913761511E-2,-2.105639316E-2
2.096155035E2,1.026651007E-3,1.691783220E-2,2.921615960E-4
2.097152347E2,-4.433412477E-2,-6.550148129E-3,1.875402033E-2
2.098149677E2,-5.804576445E-3,-1.768022776E-5,8.944266476E-3
2.099146997E2,-9.712385014E-3,-7.658064133E-4,1.957360469E-2
2.100144317E2,-5.574122071E-3,3.324645339E-3,1.190861315E-2
2.101141647E2,7.331404835E-3,4.769898020E-3,3.083027201E-3
2.102138967E2,-1.711890101E-2,1.820125617E-4,-1.409175340E-3
2.103136287E2,-2.430972643E-2,-8.593799546E-3,1.493156701E-2
2.104133617E2,-9.337613359E-3,-3.119833535E-3,7.443433627E-3
2.105130937E2,6.831265055E-4,1.240766607E-3,2.710457891E-3
2.106128257E2,2.659279620E-3,-8.640917367E-4,9.941615164E-3
2.107125587E2,-2.831282467E-2,1.328043407E-3,8.451562375E-3
2.108122909E2,-2.207707427E-2,1.256733947E-2,1.696606050E-3
2.109120229E2,-3.508243710E-3,1.166560594E-2,-8.716775104E-3
2.110117549E2,3.661144897E-2,1.011046953E-2,-3.853297792E-3
2.111114879E2,-2.281101421E-2,-2.957706805E-3,1.201927103E-2
2.112112199E2,-2.191372216E-2,-8.579195477E-3,8.560640737E-3
2.113109519E2,1.453482080E-2,1.232429501E-2,-1.710570045E-2
2.114106849E2,7.505268324E-3,2.984738210E-3,-2.961663762E-3
2.115104169E2,3.099616151E-5,1.399089582E-3,9.444116615E-3
2.116101489E2,-3.490859410E-3,-8.377964608E-3,2.122489363E-2
2.117098819E2,-2.605314739E-2,-2.690059133E-3,7.625055499E-3
2.118096144E2,-1.989647746E-2,7.586162537E-3,-1.270044222E-2
2.119093464E2,9.967857040E-3,9.348006919E-3,-1.937446743E-2
2.120090794E2,1.311480999E-3,6.485285237E-3,-4.523090087E-3
2.121088114E2,-1.270963065E-2,5.135298707E-3,5.776682403E-3
2.122085444E2,-5.646320991E-3,3.668342018E-3,7.627594285E-3
2.123082764E2,7.570974529E-3,1.255489513E-2,-1.215544436E-2
2.124080084E2,-1.129002892E-3,1.244286634E-2,-8.883742616E-3
2.125077414E2,2.708911709E-2,-5.605170038E-3,1.227187086E-2
2.126074734E2,4.686133936E-3,-8.562625386E-3,2.060905285E-2
2.127072054E2,-3.193499055E-3,-1.078515127E-2,2.504000813E-2
2.128069379E2,-3.143188544E-3,-1.488485723E-3,1.529402286E-2
2.129066699E2,8.018689230E-3,6.661143154E-3,4.186785314E-3
2.130064019E2,3.088314459E-2,-8.347056806E-3,3.812118620E-2
2.131061349E2,-1.255033631E-2,7.024368737E-3,1.654917747E-2
2.132058669E2,-2.990033478E-3,1.307730796E-3,2.905232646E-2
2.133055989E2,2.128313296E-2,3.041729797E-3,2.501644194E-2
2.134053319E2,-1.717120223E-2,6.396203302E-3,1.681190357E-2
2.135050639E2,1.032303181E-2,1.142494567E-2,1.489910390E-2
2.136047959E2,-8.231376298E-3,-1.690294594E-3,2.933929861E-2
2.137045279E2,-3.496348858E-2,4.090017173E-4,2.240879089E-2
2.138042612E2,-1.396385487E-2,8.394402452E-3,1.906460151E-3
2.139039932E2,-2.854275983E-3,8.681019535E-4,2.234729193E-2
2.140037252E2,2.783295233E-3,2.631735755E-3,1.637513749E-2
2.141034572E2,-1.208567899E-2,2.710905857E-3,1.483303960E-2
2.142031902E2,-4.165818915E-3,1.449490525E-2,7.008472458E-4
2.143029222E2,6.479914300E-3,-1.333797118E-4,1.536966488E-2
2.144026542E2,3.133093566E-2,3.559092991E-3,1.833882369E-2
2.145023862E2,2.966729738E-2,9.798968211E-3,1.194990799E-2
2.146021192E2,-7.360725198E-3,7.557473611E-3,2.384678833E-2
2.147018512E2,-2.845639735E-2,1.616919041E-2,2.145632356E-2
2.148015836E2,-1.781423949E-2,1.120476238E-2,2.865910530E-2
2.149013156E2,-1.224300824E-2,1.077063754E-2,2.524546348E-2
2.150010486E2,2.309957333E-2,7.131250575E-3,2.881091088E-2
2.151007806E2,4.696180113E-3,6.365014706E-3,3.047897853E-2
2.152005126E2,-2.776129916E-2,3.308711201E-2,-4.374615848E-3
2.153002446E2,-6.048469990E-2,2.202953398E-2,1.489190105E-2
2.153999776E2,-1.751094684E-2,1.360395923E-2,2.017069981E-2
2.154997096E2,1.167652756E-2,1.776393503E-2,1.034521870E-2
2.155994416E2,1.552736154E-3,2.049286291E-2,1.090621203E-2
2.156991736E2,2.050659619E-3,2.557673305E-2,7.676187903E-3
2.157989062E2,1.631677267E-3,2.263324149E-2,1.319522504E-2
2.158986382E2,1.648774184E-2,1.632022299E-2,1.577100903E-2
2.159983702E2,1.234225649E-2,2.282715030E-2,1.283405442E-2
2.160981022E2,-3.103838069E-3,2.079877071E-2,1.124895364E-2
2.161978352E2,-2.300694585E-2,2.065747231E-2,8.856889792E-3
2.162975672E2,-2.025399357E-3,1.563695818E-2,1.248800568E-2
2.163972992E2,1.536693308E-3,1.369520277E-2,2.478102036E-2
2.164970322E2,-2.805813774E-2,2.461429685E-2,9.066627361E-3
2.165967642E2,-2.626067027E-3,2.651657723E-2,1.003668271E-2
2.166964962E2,2.425386338E-4,2.401928604E-2,1.975202374E-2
2.167962283E2,4.830962280E-4,2.245112881E-2,2.137949690E-2
2.168959613E2,1.558733522E-3,2.576683834E-2,1.632682048E-2
2.169956933E2,2.932552621E-2,2.631312609E-2,1.600789092E-2
2.170954253E2,5.884696729E-4,2.569315769E-2,9.931223467E-3
2.171951583E2,-1.520211063E-2,1.765736565E-2,2.142276615E-2
2.172948903E2,-3.593415767E-2,1.416983549E-2,2.180332132E-2
2.173946223E2,-1.013663597E-2,2.273555100E-2,1.005624607E-2
2.174943553E2,-1.369076688E-2,2.372165024E-2,4.173472058E-3
2.175940873E2,-1.122472994E-2,1.211664267E-2,2.327166311E-2
2.176938193E2,8.393776603E-3,1.029258408E-2,2.587862872E-2
2.177935509E2,1.734837517E-2,1.197231468E-2,1.782669872E-2
2.178932839E2,-4.204394296E-3,2.383119054E-2,4.692773800E-3
2.179930159E2,-1.292787120E-2,1.344474778E-2,1.940941438E-2
2.180927479E2,-5.751717836E-3,8.837478235E-3,2.697412297E-2
2.181924799E2,8.129246533E-3,6.402106490E-3,2.489766479E-2
2.182922129E2,1.217953279E-3,2.185437270E-2,1.990068005E-3
2.183919449E2,9.190825513E-4,1.141244359E-2,1.695517451E-2
2.184916769E2,2.299746312E-2,1.624644920E-2,1.118955016E-2
2.185914089E2,-4.328791052E-3,1.679979824E-2,1.129529439E-2
2.186911419E2,-7.425652817E-3,1.322358474E-2,2.335647494E-2
2.187908744E2,-8.675589226E-3,1.321643870E-2,2.197309956E-2
2.188906064E2,-1.039360743E-2,2.467023768E-2,1.373155625E-3
2.189903384E2,1.414380036E-3,1.698296331E-2,2.284914628E-2
2.190900714E2,-1.132045127E-2,2.054026723E-2,9.715778753E-3
2.191898034E2,1.278895605E-2,2.163016424E-2,7.784043904E-3
2.192895354E2,6.547039375E-3,2.500998229E-2,-1.305591199E-3
2.193892684E2,-1.570477337E-2,1.310769189E-2,2.165218070E-2
2.194890004E2,-1.401442848E-2,8.563097566E-3,1.108183526E-2
2.195887324E2,1.486386405E-3,4.532714840E-3,5.866438150E-3
2.196884644E2,1.370513439E-2,1.530996524E-2,-8.445924148E-3
2.197881970E2,1.482385118E-2,1.139445323E-2,-2.740223426E-3
2.198879290E2,-1.784834312E-3,9.320821613E-3,1.493108575E-3
2.199876610E2,-5.427345168E-3,4.384673201E-3,1.612360589E-2
2.200873940E2,-1.555000711E-2,1.264625601E-2,6.206731778E-4
2.201871260E2,5.505187903E-3,8.885973133E-3,1.802401803E-2
2.202868580E2,-1.953095011E-2,1.789666526E-2,4.782526754E-3
2.203865910E2,-1.110590063E-3,2.009714767E-2,3.879198339E-3
2.204863230E2,3.321102355E-3,1.767322607E-2,1.044014655E-2
2.205860550E2,-1.093551051E-2,1.435077004E-2,1.161314454E-2
2.206857870E2,-7.853254676E-3,1.042170264E-2,1.984057203E-2
2.207855203E2,2.229484357E-2,1.425986551E-2,1.705290936E-2
2.208852523E2,-9.145090356E-3,1.521320362E-2,1.732894033E-2
2.209849843E2,-1.660300791E-2,1.996348239E-2,1.873242483E-2
2.210847163E2,4.691872746E-4,2.145378664E-2,2.296711877E-2
2.211844493E2,1.871150918E-2,2.763877437E-2,1.122631133E-2
2.212841813E2,6.039441563E-3,3.106734343E-2,1.972306054E-4
2.213839133E2,-6.804337259E-3,2.457397804E-2,1.206227578E-2
2.214836453E2,-1.461827662E-2,1.991428249E-2,1.656100340E-2
2.215833783E2,-2.355753444E-2,1.938266121E-2,2.444024757E-2
2.216831103E2,3.951334860E-3,2.665860951E-2,1.618404314E-2
2.217828425E2,1.370979007E-2,2.079915255E-2,1.600880921E-2
2.218825745E2,1.221358962E-2,2.459273487E-2,6.763905287E-3
2.219823075E2,1.409706473E-2,2.236963250E-2,6.959788036E-3
2.220820395E2,8.972113952E-3,1.043316908E-2,1.924975030E-2
2.221817715E2,1.276889537E-2,1.510744542E-2,1.957158558E-2
2.222815045E2,3.540776204E-3,1.421768218E-2,1.570760459E-2
2.223812365E2,1.758679748E-2,1.444548182E-2,1.796182618E-2
2.224809685E2,1.670331135E-2,1.133548841E-2,1.249369420E-2
2.225807015E2,-2.488492057E-3,1.253897138E-2,1.214615162E-2
2.226804335E2,1.642982848E-2,1.534770709E-2,7.152603008E-3
2.227801649E2,-4.861989291E-4,1.154975034E-2,1.531956531E-2
2.228798979E2,5.491151474E-3,1.513654087E-2,1.331061311E-2
2.229796299E2,-2.342816908E-3,7.873645052E-3,2.173592709E-2
2.230793619E2,-1.030268800E-2,2.202196978E-2,1.904892270E-5
2.231790939E2,-1.489205007E-2,1.593738422E-2,1.200939436E-2
2.232788269E2,5.704722833E-3,1.373978984E-2,1.210114453E-2
2.233785589E2,2.331978455E-2,1.983385533E-2,3.940549679E-3
2.234782909E2,6.971970201E-3,2.092149109E-2,1.924165990E-4
2.235780239E2,1.256565936E-2,1.135922037E-2,1.479067188E-2
2.236777559E2,2.034157142E-2,1.469821576E-2,9.626930580E-3
2.237774882E2,1.253268681E-2,2.763617318E-3,2.812099457E-2
2.238772202E2,5.745166913E-3,1.190983970E-2,2.242035419E-2
2.239769532E2,3.608663799E-3,2.565120347E-3,3.210214525E-2
2.240766852E2,1.121541485E-2,2.106121555E-2,9.205879644E-3
2.241764172E2,4.427562933E-3,1.898839884E-2,1.461249217E-2
2.242761502E2,2.582611982E-3,2.713751234E-2,6.043377332E-3
2.243758822E2,-1.870556735E-2,3.466940299E-2,2.251655096E-4
2.244756142E2,9.985098615E-3,2.115329728E-2,1.949979179E-2
2.245753462E2,1.292556711E-2,2.158012241E-2,6.342456676E-3
2.246750792E2,2.082823217E-2,1.699628867E-2,7.990419865E-3
2.247748110E2,1.064577699E-2,-1.339510200E-3,2.685211413E-2
2.248745430E2,5.086534098E-2,3.475373611E-3,1.003479306E-2
2.249742760E2,6.047310308E-2,2.720899694E-2,-2.711085603E-2
2.250740080E2,-4.779352620E-2,2.621768508E-3,2.009061910E-2
2.251737400E2,-1.377319545E-1,-1.512359641E-2,3.908894956E-2
2.252734720E2,1.802485585E-1,-1.004514843E-2,2.644970827E-2
2.253732050E2,1.222618744E-1,-1.586338738E-3,1.420288533E-2
2.254729370E2,2.006085217E-2,7.879554294E-3,2.068370022E-2
2.255726690E2,-6.062246114E-2,1.743430272E-2,-1.041710726E-3
2.256724020E2,1.290364284E-2,1.586806588E-2,-4.200072959E-3
2.257721343E2,1.845984533E-2,9.563312866E-3,1.063866168E-2
2.258718663E2,-5.315764993E-2,-1.187428134E-3,2.725891210E-2
2.259715993E2,3.547432646E-2,6.184147205E-4,2.174949460E-2
2.260713313E2,2.947763726E-2,2.662896179E-2,-2.212431282E-3
2.261710643E2,4.611472599E-3,2.493208833E-2,3.759712912E-3
2.262707963E2,2.413413487E-2,2.611191384E-2,4.920839332E-3
2.263705283E2,1.712762378E-2,1.135773677E-2,2.086491697E-2
2.264702613E2,-4.665635061E-3,1.341783255E-2,1.910337806E-2
2.265699933E2,-2.096386254E-2,1.905229874E-2,1.371380687E-2
2.266697263E2,-9.605964646E-3,2.019827254E-2,1.301352866E-2
2.267694577E2,-5.705016199E-3,2.231094241E-2,1.166210789E-2
2.268691907E2,1.413874328E-2,2.081496827E-2,1.256078668E-2
2.269689227E2,-3.135996684E-2,3.103824519E-2,3.167814109E-3
2.270686547E2,-2.697264031E-2,1.161430962E-2,2.510054782E-2
2.271683877E2,4.661775753E-2,1.785829477E-2,1.792945154E-2
2.272681197E2,3.884836286E-2,1.243818179E-2,1.831760444E-2
2.273678517E2,-1.063398831E-2,1.602049172E-2,1.618693396E-2
2.274675847E2,-6.910903379E-3,9.856417775E-3,3.319374844E-2
2.275673167E2,-1.263884455E-2,1.797674224E-2,2.210155502E-2
2.276670497E2,9.102215990E-3,3.045191057E-2,2.742632292E-3
2.277667828E2,-4.618404433E-3,2.219512500E-2,1.857659221E-2
2.278665148E2,1.442303136E-2,3.285392374E-2,5.153464153E-3
2.279662478E2,6.636559963E-3,1.542525738E-2,3.055854701E-2
2.280659798E2,-4.585949704E-3,2.187598124E-2,1.758429408E-2
2.281657128E2,3.088287311E-3,1.939437352E-2,1.916169375E-2
2.282654448E2,-1.370247686E-3,1.926109008E-2,1.995850727E-2
2.283651768E2,-2.371392399E-2,2.194138430E-2,1.474283077E-2
2.284649098E2,1.560615934E-2,2.306019887E-2,1.160084549E-2
2.285646418E2,2.252882347E-3,1.709723845E-2,2.043707483E-2
2.286643738E2,3.590217093E-4,1.789767109E-2,1.920655742E-2
2.287641062E2,1.824877784E-2,2.168591321E-2,1.140962634E-2
2.288638382E2,1.442342717E-2,1.713129506E-2,1.403217018E-2
2.289635712E2,5.776078906E-3,2.243264765E-2,5.157722160E-3
2.290633032E2,-2.834267914E-2,2.253857628E-2,1.425188128E-2
2.291630362E2,-1.764447242E-2,2.487940341E-2,3.720819019E-3
2.292627682E2,1.211666130E-2,1.778050885E-2,6.140955724E-3
2.293625002E2,-8.325270028E-4,5.140049849E-3,1.141747553E-2
2.294622332E2,4.001024365E-2,7.709200960E-3,-3.587563988E-4
2.295619652E2,6.663911976E-3,7.119534537E-3,-6.846739911E-3
2.296616982E2,-2.068479359E-2,9.377672337E-3,-1.147318399E-3
2.297614299E2,-2.259321511E-2,1.054253895E-2,-2.067973139E-3
2.298611629E2,-1.697170176E-2,2.206226066E-2,-1.208825223E-2
2.299608949E2,-2.149253152E-2,1.533356495E-2,-7.996968925E-3
2.300606279E2,1.744471863E-2,1.361864991E-2,-3.033096204E-3
2.301603599E2,1.251989324E-2,2.077693678E-2,-9.196461178E-3
2.302600929E2,-2.276111394E-3,2.519440278E-2,-1.431065984E-2
2.303598249E2,2.512674965E-2,2.066489868E-2,-8.840526454E-3
2.304595579E2,-6.200898439E-3,5.916199181E-3,5.353718530E-3
2.305592899E2,-5.425327923E-3,1.119645685E-2,-5.389862694E-3
2.306590229E2,-1.349654142E-2,1.428449713E-2,-1.164350379E-2
2.307587552E2,-1.965392614E-3,9.240275249E-3,-9.676962509E-4
2.308584882E2,-1.220476441E-2,1.415139344E-2,-6.529841572E-3
2.309582202E2,2.238284424E-2,1.978603937E-2,-1.096213423E-2
2.310579532E2,-1.472326554E-2,1.425207779E-2,-3.894776572E-3
2.311576852E2,-1.684515737E-2,1.690826379E-2,-1.082126051E-2
2.312574182E2,1.357351989E-2,1.233590022E-2,-6.107331254E-3
2.313571502E2,1.671660319E-2,5.818792619E-3,-6.538624875E-3
2.314568832E2,1.810112223E-2,-4.667417146E-3,-6.097214296E-3
2.315566162E2,1.021524332E-2,-4.617885686E-3,-9.078082629E-3
2.316563482E2,-1.281490922E-2,-6.244876422E-3,-6.422647275E-3
2.317560818E2,-4.263166338E-2,-1.023295987E-2,3.186304588E-3
2.318558138E2,2.388709225E-2,-4.195688292E-3,-9.277425706E-3
2.319555468E2,9.182419628E-3,-5.714591593E-3,-6.014516111E-3
2.320552798E2,-1.123212860E-4,-9.263616987E-3,-3.625669982E-3
2.321550118E2,-4.898597952E-3,-1.246102527E-2,-5.590410903E-3
2.322547448E2,1.007861341E-3,-2.038869075E-2,-9.931895882E-3
2.323544768E2,1.461183466E-2,-2.389509231E-2,-1.191928145E-2
2.324542098E2,3.320600837E-3,-1.672949083E-2,-1.693694107E-2
2.325539428E2,1.621419378E-2,-2.003484988E-4,-2.722499892E-2
2.326536748E2,-1.695908979E-2,-7.900928147E-3,-7.720674388E-3
2.327534068E2,-3.073137719E-3,-1.007896010E-2,-4.398650024E-3
2.328531398E2,1.275326498E-2,-1.530851051E-2,2.336486708E-3
2.329528718E2,-3.404586110E-3,-6.563903764E-3,-6.751953159E-3
2.330526048E2,-1.348082162E-2,-4.607246257E-3,-1.546368562E-2
2.331523378E2,5.998949520E-3,-1.603342220E-2,1.515428652E-3
2.332520698E2,2.309932932E-2,-9.095372632E-3,-1.420480665E-2
2.333518028E2,-1.555340923E-2,-1.924153231E-2,-1.249465905E-2
2.334515358E2,3.721082583E-3,-2.093303949E-2,-1.855734736E-2
2.335512678E2,5.332677159E-3,-1.068204921E-2,-2.641567215E-2
2.336510008E2,-2.622373775E-2,-3.931587096E-3,-2.912290767E-2
2.337507345E2,2.557151951E-2,5.129453726E-3,-2.922384068E-2
2.338504665E2,2.989843953E-3,1.451463345E-2,-3.113998659E-2
2.339501995E2,-3.158195317E-2,2.601612546E-2,-4.366190732E-2
2.340499325E2,-1.226595975E-2,1.856418513E-2,-3.539718315E-2
2.341496655E2,-7.722289301E-3,1.414509839E-3,-8.633879013E-3
2.342493975E2,-3.976170556E-4,1.424523536E-2,-2.312400565E-2
2.343491305E2,-1.534202509E-2,2.259359695E-2,-3.347611055E-2
2.344488635E2,-4.187816381E-2,1.084442949E-3,-3.971484024E-3
2.345485965E2,-4.655684158E-2,-4.499061033E-4,2.760719974E-3
2.346483285E2,-6.403542589E-3,8.948042989E-3,-1.160822995E-2
2.347480616E2,2.895975299E-2,3.331516404E-3,1.163622248E-3
2.348477946E2,1.966422051E-2,1.463813055E-2,-2.076032013E-2
2.349475276E2,-2.492106892E-2,2.070553228E-2,-2.487183921E-2
