"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.277612025E2,-4.913683608E-2,-1.389294025E-2,3.082523495E-2
5.278609345E2,-5.593977869E-2,-1.167928986E-2,3.622479364E-2
5.279606675E2,-4.036618024E-2,-3.319239616E-2,2.212920971E-2
5.280603986E2,-6.883694977E-2,-2.724672295E-2,-1.048211753E-2
5.281601306E2,-3.516406193E-2,-2.396563999E-2,-3.337213397E-2
5.282598636E2,2.768685482E-2,-6.229197234E-2,1.625281014E-2
5.283595956E2,6.711418927E-2,-6.257870793E-2,9.627670981E-3
5.284593286E2,3.217330202E-2,-8.165781386E-3,-4.794627428E-2
5.285590606E2,1.618515253E-1,-4.165492952E-3,-2.060293779E-2
5.286587926E2,1.007649954E-2,-2.841449529E-2,9.988252074E-3
5.287585256E2,-1.187049784E-4,-1.229416858E-2,5.486460403E-3
5.288582576E2,-2.903936803E-2,-8.167540655E-3,-1.090023108E-2
5.289579906E2,-1.250308845E-2,-1.206225250E-2,2.326749265E-3
5.290577233E2,-1.639875118E-3,-4.435864743E-3,-1.250799838E-2
5.291574553E2,-6.124257110E-3,-6.287872791E-3,-2.240050118E-3
5.292571883E2,1.921838336E-2,-3.421512665E-3,-7.245994173E-3
5.293569203E2,1.266872976E-2,2.434177324E-3,-6.129715592E-3
5.294566533E2,3.097149543E-3,-1.701211929E-2,1.511046756E-2
5.295563853E2,-4.250732809E-2,-2.182859741E-2,-9.477445856E-3
5.296561173E2,-7.207667083E-2,-3.298884258E-2,-1.718090475E-2
5.297558503E2,-3.405162320E-2,-3.001811355E-2,-2.930787764E-2
5.298555823E2,-2.742061624E-4,-4.701647907E-3,-3.678697348E-2
5.299553153E2,2.321578749E-2,9.463126771E-3,-2.991242334E-2
5.300550471E2,3.381285351E-3,5.143350922E-3,-2.339419350E-2
5.301547791E2,-4.143356159E-2,-8.619751781E-3,-1.907555619E-3
5.302545121E2,-2.795636095E-2,-2.615678590E-3,-1.171303075E-2
5.303542441E2,-9.657803923E-3,-1.436597435E-3,-1.347379200E-2
5.304539771E2,2.623240091E-2,5.646300036E-3,-2.811678685E-2
5.305537091E2,-5.080004409E-2,-5.425625015E-3,-1.334595121E-2
5.306534411E2,6.487758458E-2,-2.367349155E-2,2.382537350E-2
5.307531741E2,5.028279871E-2,-3.914020956E-2,4.630645737E-2
5.308529061E2,2.012039535E-3,-4.569418728E-3,1.426170766E-2
5.309526391E2,-3.743329272E-2,-9.964853525E-3,1.064392645E-2
5.310523712E2,1.032366417E-2,4.781974480E-3,7.904473692E-3
5.311521042E2,2.353296988E-2,2.018581145E-2,-8.817525581E-3
5.312518362E2,2.399657667E-2,9.535550140E-3,2.531288005E-2
5.313515682E2,2.541294508E-2,9.051949717E-3,1.812421158E-2
5.314513012E2,-1.598684303E-2,1.123516355E-2,6.866627373E-3
5.315510332E2,-7.338441908E-2,3.136685863E-2,-4.013363272E-2
5.316507662E2,-6.375881284E-2,-1.177788246E-2,3.083600104E-2
5.317504982E2,-4.849200137E-3,-1.761663146E-2,2.041386627E-2
5.318502312E2,5.524666235E-2,1.297066268E-2,-6.233715452E-3
5.319499632E2,8.056189865E-2,-3.985569812E-3,-3.611898865E-4
5.320496946E2,-4.295001924E-2,-9.448276833E-3,1.626865193E-2
5.321494276E2,-4.349432886E-2,-2.906928770E-3,-5.947449827E-4
5.322491596E2,-5.021802709E-2,-1.951618865E-2,2.221154049E-3
5.323488926E2,9.367897175E-3,-2.636631951E-2,-1.218815986E-2
5.324486246E2,-1.161341672E-3,-1.680101454E-2,-1.766361669E-2
5.325483576E2,9.897802025E-3,7.912087254E-3,-2.050334401E-2
5.326480896E2,1.245165896E-2,1.230581570E-2,-2.891723532E-3
5.327478216E2,1.457147114E-2,2.926489804E-3,1.502309833E-2
5.328475546E2,-2.258457057E-2,-1.553671900E-2,2.932493575E-2
5.329472866E2,9.678853676E-3,-6.128990091E-3,6.355428603E-3
5.330470198E2,1.942232996E-2,-8.250637911E-3,9.085174650E-3
5.331467518E2,5.753909703E-3,2.100350102E-4,-2.388117835E-3
5.332464848E2,3.933422733E-3,-4.224379081E-3,6.969032809E-3
5.333462168E2,-1.006180653E-3,-1.778161898E-2,3.004051931E-2
5.334459498E2,-2.222712617E-3,-2.123627253E-2,2.987859957E-2
5.335456818E2,1.107074507E-2,2.550845966E-5,1.264676102E-3
5.336454138E2,4.794539511E-2,-2.642978169E-2,2.357769012E-2
5.337451468E2,2.649025992E-2,-2.214411460E-2,-3.392269835E-3
5.338448788E2,-1.182907354E-2,-2.037439495E-2,1.384895644E-3
5.339446118E2,-6.324222684E-2,6.364697125E-3,-1.489313506E-2
5.340443440E2,-6.046538427E-2,1.822259463E-2,-1.719437726E-2
5.341440770E2,-3.779772669E-2,5.597906653E-3,5.438914988E-3
5.342438090E2,-1.593116857E-2,9.636124596E-3,-5.259149708E-3
5.343435420E2,-1.541522797E-2,1.134198718E-2,-7.753858808E-3
5.344432740E2,-1.071489975E-2,3.637139499E-2,-3.598030657E-2
5.345430060E2,-1.899235696E-2,4.335489124E-2,-2.745806426E-2
5.346427390E2,-1.174814161E-2,7.138311118E-2,-6.074398011E-2
5.347424710E2,-6.696568429E-2,1.142833903E-1,-1.429799944E-1
5.348422040E2,-6.156782806E-2,-4.689113051E-2,8.679114282E-2
5.349419360E2,-1.414889470E-2,3.521348350E-3,2.761504985E-2
5.350416687E2,6.424151361E-2,2.207239531E-2,-2.142493054E-2
5.351414007E2,7.112087309E-2,1.152347028E-2,-4.328361526E-2
5.352411337E2,8.073184639E-2,-2.879147232E-2,3.682052344E-2
5.353408657E2,-1.113759354E-2,1.009659609E-3,9.612077847E-3
5.354405987E2,-8.276038617E-2,1.339229289E-2,-2.109416947E-2
5.355403307E2,1.120440778E-3,-2.515263623E-5,-1.256938465E-2
5.356400637E2,3.230452538E-2,1.037602779E-2,-1.205939334E-2
5.357397957E2,3.140991554E-2,-2.175715752E-2,3.845185041E-2
5.358395277E2,-6.862723734E-3,3.335305257E-3,-5.842251703E-3
5.359392607E2,-1.257477328E-2,-3.056383692E-2,4.065787047E-2
5.360389932E2,-1.613741182E-2,1.671911404E-2,-2.636403218E-2
5.361387262E2,6.719474494E-2,8.532899432E-3,-1.209494378E-2
5.362384582E2,9.073085152E-3,9.452929720E-3,-2.140163258E-2
5.363381912E2,-4.129576311E-2,1.119678374E-2,-1.247298345E-2
5.364379232E2,-5.487895012E-2,1.607356407E-2,-2.123478428E-2
5.365376562E2,8.020539768E-3,-1.371426508E-3,1.104286406E-2
5.366373882E2,-6.837897468E-3,1.559942309E-2,-1.961676776E-2
5.367371212E2,3.487138078E-2,2.271741256E-2,-2.559117973E-2
5.368368532E2,2.329550870E-2,-2.231605724E-2,2.875407226E-2
5.369365862E2,3.899035230E-2,6.805435289E-3,-2.302908571E-3
5.370363182E2,3.522840887E-2,8.925936185E-3,2.903577173E-3
5.371360512E2,-3.013442643E-2,-1.386531536E-2,1.897201501E-2
5.372357832E2,-1.388622820E-2,-2.425529435E-2,3.659189120E-2
5.373355162E2,1.086186618E-2,-1.053909212E-2,6.595118903E-3
5.374352482E2,-1.380879525E-2,-9.520403109E-4,-3.544714302E-2
5.375349802E2,-6.404963881E-2,-3.619339690E-2,2.001172118E-2
5.376347132E2,-6.115126237E-2,-5.009782035E-4,-9.829270653E-3
5.377344452E2,2.906320244E-2,1.131178532E-2,-8.938040584E-3
5.378341782E2,2.041874826E-2,6.384640466E-3,-1.119294111E-2
5.379339102E2,-3.038172051E-2,1.060908753E-2,-2.831733972E-2
5.380336432E2,-7.708418369E-2,1.660332829E-2,-2.736670896E-2
5.381333752E2,-3.429603577E-2,1.072600111E-2,-1.918935403E-2
5.382331082E2,1.300358027E-2,1.386691537E-2,-1.786495000E-2
5.383328402E2,3.000188246E-2,1.887282124E-3,-8.711811155E-3
5.384325732E2,1.868204959E-2,-4.083462525E-3,7.302312180E-3
5.385323052E2,1.307420991E-2,-1.357753761E-2,1.100999420E-3
5.386320382E2,-4.270352423E-3,-1.834680513E-2,-3.456191625E-3
5.387317702E2,-1.859025564E-3,-2.652640641E-2,-3.656725399E-3
5.388315032E2,-3.990729339E-3,-2.689340524E-2,2.109535504E-3
5.389312352E2,1.660293527E-2,-3.071994521E-2,2.696908824E-2
5.390309678E2,4.465568811E-2,-5.419105664E-2,6.252401322E-2
5.391306998E2,-4.688087851E-3,5.447693635E-3,-1.351455413E-2
5.392304328E2,6.940664351E-2,-9.595704265E-3,1.683573588E-3
5.393301648E2,4.764334299E-3,-1.579587162E-2,7.871690206E-3
5.394298978E2,-2.436671779E-2,1.672130078E-3,-6.214829627E-3
5.395296298E2,-4.323550314E-2,8.750638925E-3,-1.811770350E-2
5.396293628E2,-7.996399701E-2,2.130315267E-2,-3.659936413E-2
5.397290948E2,-4.912812728E-3,1.112162974E-2,4.140894860E-3
5.398288278E2,2.498150617E-2,-3.681935836E-3,7.590680569E-2
5.399285598E2,1.895791851E-2,4.867952317E-2,3.198022023E-2
5.400282930E2,8.408871945E-4,4.007872194E-2,3.221445531E-2
5.401280250E2,-4.273184761E-2,-3.025187179E-2,8.667381853E-2
5.402277580E2,-9.007281065E-2,9.232828394E-3,2.495786920E-2
5.403274900E2,4.452786222E-2,2.907665260E-2,-4.881395400E-2
5.404272230E2,1.245128270E-2,-2.522585914E-2,-1.845259033E-2
5.405269550E2,1.973409951E-2,-1.652838290E-2,-1.385170687E-2
5.406266880E2,3.684652736E-3,1.345273200E-2,-3.889075667E-2
5.407264200E2,6.744137499E-3,1.290899143E-2,-2.733022347E-2
5.408261530E2,3.659510612E-2,-1.609881595E-2,1.517781336E-2
5.409258850E2,1.490510441E-2,-2.588837594E-2,4.496486858E-2
5.410256183E2,-9.110447019E-2,-7.748269476E-3,9.429643862E-3
5.411253503E2,-1.842105091E-1,-2.102539688E-2,3.245000914E-2
5.412250833E2,-8.189301938E-2,-3.151428699E-2,4.045200720E-2
5.413248153E2,7.780275494E-2,-1.253592782E-2,1.987029612E-2
5.414245483E2,9.664595127E-2,-2.419577911E-2,2.233611606E-2
5.415242803E2,2.666940354E-2,-2.634775639E-2,1.814191230E-2
5.416240133E2,-1.373949647E-2,1.485563815E-2,-3.471106291E-2
5.417237453E2,-2.461937256E-3,3.074472304E-3,-5.705770571E-3
5.418234783E2,-3.827138245E-2,-1.332235988E-2,2.684990875E-2
5.419232103E2,-7.923832536E-2,-1.877485216E-2,3.040176816E-2
5.420229432E2,-6.763765216E-2,-1.667142659E-2,1.039104629E-2
5.421226752E2,-3.321776912E-2,-2.835457213E-2,1.535463892E-2
5.422224082E2,-2.084468678E-2,-2.095248923E-2,-3.825068125E-4
5.423221402E2,1.133279130E-2,1.883410290E-2,-4.147641361E-2
5.424218732E2,-1.227909792E-2,-1.420995966E-2,6.947573740E-3
5.425216062E2,1.312661916E-3,1.016402319E-1,-1.608343720E-1
5.426213382E2,3.146633133E-2,1.355255302E-2,-1.504255272E-2
5.427210712E2,1.296894550E-1,-8.224955946E-2,9.822208434E-2
5.428208032E2,1.591370255E-1,1.318568084E-2,-4.984720610E-3
5.429205362E2,-6.438943744E-2,5.583304167E-2,-6.617669761E-2
5.430202682E2,-1.235878840E-1,1.446879096E-2,-2.183640376E-2
5.431200012E2,-6.187321618E-2,-1.577303186E-2,2.581500262E-2
5.432197332E2,6.199126691E-2,3.601393476E-2,-2.457866631E-2
5.433194662E2,9.068880230E-2,-2.663105354E-2,6.580903381E-2
5.434191992E2,1.984919980E-2,8.207623661E-2,-8.697292209E-2
5.435189312E2,-2.645016015E-1,9.425025433E-2,-5.814420804E-2
5.436186642E2,-3.719552979E-2,1.070422009E-1,-4.202209786E-2
5.437183962E2,3.017146140E-2,4.705109447E-2,2.579450421E-2
5.438181292E2,6.410988420E-2,-1.123922761E-3,5.270174891E-2
5.439178622E2,1.155029312E-1,8.763297461E-3,6.175036728E-2
5.440175942E2,-5.073669180E-2,2.584026940E-2,-5.557958409E-2
5.441173279E2,-1.734965295E-1,3.908733651E-2,-4.485769942E-2
5.442170599E2,-1.064182296E-1,-1.030252315E-2,1.611484401E-2
5.443167929E2,4.820423201E-2,-7.041232288E-2,7.292884588E-2
5.444165249E2,8.405578882E-2,-2.100017667E-2,-1.906914636E-3
5.445162579E2,-2.088749781E-3,2.150127478E-2,-6.153561920E-2
5.446159899E2,-8.752415329E-2,3.375393804E-3,-3.309119120E-2
5.447157229E2,-8.298572153E-3,-2.143754438E-2,3.233388811E-2
5.448154549E2,1.559742540E-2,-2.057460137E-2,2.773900889E-2
5.449151879E2,2.932370268E-2,-1.343800407E-2,4.566468997E-4
5.450149199E2,2.263058349E-2,-4.162150435E-3,-4.642770626E-3
5.451146510E2,9.104749188E-5,5.836365744E-6,-2.395069227E-3
5.452143840E2,-4.843913019E-3,-9.189201519E-3,3.295697737E-3
5.453141160E2,2.278273460E-3,-1.312978100E-2,1.377059240E-2
5.454138490E2,1.660804637E-2,-1.205516513E-2,1.860156842E-2
5.455135810E2,6.025863439E-2,1.539831236E-2,-3.270489350E-2
5.456133140E2,-3.581235651E-3,-9.506991133E-3,8.989810944E-3
5.457130460E2,-2.237378061E-2,-9.544526227E-3,5.067640916E-3
5.458127790E2,-4.444412142E-2,1.834019087E-3,-4.720798228E-3
5.459125110E2,1.311868429E-2,1.531642769E-2,-1.149788313E-2
5.460122440E2,8.428047597E-2,-1.237325650E-2,1.714857877E-3
5.461119763E2,5.221858248E-2,2.708459739E-3,-1.139908191E-2
5.462117093E2,1.839368045E-2,5.142808426E-3,-1.810091548E-3
5.463114413E2,-1.781536033E-3,1.337521803E-2,-9.048309177E-3
5.464111743E2,-1.299344376E-2,3.228574991E-3,2.473324537E-3
5.465109063E2,-2.474387921E-2,7.253848482E-3,4.093853757E-3
5.466106383E2,-3.250176832E-2,7.867141627E-3,1.440545078E-3
5.467103713E2,-1.591558009E-2,8.894497529E-3,-9.835403413E-3
5.468101033E2,-2.236985229E-2,-6.078357808E-3,-2.341536339E-3
5.469098363E2,-1.603106037E-2,-1.300411206E-2,8.466905914E-3
5.470095693E2,-5.688107759E-2,-1.225486514E-3,-1.568563399E-3
5.471093014E2,-8.692850173E-2,-1.417262130E-3,-5.563694052E-3
5.472090344E2,-1.767987385E-2,-8.617102169E-3,-1.000233111E-3
5.473087664E2,-9.294607677E-3,-1.756705344E-3,-1.193573466E-3
5.474084984E2,-2.419484966E-2,-2.911656629E-3,4.950195551E-3
5.475082314E2,-1.445269119E-2,-7.932498120E-3,7.684862707E-3
5.476079644E2,-1.002871245E-2,-1.510488451E-3,3.482664470E-3
5.477076964E2,-1.374487299E-2,6.058465806E-4,3.092374420E-3
5.478074294E2,7.160308305E-3,-9.869197384E-3,8.851458319E-3
5.479071614E2,1.717024483E-2,5.239439779E-4,-3.628784791E-3
5.480068944E2,-4.104115069E-3,8.651908138E-4,-2.099643461E-5
5.481066258E2,-3.539906349E-3,1.842085971E-3,-2.677630633E-3
5.482063588E2,-1.119843684E-2,2.474462148E-3,-4.087367561E-3
5.483060908E2,-1.663319767E-3,-1.965230796E-3,2.590511926E-3
5.484058238E2,6.200663047E-4,4.600540735E-3,-1.905449200E-3
5.485055558E2,1.626029238E-2,-4.073721357E-3,6.217055488E-3
5.486052888E2,2.065023407E-2,-8.760805242E-3,8.724558167E-3
5.487050208E2,7.165232673E-4,-6.762309931E-4,2.626053290E-3
5.488047538E2,-3.283544444E-3,2.878290135E-3,-6.262779702E-3
5.489044858E2,1.006438397E-2,-2.617707243E-3,-2.086395398E-5
5.490042188E2,9.452669881E-3,6.445749197E-3,-5.718301050E-3
5.491039515E2,1.265846775E-3,-2.472112188E-3,4.463230260E-3
5.492036845E2,7.185002789E-3,-2.018656349E-3,2.600745298E-3
5.493034165E2,8.678727783E-3,2.148365369E-3,-1.921425224E-3
5.494031495E2,5.489396863E-3,8.907308802E-5,3.303949488E-4
5.495028825E2,1.013033907E-3,-1.781144645E-3,-1.055494649E-4
5.496026145E2,3.478501458E-3,-1.767407870E-3,3.464279696E-3
5.497023475E2,8.958831895E-4,-2.076425008E-4,-3.817863762E-5
5.498020795E2,1.250652364E-3,-1.393468119E-5,-3.244087799E-3
5.499018125E2,1.775676501E-3,1.897900831E-3,-1.523288433E-3
5.500015445E2,9.462891147E-3,-3.298334777E-4,2.902086359E-3
5.501012775E2,9.276537457E-4,1.879579504E-4,2.429238521E-6
5.502010105E2,-3.270620364E-4,2.007396892E-3,9.273440810E-4
5.503007425E2,1.606446505E-2,-2.559294226E-3,-8.838684880E-4
5.504004755E2,1.320098247E-2,4.505789373E-3,-4.632227356E-4
5.505002075E2,6.172519177E-3,1.321496442E-3,-8.255438879E-4
5.505999405E2,-2.190504689E-3,-3.957389388E-3,3.218210302E-3
5.506996735E2,-8.844247088E-3,-3.427129705E-4,5.742087495E-3
5.507994055E2,1.034547458E-3,-1.157438615E-3,9.473292157E-4
5.508991385E2,5.360536277E-3,1.704910537E-3,4.790042294E-4
5.509988705E2,-2.375069074E-3,2.763636643E-3,-1.649559243E-3
5.510986033E2,-9.844454471E-4,1.301028533E-5,1.260523219E-3
5.511983363E2,2.341381041E-4,1.585028833E-3,-2.497731475E-4
5.512980683E2,-1.440811902E-4,-1.275281888E-3,1.942478470E-3
5.513978013E2,7.336215349E-4,-7.738656132E-5,7.869038964E-4
5.514975343E2,2.305820817E-4,3.741012421E-3,8.230843814E-4
5.515972663E2,1.031285850E-3,-2.693437273E-5,1.435807673E-3
5.516969993E2,-8.810635190E-4,-6.748352898E-4,-4.556122003E-4
5.517967313E2,1.195557183E-3,7.178590749E-4,-1.519683283E-4
5.518964643E2,5.251844414E-6,1.208755188E-3,2.173964167E-4
5.519961973E2,-1.653186046E-4,2.000689274E-4,-7.122933166E-4
5.520959298E2,1.145676360E-3,-3.979638859E-4,-7.457059110E-4
5.521956628E2,-1.007121522E-3,2.500141971E-3,1.373120700E-3
5.522953958E2,2.169766929E-3,-1.728422241E-3,-1.137816580E-4
5.523951278E2,7.373447297E-4,8.096726378E-5,-1.487284084E-3
5.524948608E2,1.134441351E-3,1.839995384E-4,-2.408933360E-3
5.525945938E2,1.102063106E-4,-9.841892170E-4,2.301760949E-3
5.526943258E2,1.205858658E-3,6.940512685E-5,-5.304022925E-4
5.527940588E2,8.574681124E-4,-1.309973653E-3,-1.131645520E-3
5.528937918E2,1.490982482E-3,8.333125152E-6,-2.672250848E-3
5.529935238E2,-6.002801238E-4,-1.300669974E-3,-1.708726049E-4
5.530932560E2,3.231724259E-5,1.487214002E-3,-3.655101173E-4
5.531929890E2,-1.460483647E-3,1.664586016E-3,-2.282366622E-4
5.532927210E2,-1.067706267E-3,2.833108418E-3,7.391809486E-4
5.533924540E2,2.599605359E-3,-1.832001726E-3,2.413650975E-3
5.534921870E2,-6.720909732E-4,-2.543198061E-4,7.089832798E-4
5.535919190E2,9.874112438E-4,-6.378889666E-4,-2.023270354E-4
5.536916520E2,-4.482375807E-4,1.113315346E-3,2.416949719E-4
5.537913850E2,6.418543635E-4,-1.724965172E-3,9.674014291E-4
5.538911170E2,1.328718616E-3,-1.725189388E-3,-2.591818105E-3
5.539908500E2,1.191062620E-4,1.659330213E-3,-1.159198582E-4
5.540905827E2,2.473869128E-3,-2.245262964E-3,1.401849440E-3
5.541903147E2,6.746973377E-4,-6.957356236E-4,-1.377959969E-3
5.542900477E2,3.811719129E-3,5.607656669E-3,-8.663849905E-3
5.543897807E2,8.598404238E-4,-3.910407831E-4,-4.573143669E-4
5.544895127E2,1.681342255E-4,-1.253888477E-3,2.245520242E-3
5.545892457E2,-2.370700706E-3,-1.232200884E-4,1.445912989E-3
5.546889787E2,1.441368368E-4,1.428488758E-4,1.352357212E-4
5.547887107E2,-1.980289817E-4,6.437540287E-4,-3.171211574E-3
5.548884437E2,8.862293325E-4,-8.880516398E-4,-5.435063504E-4
5.549881767E2,2.944258275E-3,-3.460378153E-3,5.994249368E-4
5.550879092E2,3.683259711E-4,8.163864259E-4,2.915263176E-4
5.551876422E2,-2.439732780E-4,6.147360546E-4,6.993170828E-4
5.552873752E2,1.067868667E-3,1.048931968E-3,9.345697472E-4
5.553871072E2,1.303205849E-3,1.474804245E-3,-1.505635446E-3
5.554868402E2,-8.388924180E-4,1.438837498E-4,2.272363054E-4
5.555865732E2,-4.786797799E-4,2.160816221E-4,2.337377984E-3
5.556863052E2,2.518268302E-4,-1.993062440E-3,1.352337771E-3
5.557860382E2,2.058194485E-3,1.153539401E-3,1.514116069E-3
5.558857712E2,1.198202837E-3,-1.340533956E-3,1.926929341E-3
5.559855032E2,-6.127969245E-4,-2.047489397E-3,1.395526691E-3
5.560852355E2,-1.485710265E-3,8.420820232E-4,6.749554304E-4
5.561849685E2,-2.301593311E-3,1.193759614E-3,-1.189200091E-3
5.562847015E2,2.169273794E-3,-1.107651973E-3,-1.602201490E-3
5.563844335E2,-8.317867178E-4,-9.413080988E-4,8.606879273E-4
5.564841665E2,4.237053217E-4,-7.865558146E-4,-2.873593941E-3
5.565838995E2,2.992414404E-3,7.461382193E-4,1.909760525E-3
5.566836315E2,1.189438254E-2,-3.138491418E-3,-5.749305128E-4
5.567833645E2,1.738312282E-2,1.348441234E-3,-2.781110816E-3
5.568830975E2,1.204911247E-2,-8.882238762E-5,-3.962280462E-4
5.569828295E2,-2.829536330E-3,1.562522491E-3,2.293843310E-3
5.570825628E2,-5.372120999E-3,2.642704174E-3,1.226457767E-3
5.571822958E2,-3.208568785E-3,7.096492220E-3,7.793813013E-3
5.572820278E2,6.444569677E-3,7.973292843E-3,5.548363086E-3
5.573817608E2,7.904002443E-3,1.029388327E-2,8.515262976E-3
5.574814938E2,1.538765803E-2,2.037303708E-2,1.094578672E-2
5.575812258E2,1.453824062E-2,2.987114340E-2,1.680755243E-2
5.576809588E2,1.524993032E-2,3.486754000E-2,2.464975417E-2
5.577806918E2,-1.053790795E-3,3.556800261E-2,3.321754187E-2
5.578804238E2,-2.538935049E-3,3.446814418E-2,4.102459922E-2
5.579801568E2,1.634187996E-3,2.915539034E-2,3.670322523E-2
5.580798900E2,2.877171850E-3,3.208525106E-2,2.918632329E-2
5.581796220E2,3.192684148E-3,3.844041750E-2,2.214465104E-2
5.582793550E2,2.141635399E-3,4.322881624E-2,1.486330386E-2
5.583790880E2,5.279386416E-3,3.832159564E-2,2.083983459E-2
5.584788200E2,-2.416264033E-3,3.681223094E-2,2.597427927E-2
5.585785530E2,6.419949932E-4,3.075438738E-2,3.173749521E-2
5.586782860E2,-1.090411097E-2,1.776705123E-2,2.206808515E-2
5.587780180E2,1.858172473E-4,5.396741442E-3,1.253224816E-2
5.588777510E2,-7.487724652E-4,6.415549433E-4,1.112475526E-3
5.589774840E2,-8.654466830E-3,1.296127564E-3,-3.295056988E-3
5.590772170E2,-1.027320884E-2,-3.764606779E-3,3.260573838E-3
5.591769500E2,-1.073349547E-2,-8.759137243E-3,1.040957030E-2
5.592766830E2,1.558743790E-2,2.568507381E-2,-3.588056564E-2
5.593764150E2,1.446441282E-2,-1.549448259E-2,-2.819022629E-3
5.594761480E2,-1.871814206E-2,8.240034222E-4,-4.163699597E-2
5.595758810E2,-2.185688727E-2,-4.085578769E-2,1.495931763E-2
5.596756130E2,-3.305121511E-2,-2.699163742E-2,7.273433730E-3
5.597753460E2,-1.658426598E-2,-3.225507215E-2,6.090982817E-3
5.598750790E2,-1.411932427E-2,-1.999080181E-2,-4.601735622E-2
5.599748110E2,-2.082676254E-2,-5.262571201E-2,-7.063134760E-2
5.600745428E2,2.931638807E-2,-9.802423418E-2,-4.291889444E-2
5.601742748E2,2.567873895E-2,-1.275358796E-1,-5.155473202E-2
5.602740078E2,-1.153965667E-2,-1.397530138E-1,-7.170887291E-2
5.603737408E2,-2.588352188E-2,-1.290072799E-1,-1.051457897E-1
5.604734728E2,4.180953838E-4,-1.301916987E-1,-1.198434979E-1
5.605732058E2,2.371362969E-2,-1.455265135E-1,-1.491470635E-1
5.606729388E2,2.654287033E-3,-2.141397893E-1,-1.216741502E-1
5.607726708E2,-3.238105029E-2,-1.737185419E-1,-1.802984625E-1
5.608724038E2,-1.151121035E-2,-1.249607727E-1,-1.880899519E-1
5.609721368E2,1.200357266E-2,-1.228061467E-1,-1.167017817E-1
5.610718695E2,2.967999503E-2,-1.231864691E-1,-8.782311529E-2
5.611716025E2,3.206623346E-2,-1.201901287E-1,-4.706996679E-2
5.612713345E2,1.182312518E-2,-1.033549979E-1,-6.591916084E-2
5.613710675E2,1.968353055E-2,-1.138024628E-1,-4.885455221E-2
5.614708005E2,-7.351390272E-2,-9.961788356E-2,-2.353627607E-2
5.615705325E2,6.830879021E-3,-1.818342879E-2,-8.688955754E-2
5.616702655E2,4.993665963E-2,5.780502409E-2,-1.486079097E-1
5.617699985E2,4.087909311E-2,-7.594202645E-3,-1.873272099E-2
5.618697305E2,-8.648216724E-2,1.752364635E-2,-6.514682434E-3
5.619694635E2,-1.215079874E-1,3.761632740E-2,2.142960951E-2
5.620691955E2,-1.107515693E-1,9.000014514E-3,3.177744895E-2
5.621689285E2,-5.429940298E-3,2.081406303E-2,-5.986707751E-3
5.622686615E2,3.025547788E-2,9.276656434E-3,2.468878962E-2
5.623683935E2,1.607286781E-1,2.800646238E-2,-4.366440699E-3
5.624681265E2,1.783131063E-2,4.760852084E-2,-3.412033617E-2
5.625678585E2,-2.615590114E-3,2.119343914E-2,-5.865926854E-3
5.626675915E2,-1.313510584E-4,3.409861401E-2,-1.728464104E-2
5.627673245E2,-1.784986584E-3,2.678438462E-2,8.351620287E-3
5.628670565E2,6.480412558E-4,2.302017808E-2,1.584229060E-2
5.629667895E2,1.557687204E-2,2.827324718E-2,5.196169484E-3
5.630665243E2,3.016565554E-2,1.496870629E-2,5.328398664E-3
5.631662563E2,3.563683853E-2,-2.134832786E-3,-8.629891090E-3
5.632659893E2,-5.969207734E-3,8.126266766E-5,-9.735232219E-3
5.633657213E2,-7.636484224E-3,7.448504679E-3,-4.855794366E-3
5.634654543E2,-5.425729323E-3,-1.027516183E-2,1.224515866E-2
5.635651863E2,-1.470500976E-2,1.028783736E-3,3.565125400E-3
5.636649193E2,1.475255121E-3,-2.904800232E-3,1.247818861E-2
5.637646523E2,-1.192332362E-3,-2.056018915E-3,4.857021384E-3
5.638643843E2,-7.086174097E-3,-2.321802545E-3,2.847134368E-3
5.639641173E2,-1.878110459E-3,-2.271389589E-3,5.311761051E-3
5.640638475E2,1.698543085E-3,-3.510450944E-3,7.483560592E-3
5.641635805E2,6.392206997E-3,-2.512280131E-3,4.195103887E-3
5.642633135E2,1.882890984E-2,4.725246690E-4,4.911877681E-3
5.643630455E2,3.422128037E-2,4.786344711E-3,4.136100411E-3
5.644627785E2,1.677426696E-2,-3.576731775E-3,-8.550611092E-4
5.645625105E2,-3.209043294E-3,3.800060367E-4,8.985010209E-4
5.646622435E2,-1.274004579E-3,9.388161125E-4,2.345799468E-3
5.647619765E2,1.043459773E-2,-2.145203296E-3,6.687946618E-3
5.648617085E2,5.991958454E-2,5.370514002E-3,8.006201126E-3
5.649614415E2,7.861912251E-2,5.574028008E-3,7.189012133E-3
5.650611734E2,4.633450508E-2,3.732031677E-3,1.057269610E-2
5.651609064E2,-2.016688697E-2,6.722622085E-3,2.316013351E-2
5.652606384E2,-1.729135774E-2,8.354293182E-3,3.714611754E-2
5.653603714E2,1.542913611E-3,-8.565786993E-5,3.609949350E-2
5.654601044E2,2.345292643E-2,1.226675883E-2,2.645312995E-2
5.655598364E2,2.933640406E-2,1.665342413E-2,2.532089502E-2
5.656595694E2,1.556890551E-2,5.658924114E-3,4.107681289E-2
5.657593014E2,4.574894439E-3,3.400312737E-3,4.639261588E-2
5.658590344E2,-4.053201061E-3,1.419855282E-2,2.206317149E-2
