"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.066246817E1,3.177021182E0,-5.805910921E-1,5.606626117E-1
8.076219817E1,3.315702812E0,-7.719786465E-1,7.040211368E-1
8.086192917E1,3.177637479E0,-7.204857266E-1,8.156941849E-1
8.096165917E1,2.840645484E0,-7.207278013E-1,4.092688429E-1
8.106139017E1,3.131304727E0,-5.421479881E-1,1.073351158E0
8.116112017E1,3.377198564E0,-6.742892146E-1,5.079955709E-1
8.126085117E1,3.469714087E0,-4.326308084E-1,7.841490412E-1
8.136058117E1,3.427536659E0,-4.805428934E-1,1.024033987E0
8.146031217E1,3.361506684E0,-6.282874149E-1,5.112191409E-1
8.156004217E1,3.554747221E0,-2.833484691E-1,6.743465173E-1
8.165977333E1,3.843799356E0,-9.127503633E-2,5.067811042E-1
8.175950333E1,3.298024633E0,1.079197204E-1,5.127294767E-1
8.185923433E1,2.752587001E0,2.351685816E-1,2.168913549E-1
8.195896533E1,2.951051733E0,3.889181936E-1,-3.415370357E-1
8.205869533E1,2.708989869E0,3.627203286E-1,-3.525502664E-1
8.215842533E1,2.392061279E0,4.190272611E-1,-9.358626527E-1
8.225815633E1,2.636464514E0,5.801888037E-1,-4.941996503E-1
8.235788633E1,2.337877032E0,3.851023006E-1,5.706362075E-1
8.245761733E1,2.610735303E0,5.258798647E-1,-4.704196090E-1
8.255734733E1,2.048349663E0,5.974322426E-1,-8.293831015E-1
8.265707779E1,2.173939377E0,4.716101021E-1,-1.830002498E0
8.275680779E1,2.329210873E0,6.262408894E-1,-1.250860931E0
8.285653879E1,2.137397788E0,9.949265474E-1,-9.001332414E-1
8.295626979E1,1.272541237E0,9.982506895E-1,-1.369643608E0
8.305599979E1,1.236939880E0,1.321540904E0,-1.248338442E0
8.315573079E1,1.068515657E0,1.185682018E0,-1.418997617E0
8.325546079E1,1.070322501E-1,-6.047190428E-2,-3.019972864E0
8.335519179E1,8.088492881E-1,9.096419835E-1,-1.333183880E0
8.345492179E1,8.099804319E-1,1.851485753E0,-1.033455021E0
8.355465279E1,2.482816205E-1,-1.241831660E-2,-2.705917157E0
8.365438279E1,9.100271688E-1,1.116771412E0,-1.855825557E0
8.375411379E1,3.994506735E-1,1.614057223E0,-1.720981747E0
8.385384379E1,4.461592280E-2,1.398652230E0,-1.397644755E0
8.395357479E1,1.403388401E-1,1.185020698E0,-1.547971991E0
8.405330479E1,2.210986641E-1,9.104787201E-1,-1.606208505E0
8.415303579E1,4.540145145E-1,1.104719131E0,-1.411510842E0
8.425276579E1,3.441440899E-1,1.214718706E0,-1.011867101E0
8.435249679E1,4.535700531E-1,1.159161971E0,-1.260094269E0
8.445222679E1,1.498640915E-1,1.093270867E0,-1.297792438E0
8.455195779E1,1.155099088E-1,1.109703882E0,-1.232256260E0
8.465168821E1,-2.747875790E-1,1.005631045E0,-1.011716242E0
8.475141921E1,-1.016013471E-1,9.827877277E-1,-7.157857347E-1
8.485114921E1,-3.283396873E-1,1.090961802E0,-1.499914311E0
8.495088021E1,-2.156516904E-1,1.157389680E0,-9.927005124E-1
8.505061121E1,-2.962619535E-1,1.194400801E0,-1.003954064E0
8.515034121E1,-2.656970590E-1,1.126896451E0,-6.559868449E-1
8.525007221E1,-8.953411558E-1,8.384550565E-1,-6.529112095E-1
8.534980221E1,-1.251894865E0,8.138897341E-1,-1.095286403E0
8.544953321E1,-9.153482813E-1,7.267539418E-1,-7.221457511E-1
8.554926321E1,-6.130361954E-1,8.251000160E-1,-9.344540584E-1
8.564899408E1,-6.034783002E-1,6.360729825E-1,-8.524152839E-1
8.574872408E1,-5.194874693E-2,1.190860312E0,-1.652809060E-1
8.584845508E1,-3.609334195E-1,8.814671749E-1,-6.751294595E-1
8.594818608E1,-9.659886041E-1,9.333641374E-1,-1.401571745E-1
8.604791608E1,-1.301371665E0,1.175976225E0,-3.481940907E-1
8.614764708E1,-1.044446178E0,7.477279043E-1,-6.389357793E-1
8.624737708E1,-1.111095666E0,8.055124283E-1,-6.115070754E-1
8.634710808E1,-9.516457495E-1,2.770486790E-1,-5.604035801E-1
8.644683908E1,-7.740147201E-1,1.023654503E-1,-4.203902471E-1
8.654656908E1,-5.920535351E-1,9.655448735E-2,-1.593383807E-1
8.664629996E1,-2.612989478E-1,1.898257631E-1,-3.776190341E-2
8.674603096E1,-5.971368852E-1,3.925732881E-1,3.315289414E-1
8.684576096E1,-3.375140782E-1,1.942029887E-1,1.362009484E-1
8.694549196E1,-5.989310302E-1,6.254181862E-3,-5.631687284E-2
8.704522296E1,-1.748415421E-1,-3.434110683E-1,5.347810811E-1
8.714495296E1,-5.328779951E-1,-3.465393287E-1,7.464918029E-1
8.724468396E1,-3.236547519E-1,-2.340909398E-1,6.014492798E-1
8.734441496E1,-3.071547499E-1,2.753126407E-1,2.722639024E-1
8.744414496E1,-2.924105570E-1,3.308378005E-1,-7.550217211E-3
8.754387596E1,-4.575014285E-1,2.936968714E-1,-3.515106314E-1
8.764360729E1,1.612060545E-1,4.536088639E-1,-1.823027354E-1
8.774333729E1,-2.271082679E-1,2.302744621E-1,-5.492435843E-1
8.784306829E1,-7.433443929E-1,5.508258408E-1,-4.305480301E-2
8.794279929E1,-9.142726859E-1,6.225805324E-1,1.732032984E-1
8.804252929E1,-1.163207733E0,8.284159720E-2,-2.460122430E-1
8.814226029E1,-9.854629020E-1,-1.143768007E-1,-6.366445479E-1
8.824199129E1,-1.080444050E0,-7.572436631E-2,-2.072463727E-1
8.834172229E1,-5.355807975E-1,1.393865114E-1,4.528142273E-1
8.844145229E1,-6.510840277E-1,1.255204242E-1,5.441494900E-1
8.854118329E1,-7.642345941E-1,-4.647542417E-1,7.176720464E-1
8.864091392E1,-9.115895449E-1,-6.206608915E-1,1.332176112E0
8.874064492E1,-6.036957069E-1,-6.478884512E-1,1.642074156E0
8.884037492E1,-1.405936691E0,-1.028527572E0,1.273579702E0
8.894010592E1,-3.242738258E-1,-1.091864027E0,6.977137452E-1
8.903983692E1,-1.580736828E-1,-8.163034648E-1,1.579773243E0
8.913956792E1,1.630279372E-1,-1.134920585E0,2.120406802E0
8.923929892E1,-3.863733209E-2,-1.433984615E0,1.303902193E0
8.933902892E1,-1.667779211E-1,-1.056788335E0,1.244956997E0
8.943875992E1,9.495557536E-2,-1.119936510E0,1.349049715E0
8.953849092E1,-4.476198899E-1,-5.017472363E-1,1.509309617E0
8.963822233E1,1.739738153E-1,-8.775378460E-1,6.978967631E-1
8.973795333E1,-1.555584664E-1,-8.449419576E-1,5.620361227E-1
8.983768333E1,1.758448147E-1,-1.303387054E0,3.755877113E-1
8.993741433E1,-3.401088167E-1,-8.885937613E-1,7.557309884E-1
9.003714533E1,-2.395332723E-1,-6.086203051E-1,4.630901241E-1
9.013687633E1,-4.327779389E-1,-3.058970869E-2,5.294665468E-1
9.023660733E1,-6.057650366E-1,1.377077758E-1,-2.337418610E-1
9.033633833E1,-8.908146069E-1,6.182892609E-1,-1.313623774E-1
9.043606833E1,-1.076783473E0,5.504714996E-1,-4.034777606E-1
9.053579933E1,-4.418190134E-1,1.305449367E-1,-1.066263748E0
9.063553021E1,-5.972640621E-1,6.591642219E-1,-3.232171243E-1
9.073526121E1,3.390377530E-1,2.353469217E-1,-7.272673273E-1
9.083499221E1,5.833290143E-2,2.455473894E-1,-1.082006791E0
9.093472321E1,9.355165889E-3,3.924820715E-1,-8.192545545E-1
9.103445421E1,-3.865664434E-1,3.647674388E-1,-2.319613838E-1
9.113418421E1,-1.220005192E-1,-8.016532660E-4,-8.079191422E-1
9.123391521E1,2.542212222E-2,4.668551463E-1,-3.109163368E-1
9.133364621E1,-3.227339981E-1,1.494636029E-1,-2.716359115E-1
9.143337721E1,-3.936180393E-1,-3.963476658E-1,-6.582912326E-1
9.153310821E1,-6.225761470E-1,2.429366076E-1,-1.214998788E-1
9.163283908E1,-1.086366037E0,3.551633871E-1,1.453220201E-1
9.173257008E1,-5.453623487E-1,3.248701322E-1,-4.943879306E-1
9.183230108E1,-4.041055322E-1,4.035175216E-1,-6.544846952E-1
9.193203208E1,-4.538623042E-1,-4.352667332E-3,-6.201556921E-1
9.203176208E1,1.586921903E-1,-2.076469070E-1,-3.800169772E-1
9.213149308E1,-2.219828910E-1,2.123159087E-1,1.315740466E-1
9.223122408E1,-1.090986196E-1,5.200782573E-1,-6.359653938E-1
9.233095508E1,-5.603325364E-1,7.202477449E-1,-7.345588052E-1
9.243068608E1,-9.412972742E-1,6.730583757E-1,-4.583649892E-1
9.253041708E1,-1.191156620E0,1.325470233E-1,-5.215681279E-1
9.263014804E1,-8.243865826E-1,-7.783345699E-2,-5.407399786E-1
9.272987904E1,-1.122740103E0,-1.290012717E-1,-5.047760940E-1
9.282961004E1,-8.423614351E-1,-9.605338097E-2,1.347771513E-1
9.292934104E1,-1.162919100E0,3.748883843E-2,2.361620235E-1
9.302907204E1,-5.117942876E-1,1.402881521E-1,-3.645417362E-1
9.312880304E1,-1.635682382E-1,1.396958292E-2,-4.835144484E-1
9.322853304E1,9.279700262E-2,-1.299444276E-1,-3.974750090E-1
9.332826404E1,-5.500459319E-2,1.858128190E-2,-5.106110305E-1
9.342799504E1,-2.343039246E-1,1.718525916E-1,-1.991175735E-1
9.352772604E1,-4.158480569E-1,2.006659162E-1,-1.791271126E-1
9.362745771E1,-4.680729751E-1,3.661760330E-1,1.378293979E-1
9.372718871E1,-1.048527023E0,3.888807714E-1,-4.169883370E-2
9.382691971E1,-8.140286055E-1,4.176940960E-1,1.367862546E-1
9.392665071E1,-5.241688963E-1,-1.615293324E-1,-7.012565732E-2
9.402638171E1,1.494996090E-1,4.560418904E-2,-3.306290549E-1
9.412611271E1,-1.084143035E-1,9.812154114E-2,-6.485029936E-1
9.422584371E1,-7.532158086E-1,-6.721432865E-2,-4.384359241E-1
9.432557471E1,-5.830282847E-1,7.965077162E-3,-3.769735014E-1
9.442530571E1,-7.189155299E-1,-4.690753341E-2,-3.649013400E-2
9.452503671E1,-6.534186016E-1,1.469855529E-1,-1.691049850E-1
9.462476729E1,-7.926649261E-1,2.967830318E-1,-6.057773888E-2
9.472449829E1,-8.778631704E-1,1.403273284E-2,-3.376024443E-1
9.482422929E1,-2.575869891E-1,8.828243136E-2,-4.910667121E-1
9.492396029E1,-4.675416094E-1,-8.123185873E-2,-1.127588761E-1
9.502369129E1,-3.214690627E-1,-1.710281342E-1,-1.082746464E-1
9.512342229E1,-5.742093313E-1,-1.986585671E-1,2.879519820E-2
9.522315329E1,-5.309297029E-1,-2.051723653E-1,1.053101081E-1
9.532288429E1,-8.093290156E-2,-2.555648392E-1,9.517688334E-2
9.542261529E1,5.385592229E-1,-4.035631299E-2,5.107133567E-1
9.552234629E1,5.631955159E-1,-2.291634911E-1,8.582396954E-1
9.562207717E1,-5.815256234E-1,-3.320499283E-1,9.635217369E-1
9.572180817E1,-5.644638866E-1,-4.300913626E-1,8.042979616E-1
9.582153917E1,-2.429794385E-1,-9.930484217E-1,8.203058839E-1
9.592127017E1,5.021017968E-1,-7.604736650E-1,1.146279386E0
9.602100117E1,2.125409168E-1,-1.094069012E0,5.249893337E-1
9.612073217E1,8.543600678E-2,-9.171030307E-1,1.358880638E0
9.622046317E1,-6.105879297E-1,-5.977210951E-1,3.124313504E-1
9.632019417E1,-3.896593282E-1,-9.078492272E-1,-4.133121926E-1
9.641992517E1,7.368153919E-1,-1.758631968E-1,6.961969775E-1
9.651965617E1,6.076016470E-1,4.005769569E-1,4.474523306E-2
9.661938717E1,-1.687927437E-1,4.201195210E-1,-4.187506878E-1
9.671911817E1,-1.945799880E-2,6.608920741E-1,-4.516102856E-1
9.681884917E1,-2.552993026E-1,6.098610842E-1,-5.815886271E-1
9.691858017E1,1.740255266E-1,2.626054716E-1,-6.510026783E-1
9.701831117E1,1.832670509E-1,3.021203703E-1,-5.846285945E-1
9.711804217E1,5.291351558E-1,2.600005370E-1,-3.527309453E-1
9.721777317E1,8.518527818E-1,-2.964953488E-1,-9.249792302E-1
9.731750417E1,1.120471676E0,1.330516380E-1,-4.135811645E-1
9.741723517E1,6.471376687E-1,-3.936053216E-2,-2.259820211E-1
9.751696617E1,4.602506431E-1,-1.623356634E-1,-5.197122216E-2
9.761669717E1,2.715047146E-1,-2.087263030E-1,4.464232206E-2
9.771642817E1,-4.720793411E-2,-4.961730856E-1,1.993684191E-1
9.781615917E1,9.547187537E-2,-4.079625750E-1,2.760920745E-1
9.791589017E1,-3.437081069E-2,-3.182329577E-1,9.192115366E-2
9.801562117E1,-1.839165670E-1,1.853216529E-1,8.024075568E-2
9.811535217E1,-1.226762655E-1,2.087046683E-2,-4.317584038E-1
9.821508317E1,-4.996752754E-2,1.064744056E0,-4.616493702E-2
9.831481417E1,-7.372213349E-2,6.500150836E-1,2.839589185E-1
9.841454517E1,6.031596635E-1,3.751614493E-1,2.568003559E-1
9.851427617E1,1.352245657E0,-9.080620658E-1,-2.371537113E-1
9.861400754E1,4.410404932E-1,-6.912391233E-1,-4.307275397E-1
9.871373854E1,5.567855057E-1,-7.503047723E-1,2.363210678E-2
9.881346954E1,2.177358756E-1,3.304472065E-1,1.144502417E0
9.891320054E1,6.585977729E-1,1.298644377E0,1.126971295E0
9.901293154E1,5.171149615E-1,6.633707088E-1,1.371248669E0
9.911266254E1,7.221870471E-1,-2.297365183E-1,8.801269931E-1
9.921239354E1,7.481390367E-1,-7.374724728E-1,5.365685749E-1
9.931212454E1,8.327733902E-1,-9.662687588E-1,7.752022165E-1
9.941185554E1,1.075377145E0,-6.716632301E-1,9.531546235E-1
9.951158654E1,8.805901656E-1,-5.496827102E-1,5.598995501E-1
9.961131754E1,8.723863759E-1,-1.023596030E-1,3.828797740E-1
9.971104821E1,4.690595466E-1,1.016468275E-1,3.488682747E-1
9.981077921E1,1.290791274E0,1.338076830E-1,5.571928740E-1
9.991051021E1,5.027541999E-1,-7.048759997E-2,7.695286632E-2
1.000102412E2,7.544408002E-1,-1.805538332E-1,2.522190624E-1
1.001099722E2,6.191210273E-1,-4.492404091E-1,7.997575986E-1
1.002097042E2,4.996662853E-1,-4.124263394E-1,8.649575615E-1
1.003094352E2,6.523006140E-1,-5.385940504E-1,5.059127927E-1
1.004091662E2,4.088475510E-1,-3.492927825E-1,-7.582669258E-3
1.005088972E2,3.813619099E-1,-7.319135249E-2,2.016938567E-1
1.006086282E2,4.370746192E-1,2.062003058E-1,-6.885330319E-2
1.007083597E2,8.241734516E-1,5.972205734E-1,-1.786523187E-1
1.008080907E2,7.712227477E-1,7.670178688E-1,-1.521708637E-1
1.009078217E2,3.273111620E-1,4.930682141E-1,-7.106039321E-1
1.010075527E2,6.783698402E-1,4.935108483E-1,-7.815967315E-1
1.011072837E2,9.422615531E-1,3.003545111E-1,-5.324708462E-1
1.012070147E2,6.172927491E-1,3.983339649E-1,3.131125510E-2
1.013067457E2,8.462923720E-1,-1.612258619E-1,-3.626706272E-1
1.014064767E2,8.132076564E-1,4.277279180E-1,4.720223308E-2
1.015062077E2,6.728127196E-1,3.956600332E-1,7.356113040E-1
1.016059387E2,2.295489688E-1,-1.480047226E-1,-7.204471350E-2
1.017056693E2,5.428998669E-1,-2.906305915E-1,4.630222964E-1
1.018054003E2,4.233379016E-1,-5.786188263E-1,2.960006744E-1
1.019051313E2,-4.190231681E-2,-5.245560551E-1,4.061300576E-1
1.020048633E2,-3.580557123E-1,-6.052417839E-1,3.498313111E-1
1.021045943E2,-4.368161722E-1,-1.898491520E-1,6.073537982E-1
1.022043253E2,-5.720866824E-1,-1.975014031E-2,6.208304608E-1
1.023040563E2,-4.304492853E-1,2.939196503E-1,8.869530326E-1
1.024037873E2,2.449049997E-1,-4.881156224E-1,4.488901609E-1
1.025035183E2,1.974482665E-1,-8.672473311E-1,3.189211750E-1
1.026032493E2,2.250436892E-1,-6.291235667E-1,7.528067958E-1
1.027029804E2,-8.846325651E-2,-4.572920251E-1,5.133200455E-1
1.028027114E2,1.106331574E-1,-5.639054775E-2,4.142114943E-1
1.029024424E2,-8.575497240E-2,3.018151456E-1,1.166917133E-1
1.030021734E2,-3.985923388E-1,1.905899942E-2,-5.511714113E-1
1.031019044E2,-3.615980652E-1,-1.265571356E-1,-3.305951411E-1
1.032016364E2,-7.560150169E-2,-5.581752062E-3,-2.624639690E-1
1.033013674E2,-1.320432491E-1,1.717029029E-1,-2.429547340E-1
1.034010984E2,4.312204599E-2,4.451993984E-1,-2.159306574E-1
1.035008294E2,-3.879214626E-2,9.110359597E-1,-1.015158498E-1
1.036005604E2,2.374784511E-1,6.728677565E-1,-5.489921540E-1
1.037002914E2,-1.276665351E-1,2.873561507E-1,-6.846393710E-1
1.038000224E2,-6.179651789E-2,1.197749501E-1,-7.035416651E-1
1.038997534E2,-1.320833026E-1,1.607183236E-1,-8.058024502E-1
1.039994844E2,-2.352434260E-1,6.272232217E-1,-7.939244163E-1
1.040992154E2,-2.195083494E-1,6.972418749E-1,-4.413981235E-1
1.041989464E2,7.342465639E-1,6.607166576E-1,-4.080216318E-1
1.042986784E2,3.311322444E-1,6.208526802E-1,-3.716911268E-1
1.043984094E2,2.277788339E-2,5.216511583E-1,-6.681993395E-1
1.044981404E2,1.691844706E-1,-1.408418834E-2,-5.940239006E-1
1.045978714E2,4.080668747E-1,2.179590565E-1,-2.451632273E-1
1.046976024E2,8.753612199E-1,5.670056713E-1,-6.611154377E-2
1.047973334E2,7.629414093E-2,3.318014216E-1,-4.020054317E-1
1.048970644E2,-2.013354589E-1,3.111858934E-1,-5.476151347E-1
1.049967954E2,-1.197247737E-1,1.105386883E-1,-4.802832770E-1
1.050965264E2,-1.583609272E-1,-4.508033699E-1,-6.944761419E-1
1.051962574E2,-5.701757027E-2,4.505279660E-3,-2.194448340E-1
1.052959884E2,3.971249435E-1,1.779190779E-1,-6.877810800E-1
1.053957204E2,5.136854964E-1,-2.185221434E-1,-5.362083864E-1
1.054954514E2,3.000499078E-1,-1.614164811E-1,4.210603380E-1
1.055951824E2,1.100960175E-1,1.663117701E-1,-5.971246791E-1
1.056949138E2,4.818971086E-1,-1.227038205E-2,-3.080494469E-1
1.057946448E2,4.052143471E-1,6.028502727E-1,5.837632066E-1
1.058943758E2,4.204996997E-1,1.110970974E-2,-2.417624867E-1
1.059941068E2,1.014560328E0,2.768299931E-1,-2.718955278E-3
1.060938378E2,-1.235724974E-2,1.322698653E-2,-1.973166311E-1
1.061935688E2,-1.460664072E-1,-2.682538819E-1,-1.822349077E-1
1.062932998E2,1.519652062E-1,-5.361370504E-2,-4.885699511E-2
1.063930308E2,1.698108170E-1,1.483052695E-1,5.826370329E-1
1.064927628E2,4.629902829E-1,1.363915676E-1,-1.478491867E-1
1.065924938E2,4.255317404E-1,3.352980566E-1,6.750014055E-1
1.066922241E2,8.752081325E-2,1.412465107E-1,-4.909088373E-2
1.067919551E2,3.284005348E-1,-1.567463100E-1,-5.959833026E-2
1.068916861E2,2.613492521E-1,2.828298211E-3,-7.288308728E-1
1.069914171E2,-7.601259749E-2,-1.634939969E-2,-7.057647765E-2
1.070911481E2,5.910869904E-1,6.007008362E-1,-6.390363514E-2
1.071908791E2,-8.415605128E-3,6.023655385E-1,3.590775132E-1
1.072906101E2,2.034851147E-2,3.100345767E-1,-3.617608005E-1
1.073903411E2,6.914094966E-1,-3.607965946E-2,1.389789605E-1
1.074900721E2,7.297420152E-1,-3.942414987E-1,-3.502751148E-1
1.075898041E2,-3.186151464E-1,-9.237840593E-2,-1.029566038E-1
1.076895349E2,-2.120948474E-1,-1.030583453E-1,-3.377614886E-1
1.077892659E2,4.529942119E-2,1.243942505E-1,1.669169569E-1
1.078889969E2,4.482781036E-1,1.090640205E-1,2.716189545E-1
1.079887279E2,8.572194294E-1,9.111131430E-2,1.250479692E-1
1.080884589E2,-1.301434339E-1,1.641921544E-1,1.357665002E-1
1.081881899E2,-7.963461868E-1,-2.198740196E-1,-2.663710785E-1
1.082879209E2,-7.461082256E-1,-1.731068194E-1,-1.271020961E-1
1.083876519E2,3.051066164E-2,-2.677533603E-1,6.431235552E-2
1.084873839E2,3.718240413E-1,8.769712508E-2,-1.767554820E-2
1.085871149E2,3.874074192E-1,1.723028272E-1,-4.650992274E-2
1.086868464E2,2.144803835E-1,2.984576744E-1,5.706215894E-1
1.087865774E2,-1.796199781E-1,3.175084877E-1,3.773167330E-1
1.088863084E2,4.555050794E-1,1.896526855E-1,-1.060597211E-1
1.089860394E2,-2.257972125E-1,-1.502734423E-4,2.761523008E-1
1.090857704E2,-1.050318263E-1,-1.436117095E-1,-2.971163231E-1
1.091855014E2,1.875928211E-1,-3.317330092E-1,-2.065417832E-1
1.092852324E2,3.127290467E-1,-7.584364951E-2,7.371877134E-2
1.093849644E2,1.707348964E-1,1.394245183E-1,3.674998426E-1
1.094846954E2,-2.945610533E-1,2.227029026E-1,2.012629169E-1
1.095844264E2,6.794281863E-4,-2.936424923E-1,-2.620897472E-1
1.096841573E2,1.544910389E-1,-5.253407514E-1,-6.417979914E-1
1.097838883E2,-8.435841976E-2,-5.936976260E-1,-1.397010916E-1
1.098836193E2,2.612665506E-1,2.290067858E-1,3.705865878E-1
1.099833503E2,1.627929522E-1,5.982374042E-1,3.312307334E-1
1.100830813E2,1.630599142E-1,4.228723902E-1,1.406196892E-2
1.101828133E2,1.509544602E-1,-2.893026888E-1,2.734555650E-1
1.102825443E2,2.715082777E-1,-4.377272415E-1,6.807053643E-1
1.103822753E2,3.980906385E-2,-4.312608057E-1,6.164163977E-1
1.104820063E2,9.244434059E-1,-3.859010303E-1,4.404076052E-1
1.105817373E2,6.387705772E-2,-5.357768619E-1,7.724563640E-1
1.106814683E2,4.988318876E-1,-3.153514498E-1,1.010728063E0
1.107811993E2,4.309382587E-1,-5.895332390E-1,3.627811396E-1
1.108809313E2,3.005276984E-1,-4.942072517E-1,4.302287722E-1
1.109806623E2,-2.815233339E-2,-3.856390750E-1,6.970588571E-1
1.110803933E2,9.752168991E-2,1.537291467E-2,-3.240743262E-1
1.111801243E2,2.909672267E-1,-2.190483928E-1,-4.996439928E-1
1.112798553E2,2.894595404E-1,4.936804175E-2,4.041227084E-1
1.113795863E2,-3.611435446E-2,2.191021872E-1,3.486069041E-1
1.114793183E2,6.588524739E-2,4.500555110E-1,1.593974376E-1
1.115790493E2,5.512320944E-2,2.311842889E-1,3.508212447E-1
1.116787798E2,3.884093396E-1,-3.026290780E-1,8.281727278E-1
1.117785108E2,4.457861482E-2,-5.189760572E-1,6.229740500E-1
1.118782418E2,-3.002745505E-1,-6.686308640E-1,9.733655244E-1
1.119779728E2,3.607933421E-1,-6.213818532E-1,4.908065110E-1
1.120777038E2,2.874038421E-1,-4.729157853E-1,6.330564040E-1
1.121774358E2,1.425460910E-1,-3.217377788E-1,4.551554525E-1
1.122771668E2,3.659912976E-1,8.265740991E-2,3.725781494E-1
1.123768978E2,5.658691187E-1,-1.866910708E-1,1.295807308E-1
1.124766288E2,3.287051382E-1,-2.522851360E-1,3.263857305E-2
1.125763598E2,2.106816119E-1,7.839829803E-2,3.228464109E-1
1.126760914E2,-8.372060730E-2,8.299070120E-1,3.846813011E-1
1.127758234E2,2.707642012E-1,1.138679175E0,9.269743001E-1
1.128755544E2,-1.133884933E-1,-3.956845915E-1,-5.173207104E-2
1.129752854E2,1.152476338E-1,-1.037435220E0,-1.268023678E0
1.130750164E2,6.666513623E-1,5.105040264E-1,1.747621661E-1
1.131747474E2,3.331359755E-1,-2.362479776E-1,4.036672103E-1
1.132744794E2,-6.326927072E-1,1.489695132E-2,6.392176151E-1
1.133742104E2,3.447496079E-3,2.916006446E-2,-6.580345398E-1
1.134739414E2,2.851445145E-1,3.648440373E-1,2.487785608E-1
1.135736724E2,3.091993750E-1,-1.314992023E-1,-1.836435020E-1
1.136734033E2,-8.527839691E-2,2.069160050E-1,3.096556771E-1
1.137731353E2,9.534978551E-1,1.623795176E-1,-2.768469501E-1
1.138728663E2,9.722349104E-2,-2.481915003E-1,-1.731243610E-1
1.139725973E2,-8.746221319E-2,-3.686926746E-1,-5.657590449E-2
1.140723283E2,-2.671137662E-1,-6.530755162E-2,3.165191388E-1
1.141720593E2,6.728198093E-1,3.251928985E-1,-1.046213061E-1
1.142717903E2,-1.018704195E-1,3.524005777E-1,4.545642990E-1
1.143715223E2,6.636380545E-2,-1.177547371E-1,7.838707137E-1
1.144712533E2,6.156753362E-1,-4.651039052E-1,3.045101273E-1
1.145709843E2,7.205711690E-1,-4.532323033E-1,4.000010061E-1
1.146707166E2,-1.608113126E-1,-6.206088513E-1,1.337186299E0
1.147704486E2,4.533723075E-1,-2.418373311E-1,1.036210814E0
1.148701796E2,4.390346058E-1,-5.337040240E-1,1.076372999E-1
1.149699106E2,2.144926443E-1,-2.676212132E-2,-1.274745637E-1
1.150696416E2,-6.347448606E-2,1.556832862E-1,1.292889547E-1
1.151693726E2,3.992709447E-1,-4.581848949E-1,-1.044534910E-1
1.152691046E2,-2.323139527E-1,-1.987141156E-1,1.421539986E-1
1.153688356E2,-7.524823485E-1,-1.572257817E-2,-1.970447356E-1
1.154685666E2,-4.499777065E-1,4.481042951E-1,5.837865955E-1
1.155682976E2,-7.150534440E-2,1.230809659E-1,1.327920216E-1
1.156680269E2,-1.106445320E-1,3.251823735E-1,7.637627238E-1
1.157677589E2,-8.158150761E-1,6.980756879E-2,4.094220400E-3
1.158674899E2,5.053670373E-2,-1.924570101E-1,-2.068885231E-1
1.159672209E2,6.181938782E-1,4.028573710E-1,1.706451416E-2
1.160669519E2,2.855464558E-1,4.429154760E-1,6.096038067E-1
1.161666839E2,-2.925238286E-1,-1.197726113E-1,-4.930886793E-1
1.162664149E2,-5.488468141E-1,-2.437505400E-1,-5.496382713E-2
1.163661459E2,-9.244550273E-1,1.382217461E-1,-1.225523776E-1
1.164658769E2,-7.403821204E-1,2.291488731E-1,-6.745692962E-1
1.165656089E2,-1.392902809E0,1.255730492E-1,1.011270100E-1
1.166653402E2,-5.919484314E-1,1.009346366E-2,1.521164846E-1
1.167650712E2,-8.026830337E-1,4.559775710E-2,-2.670247972E-2
1.168648022E2,7.246684592E-2,-3.092124581E-2,-2.289839816E-1
1.169645342E2,-3.636380491E-1,-1.684272927E-1,-1.778606057E-1
1.170642652E2,-5.018607819E-1,3.149912614E-1,2.615991658E-1
1.171639962E2,-4.953748310E-1,1.200287193E-1,7.241221100E-1
1.172637272E2,1.197720357E-2,-7.839829803E-2,4.711300457E-1
1.173634592E2,8.107772064E-2,-2.233846879E-1,4.045220733E-2
1.174631902E2,1.179402766E-1,-5.580740494E-1,7.773697793E-2
1.175629212E2,-4.498016322E-3,-4.828542978E-1,3.815600574E-1
1.176626519E2,-4.125868820E-1,-7.011565858E-1,1.139867914E-1
1.177623839E2,-3.545127016E-1,2.186121905E-1,5.837497580E-1
1.178621149E2,6.209418685E-2,5.073395133E-2,2.901271462E-1
1.179618459E2,-2.882701802E-1,2.882069206E-1,1.401694536E-2
1.180615769E2,-2.957344068E-1,1.189235955E-1,1.828529584E-1
1.181613089E2,-6.939805173E-1,4.507443130E-2,-3.035734034E-1
1.182610399E2,-4.261340401E-1,-6.734998405E-2,-9.426296353E-2
1.183607709E2,6.437323052E-2,-1.251888871E-3,-5.776043344E-1
1.184605019E2,-6.327932793E-1,9.500672936E-2,5.755741811E-1
1.185602339E2,-2.260748822E-1,3.395238394E-1,3.433993739E-1
1.186599652E2,-3.886846704E-1,4.027772641E-1,-1.083664477E-2
1.187596962E2,4.524003541E-2,6.527480721E-2,-8.963957012E-2
1.188594282E2,1.323973985E-1,-8.198907316E-2,-1.549605703E-1
1.189591592E2,-1.216929739E-1,-1.089038068E-1,-5.502674317E-1
1.190588902E2,-5.171400315E-1,1.148860931E-2,-2.235115725E-1
