"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.192003260E2,4.547123700E1,-7.360839500E1,2.320000000E1,3.035222222E0,2.334404907E2,1.000000000E1,1.900000000E1
4.202077529E2,4.547121100E1,-7.360844500E1,2.340000000E1,4.424222222E0,2.332219086E2,1.000000000E1,1.900000000E1
4.211923859E2,4.547117900E1,-7.360851000E1,2.380000000E1,5.813222222E0,2.332219086E2,1.000000000E1,1.900000000E1
4.221993140E2,4.547114000E1,-7.360856800E1,2.430000000E1,6.636333333E0,2.332219086E2,1.000000000E1,1.900000000E1
4.231774060E2,4.547110200E1,-7.360864600E1,2.480000000E1,7.202222222E0,2.329452209E2,1.000000000E1,1.900000000E1
4.241778840E2,4.547105900E1,-7.360873300E1,2.510000000E1,8.025333333E0,2.337772827E2,1.000000000E1,1.900000000E1
4.252726040E2,4.547100400E1,-7.360884200E1,2.490000000E1,9.414333333E0,2.329876404E2,1.000000000E1,1.900000000E1
4.262736050E2,4.547095600E1,-7.360893800E1,2.500000000E1,9.157111111E0,2.333981323E2,5.000000000E0,9.500000000E0
4.272691740E2,4.547090600E1,-7.360903600E1,2.480000000E1,9.414333333E0,2.333981323E2,5.000000000E0,9.500000000E0
4.282642360E2,4.547085500E1,-7.360913400E1,2.530000000E1,9.414333333E0,2.333981323E2,5.000000000E0,9.500000000E0
4.292464780E2,4.547080600E1,-7.360922700E1,2.560000000E1,8.899888889E0,2.334243469E2,1.000000000E1,1.900000000E1
4.302674190E2,4.547075200E1,-7.360930500E1,2.590000000E1,8.591222222E0,2.334243469E2,1.000000000E1,1.900000000E1
4.312412989E2,4.547070900E1,-7.360938500E1,2.560000000E1,7.768111111E0,2.334243469E2,1.000000000E1,1.900000000E1
4.322434909E2,4.547066800E1,-7.360946600E1,2.570000000E1,7.510888889E0,2.334243469E2,1.000000000E1,1.900000000E1
4.332322539E2,4.547062800E1,-7.360954800E1,2.510000000E1,7.768111111E0,2.334243469E2,1.000000000E1,1.900000000E1
4.342331990E2,4.547058600E1,-7.360963100E1,2.480000000E1,7.768111111E0,2.332214355E2,1.000000000E1,1.900000000E1
4.352332560E2,4.547054300E1,-7.360971500E1,2.500000000E1,8.025333333E0,2.332214355E2,1.000000000E1,1.900000000E1
4.362100799E2,4.547049900E1,-7.360979800E1,2.510000000E1,8.025333333E0,2.332214355E2,1.000000000E1,1.900000000E1
4.372113800E2,4.547045200E1,-7.360988500E1,2.560000000E1,8.334000000E0,2.332214355E2,1.000000000E1,1.900000000E1
4.382108330E2,4.547040500E1,-7.360997200E1,2.580000000E1,8.591222222E0,2.332214355E2,1.000000000E1,1.900000000E1
4.391971409E2,4.547036000E1,-7.361005600E1,2.580000000E1,8.025333333E0,2.332214355E2,1.000000000E1,1.900000000E1
4.402020069E2,4.547030500E1,-7.361014400E1,2.610000000E1,8.899888889E0,2.331959229E2,3.000000000E1,5.700000000E1
4.411925399E2,4.547025800E1,-7.361023600E1,2.580000000E1,8.899888889E0,2.331959229E2,3.000000000E1,5.700000000E1
4.421966139E2,4.547021000E1,-7.361032800E1,2.580000000E1,8.899888889E0,2.331959229E2,3.000000000E1,5.700000000E1
4.431765640E2,4.547016300E1,-7.361041800E1,2.530000000E1,8.591222222E0,2.331959229E2,1.000000000E1,1.900000000E1
4.441919320E2,4.547011800E1,-7.361050300E1,2.520000000E1,8.334000000E0,2.331959229E2,1.000000000E1,1.900000000E1
4.452706130E2,4.547006700E1,-7.361059800E1,2.540000000E1,8.334000000E0,2.331306305E2,1.000000000E1,1.900000000E1
4.462718120E2,4.547002300E1,-7.361068000E1,2.560000000E1,8.025333333E0,2.331306305E2,1.000000000E1,1.900000000E1
4.472649610E2,4.546998300E1,-7.361075600E1,2.550000000E1,7.202222222E0,2.331306305E2,1.000000000E1,1.900000000E1
4.482700970E2,4.546993700E1,-7.361084100E1,2.560000000E1,8.025333333E0,2.331306305E2,1.000000000E1,1.900000000E1
4.492641469E2,4.546989700E1,-7.361091800E1,2.580000000E1,7.510888889E0,2.331306305E2,1.000000000E1,1.900000000E1
4.502525780E2,4.546986200E1,-7.361098500E1,2.570000000E1,6.379111111E0,2.333100891E2,1.000000000E1,1.900000000E1
4.512397159E2,4.546983400E1,-7.361104000E1,2.640000000E1,5.247333333E0,2.333100891E2,1.000000000E1,1.900000000E1
4.522485560E2,4.546981200E1,-7.361108300E1,2.640000000E1,4.167000000E0,2.333100891E2,1.000000000E1,1.900000000E1
4.532409120E2,4.546979500E1,-7.361111700E1,2.660000000E1,3.343888889E0,2.333100891E2,1.000000000E1,1.900000000E1
4.542338110E2,4.546978500E1,-7.361113700E1,2.700000000E1,1.954888889E0,2.333100891E2,1.000000000E1,1.900000000E1
4.552333610E2,4.546978000E1,-7.361114700E1,2.710000000E1,8.231111111E-1,2.333100891E2,1.000000000E1,1.900000000E1
4.562271709E2,4.546976400E1,-7.361118000E1,2.760000000E1,2.778000000E0,2.333100891E2,1.000000000E1,1.900000000E1
4.572113060E2,4.546973500E1,-7.361123900E1,2.760000000E1,5.247333333E0,2.333100891E2,1.000000000E1,1.900000000E1
4.582098420E2,4.546968400E1,-7.361132600E1,2.740000000E1,7.768111111E0,2.331641388E2,1.000000000E1,1.900000000E1
4.592080129E2,4.546963400E1,-7.361141800E1,2.740000000E1,8.899888889E0,2.331641388E2,1.000000000E1,1.900000000E1
4.602069759E2,4.546958600E1,-7.361150600E1,2.730000000E1,8.591222222E0,2.331641388E2,1.000000000E1,1.900000000E1
4.612036560E2,4.546953800E1,-7.361159500E1,2.740000000E1,8.591222222E0,2.331641388E2,1.000000000E1,1.900000000E1
4.621967859E2,4.546949300E1,-7.361167800E1,2.810000000E1,8.334000000E0,2.331641388E2,1.000000000E1,1.900000000E1
4.631866870E2,4.546945400E1,-7.361174900E1,2.830000000E1,6.945000000E0,2.331325989E2,1.000000000E1,1.900000000E1
4.641971689E2,4.546941900E1,-7.361181300E1,2.850000000E1,6.379111111E0,2.331325989E2,1.000000000E1,1.900000000E1
4.651469510E2,4.546939500E1,-7.361185800E1,2.850000000E1,4.424222222E0,2.331325989E2,1.000000000E1,1.900000000E1
4.661787829E2,4.546937800E1,-7.361188900E1,2.850000000E1,4.424222222E0,2.331325989E2,1.000000000E1,1.900000000E1
4.672689509E2,4.546936800E1,-7.361190700E1,2.800000000E1,1.646222222E0,2.331325989E2,1.000000000E1,1.900000000E1
4.682683899E2,4.546936100E1,-7.361192000E1,2.770000000E1,8.231111111E-1,2.331325989E2,1.000000000E1,1.900000000E1
4.692643490E2,4.546934200E1,-7.361195500E1,2.780000000E1,3.035222222E0,2.331325989E2,1.000000000E1,1.900000000E1
4.702546730E2,4.546931400E1,-7.361200800E1,2.810000000E1,4.990111111E0,2.331325989E2,1.000000000E1,1.900000000E1
4.712573019E2,4.546928600E1,-7.361206000E1,2.810000000E1,4.990111111E0,2.331325989E2,1.000000000E1,1.900000000E1
4.722470579E2,4.546926000E1,-7.361211300E1,2.800000000E1,4.990111111E0,2.331325989E2,1.000000000E1,1.900000000E1
4.732264030E2,4.546923400E1,-7.361216300E1,2.830000000E1,4.732888889E0,2.331325989E2,1.000000000E1,1.900000000E1
4.742347870E2,4.546920600E1,-7.361221400E1,2.820000000E1,4.732888889E0,2.331821289E2,1.000000000E1,1.900000000E1
4.752346020E2,4.546917400E1,-7.361227300E1,2.830000000E1,5.556000000E0,2.331821289E2,1.000000000E1,1.900000000E1
4.762269850E2,4.546914100E1,-7.361233600E1,2.840000000E1,6.121888889E0,2.331821289E2,1.000000000E1,1.900000000E1
4.772358680E2,4.546910200E1,-7.361240900E1,2.800000000E1,6.379111111E0,2.331821289E2,1.000000000E1,1.900000000E1
4.782194120E2,4.546907300E1,-7.361246400E1,2.800000000E1,5.247333333E0,2.331821289E2,5.000000000E0,9.500000000E0
4.792047069E2,4.546904300E1,-7.361252000E1,2.820000000E1,5.247333333E0,2.331821289E2,5.000000000E0,9.500000000E0
4.802124070E2,4.546901700E1,-7.361256900E1,2.850000000E1,4.732888889E0,2.331821289E2,5.000000000E0,9.500000000E0
4.811970840E2,4.546899600E1,-7.361260800E1,2.870000000E1,3.858333333E0,2.331821289E2,5.000000000E0,9.500000000E0
4.821942060E2,4.546897500E1,-7.361265000E1,2.890000000E1,3.858333333E0,2.331821289E2,5.000000000E0,9.500000000E0
4.831902959E2,4.546895300E1,-7.361269200E1,2.920000000E1,4.167000000E0,2.331821289E2,5.000000000E0,9.500000000E0
4.841838120E2,4.546893200E1,-7.361273100E1,2.930000000E1,3.601111111E0,2.331821289E2,5.000000000E0,9.500000000E0
4.851765670E2,4.546890800E1,-7.361277800E1,2.950000000E1,4.424222222E0,2.343451538E2,5.000000000E0,9.500000000E0
4.861970739E2,4.546888500E1,-7.361282500E1,2.950000000E1,4.424222222E0,2.343451538E2,5.000000000E0,9.500000000E0
4.872747979E2,4.546886100E1,-7.361287000E1,2.950000000E1,3.858333333E0,2.343451538E2,5.000000000E0,9.500000000E0
4.882736909E2,4.546884200E1,-7.361290700E1,2.960000000E1,3.343888889E0,2.343451538E2,5.000000000E0,9.500000000E0
4.892665490E2,4.546882200E1,-7.361294500E1,2.950000000E1,3.601111111E0,2.343451538E2,1.000000000E1,1.900000000E1
4.902704560E2,4.546880500E1,-7.361297700E1,2.960000000E1,3.035222222E0,2.343451538E2,1.000000000E1,1.900000000E1
4.912403259E2,4.546879100E1,-7.361300300E1,2.960000000E1,2.520777778E0,2.342958069E2,1.000000000E1,1.900000000E1
4.922456690E2,4.546878100E1,-7.361302200E1,2.950000000E1,1.646222222E0,2.342958069E2,1.000000000E1,1.900000000E1
4.932373669E2,4.546876900E1,-7.361304500E1,2.940000000E1,1.954888889E0,2.342958069E2,1.000000000E1,1.900000000E1
4.942352229E2,4.546875300E1,-7.361307500E1,2.930000000E1,2.778000000E0,2.342958069E2,1.000000000E1,1.900000000E1
4.952295710E2,4.546873500E1,-7.361312000E1,2.940000000E1,3.035222222E0,2.342958069E2,1.000000000E1,1.900000000E1
4.962292520E2,4.546872300E1,-7.361314400E1,2.960000000E1,2.212111111E0,2.342958069E2,1.000000000E1,1.900000000E1
4.972327809E2,4.546871000E1,-7.361316800E1,2.960000000E1,2.212111111E0,2.342958069E2,1.000000000E1,1.900000000E1
4.982197670E2,4.546869600E1,-7.361319400E1,2.980000000E1,2.520777778E0,2.342958069E2,1.000000000E1,1.900000000E1
4.992262729E2,4.546868500E1,-7.361321500E1,2.990000000E1,1.954888889E0,2.342958069E2,1.000000000E1,1.900000000E1
5.002071249E2,4.546866700E1,-7.361324800E1,2.990000000E1,3.035222222E0,2.343791504E2,1.000000000E1,1.900000000E1
5.012088270E2,4.546864600E1,-7.361328600E1,2.990000000E1,3.601111111E0,2.343791504E2,1.000000000E1,1.900000000E1
5.022022860E2,4.546862500E1,-7.361332000E1,3.000000000E1,3.343888889E0,2.343791504E2,1.000000000E1,1.900000000E1
5.031905060E2,4.546860500E1,-7.361335500E1,3.010000000E1,3.343888889E0,2.343791504E2,1.000000000E1,1.900000000E1
5.041916250E2,4.546858500E1,-7.361338800E1,3.000000000E1,3.343888889E0,2.343791504E2,5.000000000E0,9.500000000E0
5.051766469E2,4.546856500E1,-7.361342100E1,2.990000000E1,3.343888889E0,2.343791504E2,5.000000000E0,9.500000000E0
5.061847500E2,4.546854700E1,-7.361345400E1,2.990000000E1,3.035222222E0,2.343791504E2,1.000000000E1,1.900000000E1
5.072699890E2,4.546852800E1,-7.361349100E1,3.020000000E1,3.035222222E0,2.343791504E2,1.000000000E1,1.900000000E1
5.082729050E2,4.546851100E1,-7.361352300E1,3.050000000E1,3.035222222E0,2.343791504E2,1.000000000E1,1.900000000E1
5.092437890E2,4.546849700E1,-7.361354900E1,3.070000000E1,2.520777778E0,2.343791504E2,1.000000000E1,1.900000000E1
5.102639869E2,4.546848300E1,-7.361357700E1,3.090000000E1,2.520777778E0,2.343791504E2,1.000000000E1,1.900000000E1
5.112571640E2,4.546846800E1,-7.361360400E1,3.100000000E1,2.520777778E0,2.343791504E2,1.000000000E1,1.900000000E1
5.122519530E2,4.546845600E1,-7.361362800E1,3.110000000E1,2.212111111E0,2.343791504E2,1.000000000E1,1.900000000E1
5.132421370E2,4.546844700E1,-7.361364400E1,3.120000000E1,1.646222222E0,2.343791504E2,1.000000000E1,1.900000000E1
5.142403100E2,4.546844400E1,-7.361365200E1,3.130000000E1,5.658888889E-1,2.343791504E2,1.000000000E1,1.900000000E1
5.152304580E2,4.546843000E1,-7.361368800E1,3.130000000E1,1.954888889E0,2.343791504E2,1.000000000E1,1.900000000E1
5.162354020E2,4.546840300E1,-7.361374000E1,3.130000000E1,4.732888889E0,2.344942474E2,1.000000000E1,1.900000000E1
5.172275820E2,4.546836300E1,-7.361382000E1,3.130000000E1,7.202222222E0,2.344942474E2,1.000000000E1,1.900000000E1
5.182293420E2,4.546831100E1,-7.361392000E1,3.120000000E1,9.414333333E0,2.336039124E2,1.000000000E1,1.900000000E1
5.191968060E2,4.546825300E1,-7.361402800E1,3.110000000E1,1.054611111E1,2.336039124E2,1.000000000E1,1.900000000E1
5.202122149E2,4.546819800E1,-7.361412900E1,3.120000000E1,9.980222222E0,2.336039124E2,5.000000000E0,9.500000000E0
5.212051270E2,4.546816080E1,-7.361423846E1,3.130000000E1,9.414333333E0,2.336039124E2,5.000000000E0,9.500000000E0
5.222031000E2,4.546811158E1,-7.361433593E1,3.110000000E1,8.899888889E0,2.341873627E2,5.000000000E0,9.500000000E0
5.231922649E2,4.546806175E1,-7.361443410E1,3.140000000E1,9.414333333E0,2.341873627E2,1.000000000E1,1.900000000E1
5.241931840E2,4.546800100E1,-7.361451500E1,3.200000000E1,8.899888889E0,2.341873627E2,5.000000000E0,9.500000000E0
5.251779990E2,4.546795600E1,-7.361461100E1,3.220000000E1,8.899888889E0,2.341873627E2,1.000000000E1,1.900000000E1
5.261746069E2,4.546791300E1,-7.361469600E1,3.190000000E1,8.334000000E0,2.340999451E2,1.000000000E1,1.900000000E1
5.272699900E2,4.546786200E1,-7.361479000E1,3.200000000E1,8.334000000E0,2.340999451E2,1.000000000E1,1.900000000E1
5.282745080E2,4.546782910E1,-7.361489156E1,3.230000000E1,8.591222222E0,2.340999451E2,1.000000000E1,1.900000000E1
5.292646470E2,4.546778027E1,-7.361498531E1,3.240000000E1,8.899888889E0,2.333658295E2,1.000000000E1,1.900000000E1
5.302697279E2,4.546772975E1,-7.361508187E1,3.270000000E1,9.414333333E0,2.333658295E2,1.000000000E1,1.900000000E1
5.312531439E2,4.546768443E1,-7.361516853E1,3.260000000E1,8.334000000E0,2.333734741E2,1.000000000E1,1.900000000E1
5.322511690E2,4.546763875E1,-7.361525586E1,3.280000000E1,8.334000000E0,2.333734741E2,1.000000000E1,1.900000000E1
5.332409320E2,4.546759031E1,-7.361534846E1,3.280000000E1,8.899888889E0,2.333734741E2,1.000000000E1,1.900000000E1
5.342390090E2,4.546753613E1,-7.361545204E1,3.350000000E1,9.414333333E0,2.333734741E2,1.000000000E1,1.900000000E1
5.352392900E2,4.546748332E1,-7.361555321E1,3.340000000E1,9.723000000E0,2.334335785E2,1.000000000E1,1.900000000E1
5.362352830E2,4.546743397E1,-7.361564781E1,3.340000000E1,9.157111111E0,2.335606232E2,1.000000000E1,1.900000000E1
5.372143439E2,4.546738849E1,-7.361573535E1,3.330000000E1,8.334000000E0,2.335606232E2,1.000000000E1,1.900000000E1
5.382228240E2,4.546733960E1,-7.361582947E1,3.350000000E1,9.157111111E0,2.335606232E2,1.000000000E1,1.900000000E1
5.392318120E2,4.546729076E1,-7.361592349E1,3.410000000E1,8.591222222E0,2.335606232E2,1.000000000E1,1.900000000E1
5.402283909E2,4.546724393E1,-7.361601362E1,3.430000000E1,8.591222222E0,2.335606232E2,1.000000000E1,1.900000000E1
5.412058489E2,4.546719825E1,-7.361610288E1,3.430000000E1,8.334000000E0,2.337695770E2,1.000000000E1,1.900000000E1
5.422097839E2,4.546715266E1,-7.361619131E1,3.420000000E1,8.591222222E0,2.337695770E2,1.000000000E1,1.900000000E1
5.431937140E2,4.546711077E1,-7.361627060E1,3.430000000E1,7.768111111E0,2.333867645E2,1.000000000E1,1.900000000E1
5.441970990E2,4.546705400E1,-7.361634000E1,3.470000000E1,7.510888889E0,2.333867645E2,1.000000000E1,1.900000000E1
5.451777719E2,4.546702554E1,-7.361643113E1,3.470000000E1,7.510888889E0,2.318150482E2,1.000000000E1,1.900000000E1
5.462017180E2,4.546697400E1,-7.361648800E1,3.490000000E1,6.945000000E0,2.318150482E2,1.000000000E1,1.900000000E1
5.471747739E2,4.546693600E1,-7.361655800E1,3.510000000E1,6.945000000E0,2.318150482E2,1.000000000E1,1.900000000E1
5.481739420E2,4.546690600E1,-7.361661500E1,3.510000000E1,6.945000000E0,2.336805878E2,1.000000000E1,1.900000000E1
5.492659889E2,4.546688800E1,-7.361665200E1,3.550000000E1,2.778000000E0,2.336805878E2,1.000000000E1,1.900000000E1
5.502656449E2,4.546688400E1,-7.361665900E1,3.560000000E1,8.231111111E-1,2.336805878E2,1.000000000E1,1.900000000E1
5.512610110E2,4.546688400E1,-7.361665900E1,3.530000000E1,0.000000000E0,2.336805878E2,1.000000000E1,1.900000000E1
5.522592250E2,4.546688400E1,-7.361665900E1,3.530000000E1,0.000000000E0,2.336805878E2,1.000000000E1,1.900000000E1
5.532446010E2,4.546688400E1,-7.361665900E1,3.530000000E1,0.000000000E0,2.336805878E2,1.000000000E1,1.900000000E1
5.542573980E2,4.546688400E1,-7.361665900E1,3.530000000E1,0.000000000E0,2.336805878E2,1.000000000E1,1.900000000E1
5.552341610E2,4.546688400E1,-7.361665900E1,3.530000000E1,0.000000000E0,2.336805878E2,1.000000000E1,1.900000000E1
5.562331829E2,4.546688400E1,-7.361665900E1,3.530000000E1,0.000000000E0,2.336805878E2,1.000000000E1,1.900000000E1
5.572263069E2,4.546688400E1,-7.361666000E1,3.530000000E1,0.000000000E0,2.336805878E2,1.000000000E1,1.900000000E1
5.582256500E2,4.546687900E1,-7.361666800E1,3.540000000E1,5.658888889E-1,2.336805878E2,1.000000000E1,1.900000000E1
5.592255800E2,4.546686300E1,-7.361669600E1,3.540000000E1,2.520777778E0,2.336805878E2,1.000000000E1,1.900000000E1
5.602245550E2,4.546685236E1,-7.361676019E1,3.540000000E1,4.424222222E0,2.351329346E2,1.000000000E1,1.900000000E1
5.612103400E2,4.546680400E1,-7.361682200E1,3.530000000E1,6.121888889E0,2.375345612E2,1.000000000E1,1.900000000E1
5.622107689E2,4.546677300E1,-7.361691600E1,3.530000000E1,8.025333333E0,2.414678802E2,1.000000000E1,1.900000000E1
5.632085400E2,4.546674800E1,-7.361699100E1,3.550000000E1,6.636333333E0,2.414678802E2,1.000000000E1,1.900000000E1
5.641968900E2,4.546673600E1,-7.361702700E1,3.530000000E1,3.343888889E0,2.414678802E2,1.000000000E1,1.900000000E1
5.651948810E2,4.546673000E1,-7.361704300E1,3.540000000E1,1.389000000E0,2.414678802E2,1.000000000E1,1.900000000E1
5.661885760E2,4.546671600E1,-7.361708300E1,3.530000000E1,3.035222222E0,2.414678802E2,1.000000000E1,1.900000000E1
5.671772940E2,4.546668900E1,-7.361715600E1,3.560000000E1,6.121888889E0,2.437506866E2,1.000000000E1,1.900000000E1
5.681774150E2,4.546664900E1,-7.361726400E1,3.550000000E1,8.591222222E0,2.442211609E2,1.000000000E1,1.900000000E1
5.692711580E2,4.546659600E1,-7.361739800E1,3.540000000E1,1.085477778E1,2.422387543E2,1.000000000E1,1.900000000E1
5.702616340E2,4.546654200E1,-7.361752900E1,3.530000000E1,1.167788889E1,2.391186371E2,1.000000000E1,1.900000000E1
5.712544590E2,4.546648500E1,-7.361765000E1,3.490000000E1,1.136922222E1,2.365350342E2,1.000000000E1,1.900000000E1
5.722531960E2,4.546642700E1,-7.361776200E1,3.500000000E1,1.085477778E1,2.339138794E2,3.000000000E1,5.700000000E1
5.732562820E2,4.546637200E1,-7.361786600E1,3.440000000E1,9.980222222E0,2.339138794E2,3.000000000E1,5.700000000E1
5.742524880E2,4.546632300E1,-7.361796100E1,3.480000000E1,9.157111111E0,2.339138794E2,3.000000000E1,5.700000000E1
5.752387370E2,4.546627600E1,-7.361805300E1,3.500000000E1,8.899888889E0,2.339138794E2,3.000000000E1,5.700000000E1
5.762373830E2,4.546622600E1,-7.361814800E1,3.540000000E1,9.157111111E0,2.339138794E2,3.000000000E1,5.700000000E1
5.772334050E2,4.546617100E1,-7.361825500E1,3.520000000E1,9.414333333E0,2.339138794E2,3.000000000E1,5.700000000E1
5.782300600E2,4.546611800E1,-7.361835300E1,3.540000000E1,9.723000000E0,2.335679779E2,3.000000000E1,5.700000000E1
5.792278860E2,4.546606700E1,-7.361845000E1,3.550000000E1,9.414333333E0,2.335679779E2,3.000000000E1,5.700000000E1
5.802309400E2,4.546601800E1,-7.361854600E1,3.550000000E1,9.157111111E0,2.335679779E2,3.000000000E1,5.700000000E1
5.812045499E2,4.546596800E1,-7.361864300E1,3.530000000E1,9.157111111E0,2.335679779E2,3.000000000E1,5.700000000E1
5.822148490E2,4.546591600E1,-7.361874600E1,3.580000000E1,9.157111111E0,2.333484955E2,3.000000000E1,5.700000000E1
5.832040939E2,4.546586500E1,-7.361884800E1,3.610000000E1,9.723000000E0,2.329669037E2,3.000000000E1,5.700000000E1
5.842080190E2,4.546581500E1,-7.361894400E1,3.610000000E1,9.414333333E0,2.329669037E2,3.000000000E1,5.700000000E1
5.851896560E2,4.546576100E1,-7.361904800E1,3.620000000E1,9.723000000E0,2.326841736E2,3.000000000E1,5.700000000E1
5.861943090E2,4.546570500E1,-7.361914800E1,3.640000000E1,9.980222222E0,2.326712494E2,3.000000000E1,5.700000000E1
5.871949999E2,4.546564500E1,-7.361925600E1,3.660000000E1,1.054611111E1,2.326712494E2,3.000000000E1,5.700000000E1
5.881939920E2,4.546558500E1,-7.361936800E1,3.630000000E1,1.085477778E1,2.328894806E2,3.000000000E1,5.700000000E1
5.891807300E2,4.546552600E1,-7.361947600E1,3.620000000E1,1.054611111E1,2.328920288E2,3.000000000E1,5.700000000E1
5.902724429E2,4.546546800E1,-7.361958600E1,3.690000000E1,9.723000000E0,2.328920288E2,3.000000000E1,5.700000000E1
5.912607050E2,4.546542100E1,-7.361967400E1,3.730000000E1,8.591222222E0,2.333281097E2,3.000000000E1,5.700000000E1
5.922664859E2,4.546538100E1,-7.361974800E1,3.750000000E1,7.510888889E0,2.333281097E2,3.000000000E1,5.700000000E1
5.932532600E2,4.546535000E1,-7.361980600E1,3.820000000E1,5.556000000E0,2.333281097E2,3.000000000E1,5.700000000E1
5.942537999E2,4.546533871E1,-7.361986551E1,3.850000000E1,4.424222222E0,2.333281097E2,3.000000000E1,5.700000000E1
5.952517509E2,4.546532565E1,-7.361989044E1,3.870000000E1,2.520777778E0,2.333281097E2,3.000000000E1,5.700000000E1
5.962386600E2,4.546532186E1,-7.361989767E1,3.930000000E1,8.231111111E-1,2.333281097E2,3.000000000E1,5.700000000E1
5.972309240E2,4.546531465E1,-7.361991144E1,3.950000000E1,1.131777778E0,2.333281097E2,3.000000000E1,5.700000000E1
5.982285780E2,4.546529470E1,-7.361994950E1,3.970000000E1,3.343888889E0,2.333281097E2,3.000000000E1,5.700000000E1
5.992260129E2,4.546524400E1,-7.362001300E1,3.990000000E1,5.813222222E0,2.333281097E2,3.000000000E1,5.700000000E1
6.002271570E2,4.546519600E1,-7.362010000E1,3.990000000E1,8.334000000E0,2.332213898E2,3.000000000E1,5.700000000E1
6.012206910E2,4.546515073E1,-7.362022458E1,3.980000000E1,1.054611111E1,2.334349213E2,3.000000000E1,5.700000000E1
6.022060909E2,4.546508958E1,-7.362034158E1,3.930000000E1,1.136922222E1,2.333624115E2,3.000000000E1,5.700000000E1
6.032057760E2,4.546502704E1,-7.362046107E1,3.950000000E1,1.111200000E1,2.333624115E2,3.000000000E1,5.700000000E1
6.041987150E2,4.546497069E1,-7.362056875E1,3.910000000E1,1.054611111E1,2.333624115E2,3.000000000E1,5.700000000E1
6.051914489E2,4.546491539E1,-7.362067443E1,3.970000000E1,9.980222222E0,2.333624115E2,3.000000000E1,5.700000000E1
6.061938790E2,4.546486452E1,-7.362077163E1,3.810000000E1,9.414333333E0,2.333624115E2,3.000000000E1,5.700000000E1
6.071743640E2,4.546481471E1,-7.362086683E1,3.800000000E1,8.899888889E0,2.333624115E2,3.000000000E1,5.700000000E1
6.081939950E2,4.546477038E1,-7.362095154E1,3.780000000E1,8.334000000E0,2.333624115E2,3.000000000E1,5.700000000E1
6.092721510E2,4.546471939E1,-7.362104620E1,3.830000000E1,8.025333333E0,2.323108063E2,3.000000000E1,5.700000000E1
6.102720230E2,4.546467326E1,-7.362113105E1,3.850000000E1,8.334000000E0,2.323108063E2,3.000000000E1,5.700000000E1
6.112604820E2,4.546462678E1,-7.362121611E1,3.890000000E1,8.334000000E0,2.314848175E2,3.000000000E1,5.700000000E1
6.122730210E2,4.546458096E1,-7.362129792E1,3.820000000E1,8.334000000E0,2.314848175E2,3.000000000E1,5.700000000E1
6.132589220E2,4.546453471E1,-7.362138051E1,3.790000000E1,8.025333333E0,2.314848175E2,3.000000000E1,5.700000000E1
6.142558659E2,4.546448689E1,-7.362146502E1,3.760000000E1,8.334000000E0,2.311885529E2,3.000000000E1,5.700000000E1
6.152440729E2,4.546443592E1,-7.362155408E1,3.760000000E1,8.025333333E0,2.309052124E2,3.000000000E1,5.700000000E1
6.162604450E2,4.546438936E1,-7.362163590E1,3.710000000E1,8.025333333E0,2.311016083E2,3.000000000E1,5.700000000E1
6.172310649E2,4.546434026E1,-7.362172168E1,3.640000000E1,8.591222222E0,2.307522430E2,3.000000000E1,5.700000000E1
6.182336160E2,4.546429117E1,-7.362180706E1,3.580000000E1,8.591222222E0,2.307522430E2,3.000000000E1,5.700000000E1
6.192280790E2,4.546423894E1,-7.362189502E1,3.610000000E1,8.899888889E0,2.295407867E2,3.000000000E1,5.700000000E1
6.202300149E2,4.546418336E1,-7.362198798E1,3.600000000E1,9.414333333E0,2.298778076E2,3.000000000E1,5.700000000E1
6.212217779E2,4.546412245E1,-7.362209069E1,3.520000000E1,9.723000000E0,2.298778076E2,3.000000000E1,5.700000000E1
6.222067300E2,4.546406695E1,-7.362218639E1,3.420000000E1,9.723000000E0,2.308471832E2,3.000000000E1,5.700000000E1
6.232012410E2,4.546401115E1,-7.362228378E1,3.290000000E1,9.414333333E0,2.308471832E2,3.000000000E1,5.700000000E1
6.242032089E2,4.546395121E1,-7.362238839E1,3.160000000E1,9.980222222E0,2.308471832E2,3.000000000E1,5.700000000E1
6.251934030E2,4.546389735E1,-7.362248316E1,3.050000000E1,9.723000000E0,2.311365051E2,3.000000000E1,5.700000000E1
6.261956019E2,4.546384896E1,-7.362256978E1,2.950000000E1,8.334000000E0,2.322164307E2,3.000000000E1,5.700000000E1
6.271946740E2,4.546380556E1,-7.362264934E1,2.840000000E1,7.768111111E0,2.322164307E2,3.000000000E1,5.700000000E1
6.281998149E2,4.546376004E1,-7.362273278E1,2.930000000E1,7.768111111E0,2.322164307E2,3.000000000E1,5.700000000E1
6.291696030E2,4.546372021E1,-7.362280939E1,2.960000000E1,7.510888889E0,2.333171997E2,3.000000000E1,5.700000000E1
6.301933500E2,4.546368236E1,-7.362288161E1,2.960000000E1,7.510888889E0,2.333171997E2,3.000000000E1,5.700000000E1
6.312642850E2,4.546364559E1,-7.362295174E1,3.030000000E1,5.813222222E0,2.333171997E2,3.000000000E1,5.700000000E1
6.322581860E2,4.546361904E1,-7.362300349E1,3.080000000E1,4.990111111E0,2.342977142E2,3.000000000E1,5.700000000E1
