"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.477386021E1,2.035766602E-1,9.443262634E0,4.333039398E0
8.487359021E1,-7.065307617E-2,9.343270569E0,3.700305176E0
8.497332121E1,-1.341210938E-1,9.452094269E0,4.149521027E0
8.507305121E1,6.047424316E-2,9.623936920E0,4.256847839E0
8.517278221E1,3.098556519E-1,9.554481354E0,4.321363678E0
8.527251221E1,-6.535409546E-1,9.396110687E0,4.355043640E0
8.537224321E1,-4.089495850E-1,9.291029205E0,3.814966736E0
8.547197321E1,-9.475296021E-1,9.503587189E0,4.371359711E0
8.557170421E1,-8.232879639E-1,9.489516449E0,4.169579315E0
8.567143508E1,-5.192701721E-1,9.320517883E0,3.806434479E0
8.577116508E1,-1.321751404E-1,9.490414581E0,4.610711975E0
8.587089608E1,-5.854325867E-1,9.144334259E0,3.821553040E0
8.597062608E1,-9.217831421E-1,9.657018127E0,4.825066223E0
8.607035708E1,-9.677375793E-1,9.590107269E0,4.559817810E0
8.617008808E1,-1.256636810E0,9.495953064E0,4.089046783E0
8.626981808E1,-1.176703033E0,9.497749329E0,4.274361420E0
8.636954908E1,-8.551716614E-1,8.882079620E0,4.429738312E0
8.646927908E1,-7.051835632E-1,8.743617554E0,4.472549286E0
8.656901008E1,-3.661386108E-1,8.681047668E0,4.463268585E0
8.666874096E1,-9.490264893E-2,8.907975769E0,4.803960114E0
8.676847096E1,-5.613327026E-1,8.794511719E0,4.778063965E0
8.686820196E1,-8.681945801E-3,8.769813080E0,4.792134705E0
8.696793296E1,-2.234852600E-1,8.492140503E0,4.810546417E0
8.706766296E1,-3.887416077E-1,8.318501587E0,5.410798187E0
8.716739396E1,-5.607339478E-1,8.257428589E0,5.358407135E0
8.726712496E1,-1.675016785E-1,8.424630890E0,5.104834442E0
8.736685496E1,-1.577719116E-1,9.041348419E0,4.583169250E0
8.746658596E1,-2.915936279E-1,8.905431061E0,4.506678314E0
8.756631696E1,-2.125579834E-1,8.922196198E0,4.068539429E0
8.766604729E1,2.061213684E-1,9.022787018E0,4.483775940E0
8.776577829E1,-4.742138672E-1,8.955127716E0,4.026476898E0
8.786550929E1,-9.187893677E-1,9.068591766E0,4.509971466E0
8.796523929E1,-1.021625519E0,9.277257843E0,5.040617981E0
8.806497029E1,-1.043180695E0,8.765322418E0,4.063599701E0
8.816470129E1,-7.158114624E-1,8.595276031E0,4.390070801E0
8.826443229E1,-9.644444275E-1,8.424481201E0,4.632566528E0
8.836416229E1,-3.655398560E-1,8.915909271E0,4.973407745E0
8.846389329E1,-5.544470215E-1,8.888665924E0,4.965324554E0
8.856362429E1,-5.474116516E-1,8.585246887E0,5.771997070E0
8.866335492E1,-5.748046875E-1,7.659721527E0,6.224506073E0
8.876308492E1,-9.080117798E-1,7.355703735E0,5.977819061E0
8.886281592E1,-7.664062500E-1,7.663014679E0,6.181545410E0
8.896254692E1,4.125421143E-1,7.396568756E0,5.821993103E0
8.906227792E1,-2.073188782E-1,7.500602417E0,6.462361450E0
8.916200892E1,1.327738953E-1,7.251071320E0,6.814878387E0
8.926173892E1,-4.805007935E-2,7.120243378E0,6.352340240E0
8.936146992E1,-3.507206726E-1,7.132218475E0,6.743327179E0
8.946120092E1,-2.888992310E-2,7.470814362E0,6.683900757E0
8.956093192E1,-2.329156494E-1,7.727081451E0,6.446045380E0
8.966066233E1,1.672023010E-1,7.241640930E0,5.980064392E0
8.976039333E1,-3.571572876E-1,7.236850891E0,5.671855316E0
8.986012433E1,1.697470093E-1,6.894812164E0,5.674549713E0
8.995985533E1,-2.990780640E-1,7.329657898E0,6.002068634E0
9.005958633E1,-5.008584595E-1,8.069868622E0,6.441405029E0
9.015931733E1,-7.942483521E-1,8.343499603E0,5.804030457E0
9.025904733E1,-1.268611908E0,8.951385498E0,5.348228302E0
9.035877833E1,-1.231788483E0,9.204658813E0,5.169649658E0
9.045850933E1,-1.429527283E0,8.673263855E0,4.637655945E0
9.055824033E1,-5.542973328E-1,8.571176147E0,4.196972351E0
9.065797121E1,-2.583627319E-1,8.640182648E0,4.542902985E0
9.075770221E1,5.716612244E-1,8.666976929E0,4.358187103E0
9.085743321E1,-1.779798889E-1,8.573421478E0,4.517306213E0
9.095716321E1,2.754272461E-1,8.403824158E0,4.461622009E0
9.105689421E1,-2.875520325E-1,8.630003815E0,4.706961823E0
9.115662521E1,-2.698887634E-1,8.523425446E0,4.355941772E0
9.125635621E1,-8.541238403E-1,8.233328705E0,4.565805359E0
9.135608721E1,-1.592687988E-1,8.641529846E0,4.773872681E0
9.145581821E1,-4.035607910E-1,8.353229370E0,4.750371552E0
9.155554921E1,-7.203021240E-1,8.580905914E0,4.921016693E0
9.165528008E1,-1.376537476E0,8.945697327E0,5.310506744E0
9.175501008E1,-6.981481934E-1,8.832233276E0,4.612657928E0
9.185474108E1,-1.020577698E0,8.924291840E0,4.533622284E0
9.195447208E1,-6.724017334E-1,7.834707642E0,4.437671814E0
9.205420308E1,-1.889071655E-1,8.299790497E0,4.976102142E0
9.215393408E1,-3.908372498E-1,8.430319061E0,5.008285217E0
9.225366508E1,-4.393363953E-1,8.954528961E0,4.778812408E0
9.235339608E1,-6.852749634E-1,9.193581848E0,4.671635284E0
9.245312708E1,-9.821076965E-1,8.327033844E0,4.826413422E0
9.255285808E1,-1.592987366E0,8.276738434E0,4.820425873E0
9.265258904E1,-1.153950348E0,8.332871704E0,4.673880615E0
9.275232004E1,-1.006057892E0,8.208181000E0,4.946613464E0
9.285205004E1,-1.002315674E0,8.404871979E0,5.161716156E0
9.295178104E1,-7.800279236E-1,8.374934235E0,5.271887054E0
9.305151204E1,-5.077441406E-1,8.402027893E0,4.982239380E0
9.315124304E1,-3.074606323E-1,8.414152679E0,4.745880890E0
9.325097404E1,-3.317102051E-1,8.413703613E0,4.633165283E0
9.335070504E1,-3.622467041E-2,8.348738708E0,4.766537933E0
9.345043604E1,-4.882846069E-1,8.444539490E0,4.769831085E0
9.355016704E1,-2.508782959E-1,8.608298950E0,4.861141205E0
9.364989871E1,-8.422984314E-1,8.769064636E0,5.259313202E0
9.374962971E1,-8.171507263E-1,8.630003815E0,4.570445709E0
9.384936071E1,-7.740403748E-1,8.485703888E0,5.094805298E0
9.394909171E1,-1.257385254E-2,8.556506653E0,5.182822266E0
9.404882271E1,-3.611988831E-1,8.218509521E0,4.702920227E0
9.414855371E1,-5.403762817E-1,8.142467651E0,4.464316406E0
9.424828471E1,-1.802252197E-1,8.268355865E0,4.625231781E0
9.434801571E1,-6.192622375E-1,8.183033295E0,4.452940063E0
9.444774671E1,-1.282383270E0,8.412057037E0,5.043162689E0
9.454747771E1,-8.981323242E-1,8.665330353E0,4.943170624E0
9.464720829E1,-7.939489746E-1,8.591533813E0,5.066813507E0
9.474693929E1,-1.073268127E0,8.437204742E0,4.582869873E0
9.484667029E1,-6.598278809E-1,8.444689178E0,5.174290009E0
9.494640029E1,-7.518864441E-1,8.186925201E0,4.872816925E0
9.504613129E1,-7.952961731E-1,8.116721191E0,4.989274750E0
9.514586229E1,-7.093748474E-1,8.271199951E0,5.458249512E0
9.524559329E1,-3.993695068E-1,7.984995117E0,5.458548889E0
9.534532429E1,1.523831177E-1,8.393345947E0,5.516777802E0
9.544505529E1,-6.496490479E-2,8.180338898E0,5.702990570E0
9.554478629E1,-6.454577637E-1,7.992928619E0,6.356681213E0
9.564451717E1,-1.104403381E0,8.144114227E0,6.322103119E0
9.574424817E1,-7.054829407E-1,8.358169098E0,6.066135406E0
9.584397917E1,2.836601257E-1,7.748636627E0,5.997877350E0
9.594371017E1,1.014889526E-1,6.969357147E0,5.790109406E0
9.604344117E1,-7.364685059E-2,6.782545624E0,5.182822266E0
9.614317217E1,-6.539900208E-1,7.664960632E0,6.830595703E0
9.624290317E1,-4.975653076E-1,7.455097046E0,5.160219269E0
9.634263417E1,-3.477268982E-1,7.596403198E0,5.727689209E0
9.644236517E1,-8.592132568E-2,8.105943604E0,5.605842590E0
9.654209617E1,-3.233276367E-1,8.260871429E0,5.027295685E0
9.664182717E1,-8.253836060E-1,9.056616669E0,4.781207428E0
9.674155817E1,-4.101470947E-1,8.803193665E0,4.731211395E0
9.684128917E1,-6.923103333E-1,8.628357239E0,4.405788116E0
9.694102017E1,2.200424194E-2,8.731792145E0,4.763843536E0
9.704075117E1,4.314028931E-1,8.626411285E0,4.496649170E0
9.714048217E1,4.546046448E-1,8.644972687E0,4.737648010E0
9.724021317E1,6.890171814E-1,8.308771820E0,4.236939240E0
9.733994417E1,3.215313721E-1,8.114475861E0,4.252955933E0
9.743967517E1,-7.161108398E-1,8.156987457E0,5.040168915E0
9.753940617E1,-2.454895020E-2,8.131240997E0,5.209317169E0
9.763913717E1,-2.341131592E-1,7.798333282E0,5.580096130E0
9.773886917E1,-6.924600220E-1,7.669151917E0,5.626948700E0
9.783860017E1,-7.171586609E-1,7.659871216E0,5.182073822E0
9.793833117E1,-9.445358276E-1,8.039332123E0,5.438939667E0
9.803806217E1,-1.159937897E0,8.772507477E0,5.366041260E0
9.813779317E1,-1.282532959E0,8.837173004E0,5.187462616E0
9.823752417E1,-6.406677246E-1,8.994944916E0,5.087470551E0
9.833725517E1,-4.296066284E-2,8.923842773E0,5.500611420E0
9.843698617E1,-2.722837830E-1,8.133186951E0,5.321434021E0
9.853671717E1,9.431886292E-1,7.765701141E0,5.496120758E0
9.863644854E1,1.290616150E0,7.095544739E0,4.876409454E0
9.873617954E1,-2.398013306E-1,7.938741302E0,5.313949585E0
9.883591054E1,-6.780899048E-2,8.780590668E0,6.318959656E0
9.893564154E1,2.360591125E-1,9.026529236E0,6.223607941E0
9.903537254E1,3.652404785E-2,9.033265228E0,6.525230713E0
9.913510354E1,1.047821045E-1,7.984845428E0,5.967191162E0
9.923483454E1,-5.014572144E-2,7.311844940E0,6.079906769E0
9.933456554E1,2.225871277E-1,7.120243378E0,6.236780548E0
9.943429654E1,1.493893433E-1,7.468269653E0,6.204447784E0
9.953402754E1,1.184037781E-1,7.718698883E0,6.014492798E0
9.963375821E1,5.198689270E-1,7.974666595E0,5.832621002E0
9.973348921E1,5.748046875E-2,8.026159515E0,5.620661774E0
9.983322021E1,2.965333557E-1,8.127199402E0,5.664969635E0
9.993295121E1,4.191284180E-3,7.741451569E0,5.488486633E0
1.000326822E2,4.610412598E-2,8.100255432E0,6.416407013E0
1.001324132E2,2.290237427E-2,7.362140350E0,6.151757355E0
1.002321442E2,-2.372566223E-1,7.554190979E0,5.916746063E0
1.003318752E2,-4.349954224E-1,7.639812927E0,5.976771240E0
1.004316062E2,-3.131488037E-1,8.157586212E0,5.906267853E0
1.005313372E2,-4.001179504E-1,8.332123260E0,5.966442719E0
1.006310687E2,-2.821632385E-1,8.143964539E0,5.065466309E0
1.007308007E2,-1.624122620E-1,8.356073456E0,4.827161865E0
1.008305317E2,1.341210938E-1,8.643326111E0,4.761298828E0
1.009302627E2,-4.314028931E-1,8.879235535E0,5.025499420E0
1.010299937E2,-2.951861572E-1,8.828640747E0,5.169799347E0
1.011297247E2,-1.904040527E-1,8.324339447E0,4.712200928E0
1.012294557E2,1.451980591E-1,8.395591278E0,5.338797913E0
1.013291867E2,-1.556762695E-2,8.713380432E0,5.776338043E0
1.014289177E2,-9.086105347E-2,8.537645874E0,5.649701385E0
1.015286487E2,-2.694396973E-3,8.038733368E0,5.927074585E0
1.016283793E2,-1.775308228E-1,7.860903168E0,5.473966827E0
1.017281103E2,-2.616558838E-1,7.767946472E0,6.126609650E0
1.018278413E2,-4.017645264E-1,7.720644836E0,6.506968689E0
1.019275723E2,-6.315367126E-1,7.394473114E0,5.460045776E0
1.020273033E2,-9.749226379E-1,7.830965424E0,5.980663147E0
1.021270343E2,-1.227447510E0,7.994275818E0,6.269113312E0
1.022267653E2,-1.196761322E0,8.061336365E0,6.217770081E0
1.023264973E2,-1.099313965E0,8.024213562E0,6.027665405E0
1.024262283E2,-2.740800476E-1,7.493866425E0,6.152505798E0
1.025259593E2,-1.627116394E-1,7.166347504E0,5.890700226E0
1.026256904E2,-3.001258850E-1,7.325316925E0,6.308032379E0
1.027254214E2,-6.397695923E-1,7.828570404E0,5.996679840E0
1.028251524E2,-6.204597473E-1,7.997568970E0,6.021677856E0
1.029248834E2,-5.881269836E-1,8.303532715E0,5.502407684E0
1.030246144E2,-9.921368408E-1,8.039930878E0,5.335055695E0
1.031243454E2,-7.665559387E-1,7.987539825E0,5.483397217E0
1.032240764E2,-6.111790466E-1,7.902965698E0,5.320086823E0
1.033238074E2,-3.818559265E-1,8.046367493E0,5.182971954E0
1.034235384E2,-1.905537415E-1,8.703950043E0,5.324577484E0
1.035232704E2,-6.203100586E-1,9.185049591E0,5.417983246E0
1.036230014E2,-6.150709534E-1,8.570876770E0,4.727319489E0
1.037227324E2,-2.167492676E-1,8.196804657E0,4.690645752E0
1.038224634E2,2.124082947E-1,8.307274933E0,4.999902649E0
1.039221944E2,1.264869690E-1,8.336913300E0,4.921765137E0
1.040219254E2,-1.565744019E-1,8.706345062E0,4.906796265E0
1.041216564E2,-2.435435486E-1,8.738378448E0,5.196743317E0
1.042213874E2,8.801696777E-2,9.040450287E0,5.138664093E0
1.043211184E2,-3.710783386E-1,8.864865417E0,5.110073547E0
1.044208494E2,-2.516267395E-1,8.499175873E0,4.324058075E0
1.045205814E2,1.812730408E-1,8.343050537E0,4.822671204E0
1.046203124E2,-1.850152588E-1,8.229586487E0,5.275180206E0
1.047200434E2,1.196012878E-1,8.892258453E0,5.491630096E0
1.048197744E2,-3.469784546E-1,8.567882996E0,4.552483063E0
1.049195054E2,-1.689985657E-1,8.451574860E0,5.033133545E0
1.050192364E2,8.532257080E-2,8.369395752E0,5.256469116E0
1.051189674E2,-3.908372498E-1,8.244106293E0,5.002147980E0
1.052186984E2,3.248245239E-2,8.120164032E0,5.374423828E0
1.053184294E2,1.495390320E-1,8.364306335E0,4.492757263E0
1.054181604E2,5.179229736E-2,8.097411346E0,5.126988373E0
1.055178914E2,4.189787292E-1,8.219108276E0,6.112688599E0
1.056176228E2,1.227447510E-2,9.014105072E0,5.782325592E0
1.057173548E2,6.002517700E-2,7.984246674E0,4.795727234E0
1.058170858E2,3.508703613E-1,7.491321716E0,6.428980865E0
1.059168168E2,5.478607178E-2,8.383765869E0,5.190456390E0
1.060165478E2,1.404080200E-1,8.349187775E0,6.134992218E0
1.061162788E2,-5.469625854E-1,7.951165466E0,4.867278442E0
1.062160098E2,-1.062789917E0,7.675289154E0,4.886288910E0
1.063157408E2,4.700225830E-2,7.558981018E0,4.893024902E0
1.064154718E2,1.137634277E-2,8.165370026E0,5.519771576E0
1.065152028E2,5.553451538E-2,8.428223419E0,5.495971069E0
1.066149338E2,5.668711853E-1,8.692873077E0,5.779032440E0
1.067146651E2,-4.228706360E-1,8.193810883E0,5.330864410E0
1.068143961E2,7.918533325E-2,7.974367218E0,4.972808990E0
1.069141271E2,1.064286804E-1,8.326584778E0,4.754263458E0
1.070138581E2,-4.417314148E-1,8.451574860E0,5.345384216E0
1.071135891E2,2.192939758E-1,8.960965576E0,5.186265106E0
1.072133201E2,-8.337661743E-2,8.809480591E0,5.763913879E0
1.073130511E2,-6.433621216E-1,8.472980347E0,5.092709656E0
1.074127821E2,-3.441343689E-1,8.071515198E0,5.439987488E0
1.075125131E2,6.840774536E-2,8.193661194E0,5.334606628E0
1.076122441E2,3.766168213E-1,7.924520874E0,5.655838623E0
1.077119749E2,-8.412506104E-2,8.216563568E0,5.273833008E0
1.078117069E2,-1.627116394E-1,8.224347382E0,5.391188965E0
1.079114379E2,-2.182461548E-1,8.407716064E0,5.222040710E0
1.080111689E2,-4.340972900E-3,8.327333221E0,5.762416992E0
1.081108999E2,8.195457458E-1,8.162525940E0,5.897136841E0
1.082106309E2,-2.294728088E-1,7.937543793E0,5.250930634E0
1.083103619E2,-2.106120300E-1,8.068222046E0,5.139711914E0
1.084100929E2,-6.059399414E-1,7.905211029E0,5.324727173E0
1.085098239E2,-1.842668152E-1,8.110583954E0,5.357059937E0
1.086095549E2,-3.697311401E-2,8.458310852E0,5.683081970E0
1.087092874E2,-4.834945679E-2,8.699609070E0,6.029910736E0
1.088090184E2,1.492396545E-1,8.587791595E0,5.554499359E0
1.089087494E2,-9.759704590E-2,8.498726807E0,5.399421844E0
1.090084804E2,3.650907898E-1,8.203540649E0,5.600753174E0
1.091082114E2,1.437011719E-2,7.942932587E0,5.237458649E0
1.092079424E2,2.263293457E-1,8.025411072E0,5.340294800E0
1.093076734E2,-2.116598511E-1,8.293353882E0,5.532046051E0
1.094074044E2,1.335223389E-1,8.519383850E0,5.678142242E0
1.095071364E2,-2.195933533E-1,8.450227661E0,5.187462616E0
1.096068674E2,-1.269360352E-1,7.941585388E0,4.756059723E0
1.097065983E2,4.484674072E-1,7.527995453E0,5.163961487E0
1.098063293E2,3.174897766E-1,8.049510956E0,5.427413635E0
1.099060603E2,1.047821045E-3,8.569230194E0,5.820346527E0
1.100057913E2,3.779640198E-1,8.894503784E0,5.437143402E0
1.101055223E2,-4.191284180E-3,8.305328979E0,5.448519745E0
1.102052533E2,2.444416809E-1,8.139773254E0,6.385421448E0
1.103049853E2,1.131646729E-1,7.670499115E0,6.274053040E0
1.104047163E2,1.158590698E-1,7.724237366E0,5.947581940E0
1.105044473E2,3.233276367E-1,7.740104370E0,5.777086487E0
1.106041783E2,3.555107117E-1,7.782615967E0,6.561904449E0
1.107039093E2,4.787045288E-1,7.509583740E0,6.165678406E0
1.108036403E2,4.686753845E-1,7.743397522E0,5.801934814E0
1.109033713E2,2.580633545E-1,7.924969940E0,5.794300690E0
1.110031033E2,-1.019380188E-1,7.813601532E0,5.507048035E0
1.111028343E2,-9.340576172E-2,7.955356750E0,5.436694336E0
1.112025653E2,4.246669006E-1,7.941735077E0,4.977599030E0
1.113022963E2,9.580078125E-2,8.257727966E0,5.601800995E0
1.114020273E2,-5.298980713E-2,8.605305176E0,5.818550262E0
1.115017583E2,-3.555107117E-1,8.507109375E0,4.983885956E0
1.116014893E2,-1.758842468E-1,8.458161163E0,5.624104614E0
1.117012208E2,-1.540296936E-1,7.544910278E0,5.780080261E0
1.118009518E2,-2.577639771E-1,7.589068451E0,6.140081635E0
1.119006828E2,-3.103047180E-1,7.526498566E0,6.289021912E0
1.120004138E2,-1.190025330E-1,7.820786591E0,6.459816742E0
1.121001448E2,5.583389282E-2,7.714058533E0,6.323899384E0
1.121998758E2,-3.598516846E-1,8.005502472E0,5.711373138E0
1.122996078E2,-6.391708374E-2,8.095615082E0,5.922284546E0
1.123993388E2,-2.002835083E-1,7.841293945E0,5.326673126E0
1.124990698E2,3.746708679E-1,7.817942505E0,5.954168243E0
1.125988008E2,5.568420410E-1,8.740923157E0,6.159840546E0
1.126985324E2,2.814147949E-2,8.933722229E0,5.820496216E0
1.127982634E2,-3.546125793E-1,8.393495636E0,5.601501617E0
1.128979954E2,6.792874146E-1,7.689060516E0,4.559219055E0
1.129977264E2,4.474195862E-1,8.078251190E0,5.727240143E0
1.130974574E2,6.539900208E-1,8.000413055E0,5.438490601E0
1.131971884E2,1.013392639E-1,8.698411560E0,6.334676971E0
1.132969194E2,2.860551453E-1,8.394094391E0,6.403833160E0
1.133966514E2,-2.880010986E-1,7.949369202E0,4.619543610E0
1.134963824E2,3.261717224E-1,8.315358124E0,5.687273254E0
1.135961134E2,-4.074526978E-1,8.199648743E0,5.336552582E0
1.136958443E2,-4.251159668E-1,7.980055389E0,5.939349060E0
1.137955753E2,1.910028076E-1,8.281678162E0,5.745651855E0
1.138953063E2,3.682342529E-2,8.908125458E0,5.912854156E0
1.139950383E2,1.896556091E-1,7.909851379E0,5.822292480E0
1.140947693E2,-3.623963928E-1,7.592660980E0,5.166655884E0
1.141945003E2,-3.698808289E-1,7.918832703E0,5.568121033E0
1.142942313E2,-1.239422607E-1,7.841293945E0,6.284830627E0
1.143939623E2,-7.225474548E-1,7.681875458E0,5.669759674E0
1.144936943E2,-4.989125061E-1,7.687863007E0,5.257666626E0
1.145934253E2,-3.308120728E-2,7.886350250E0,6.587650909E0
1.146931576E2,8.457412720E-2,7.621850281E0,6.868916016E0
1.147928886E2,4.409829712E-1,7.743247833E0,6.581962738E0
1.148926206E2,1.291813660E-1,7.827372894E0,5.578748932E0
1.149923516E2,-4.273612976E-1,8.250243530E0,5.459447021E0
1.150920826E2,-4.138893127E-1,8.130492554E0,5.449417877E0
1.151918136E2,-4.647834778E-1,8.245902557E0,6.336473236E0
1.152915446E2,-4.888833618E-1,8.029003601E0,5.130880280E0
1.153912766E2,-2.842588806E-1,8.275391235E0,5.551954651E0
1.154910076E2,1.332229614E-1,7.824977875E0,6.058501282E0
1.155907386E2,-3.129991150E-1,8.070617065E0,5.142406311E0
1.156904679E2,3.225791931E-1,7.993527374E0,6.025420074E0
1.157901999E2,-7.786807251E-1,8.411009216E0,5.347779236E0
1.158899309E2,-3.890409851E-1,8.664881287E0,5.795647888E0
1.159896619E2,2.619552612E-1,8.134085083E0,5.567372589E0
1.160893929E2,-4.992118835E-1,7.840545502E0,5.520819397E0
1.161891239E2,-5.099894714E-1,8.272547150E0,5.401816864E0
1.162888559E2,-8.223898315E-1,8.166567535E0,5.696104889E0
1.163885869E2,-5.942642212E-1,8.044122162E0,5.426814880E0
1.164883179E2,-1.351689148E0,8.148155823E0,5.253325653E0
1.165880489E2,-6.867718506E-1,8.349487152E0,5.821544037E0
1.166877812E2,-5.337899780E-1,8.152796173E0,5.585484924E0
1.167875122E2,2.713856506E-1,7.735014954E0,5.115612030E0
1.168872432E2,-2.107617188E-1,7.998616791E0,5.620212708E0
1.169869742E2,7.469467163E-2,8.197852478E0,5.734574890E0
1.170867062E2,-2.010319519E-1,7.894583130E0,5.777984619E0
1.171864372E2,-3.182382202E-1,8.065527649E0,6.048771515E0
1.172861682E2,-5.138813782E-1,7.966882782E0,5.814658356E0
1.173858992E2,2.844085693E-3,7.961943054E0,5.274731140E0
1.174856312E2,-7.200027466E-2,7.486082611E0,5.793701935E0
1.175853622E2,-4.821473694E-1,7.635022888E0,6.031108246E0
1.176850929E2,-5.474116516E-1,7.669301605E0,5.603746948E0
1.177848239E2,-5.818400574E-1,7.898624725E0,5.770200806E0
1.178845559E2,-1.675016785E-1,8.524323578E0,5.802383881E0
1.179842869E2,-4.912783813E-1,8.211324463E0,5.419180756E0
1.180840179E2,-2.749781799E-1,8.094417572E0,5.944737854E0
1.181837499E2,8.696914673E-2,7.854466553E0,5.393434296E0
1.182834809E2,9.430389404E-3,8.120164032E0,4.974904633E0
1.183832119E2,-4.625381470E-2,7.793094177E0,4.903353424E0
1.184829429E2,-4.475692749E-2,8.126600647E0,6.186634827E0
1.185826749E2,1.875599670E-1,8.464897156E0,6.162534943E0
1.186824062E2,9.190887451E-2,8.316705322E0,5.707181854E0
1.187821372E2,-1.523831177E-1,8.009394379E0,5.397475891E0
1.188818682E2,3.942800903E-1,8.125253448E0,5.032385101E0
1.189816002E2,-2.739303589E-2,7.923323364E0,5.065017242E0
1.190813312E2,-5.855822754E-1,8.164771271E0,5.743406525E0
1.191810622E2,4.980143738E-1,8.324040070E0,5.884263611E0
1.192807942E2,5.224136353E-2,8.493038635E0,5.670208740E0
1.193805252E2,-4.242178345E-1,8.378526764E0,5.972729645E0
1.194802562E2,-3.538641357E-1,8.119565277E0,5.412594452E0
1.195799872E2,-5.063969421E-1,8.119714966E0,5.089117126E0
1.196797194E2,-5.215155029E-1,8.248746643E0,5.178032227E0
1.197794504E2,-5.110372925E-1,7.829618225E0,5.616769867E0
1.198791814E2,1.601669312E-1,7.510781250E0,4.903952179E0
1.199789134E2,-3.935316467E-1,7.732919312E0,6.905589752E0
1.200786444E2,-2.092648315E-1,8.081244965E0,5.343288574E0
1.201783754E2,-7.068301392E-1,8.066276093E0,4.943919067E0
1.202781064E2,-4.628375244E-1,8.217761078E0,5.862858124E0
1.203778384E2,-1.194515991E-1,8.501121826E0,5.843997345E0
1.204775694E2,-6.276448059E-1,8.083490295E0,5.293142853E0
1.205773004E2,-6.334826660E-1,7.940238190E0,5.700745239E0
1.206770317E2,-8.411009216E-1,7.989036713E0,5.692512360E0
1.207767627E2,-1.024319916E0,8.217012634E0,6.030509491E0
1.208764937E2,-6.460565186E-1,8.413404236E0,6.059998169E0
1.209762257E2,-4.544549561E-1,8.299940186E0,5.935157776E0
1.210759567E2,-3.805087280E-1,8.369395752E0,5.905070343E0
1.211756877E2,-6.324348450E-1,8.098159790E0,5.614075470E0
1.212754197E2,-9.180409241E-1,7.759114838E0,5.116360474E0
1.213751507E2,5.598358154E-2,7.856562195E0,5.401218109E0
1.214748817E2,-3.394940186E-1,7.919132080E0,5.344186707E0
1.215746137E2,-4.805007935E-2,8.184979248E0,5.695506134E0
1.216743457E2,-4.372407532E-1,8.647218018E0,5.913752289E0
1.217740767E2,-3.867956543E-1,8.252339172E0,5.717809753E0
1.218738087E2,-2.856060791E-1,8.420888672E0,5.663622437E0
1.219735397E2,-7.734416199E-1,8.437055054E0,5.227429504E0
1.220732707E2,-6.935078430E-1,8.014483795E0,5.501210175E0
1.221730017E2,-2.884501648E-1,8.198151855E0,5.834566956E0
1.222727337E2,1.218466187E-1,8.251740417E0,6.168073425E0
1.223724647E2,-8.098159790E-1,7.880063324E0,5.335804138E0
1.224721957E2,-1.245410156E-1,8.092172241E0,5.836512909E0
1.225719277E2,6.541397095E-2,8.286917267E0,5.801186371E0
1.226716579E2,2.652484131E-1,8.412506104E0,6.072721710E0
1.227713889E2,-1.209484863E-1,8.101902008E0,5.848038940E0
1.228711209E2,-2.185455322E-2,8.246052246E0,5.671705627E0
1.229708519E2,2.336640930E-1,8.183632050E0,4.760700073E0
1.230705839E2,-1.405577087E-1,8.134085083E0,4.991819458E0
1.231703149E2,-5.179229736E-2,8.205037537E0,5.799839172E0
1.232700459E2,-2.586621094E-1,7.998317413E0,5.481600952E0
1.233697779E2,-6.493496704E-1,7.834408264E0,5.343438263E0
1.234695089E2,-3.170407104E-1,8.465046844E0,5.839656372E0
1.235692399E2,-1.344204712E-1,8.981921997E0,6.156547394E0
1.236689722E2,-3.773652649E-1,8.235723724E0,5.207520905E0
1.237687032E2,1.237925720E-1,8.305328979E0,5.798641663E0
1.238684342E2,-1.460961914E-1,7.880063324E0,5.911656647E0
1.239681662E2,-2.880010986E-1,8.027955780E0,5.921236725E0
1.240678972E2,3.582051086E-1,8.265811157E0,5.517975311E0
1.241676292E2,1.025367737E-1,8.433312836E0,5.966293030E0
1.242673602E2,6.750961304E-2,8.296796722E0,5.598956909E0
1.243670912E2,4.290078735E-1,8.276588745E0,6.062393188E0
1.244668232E2,5.167254639E-1,7.874973907E0,5.594316559E0
1.245665542E2,7.710466003E-1,7.785909119E0,5.943390656E0
1.246662849E2,1.077758789E-1,8.318651276E0,5.879772949E0
1.247660169E2,-9.744735718E-2,8.363108826E0,5.644911346E0
1.248657479E2,2.606080627E-1,8.315807190E0,5.708079987E0
1.249654789E2,4.659809875E-1,8.586743774E0,5.891448669E0
1.250652109E2,5.418731689E-2,8.233628082E0,5.410798187E0
1.251649419E2,9.190887451E-2,8.254434814E0,5.199737091E0
1.252646739E2,3.504212952E-1,8.249644775E0,5.710175629E0
1.253644049E2,-7.768844604E-2,8.563392334E0,6.578519897E0
1.254641359E2,4.122427368E-1,8.203840027E0,5.628146210E0
1.255638679E2,4.730163574E-1,8.427924042E0,5.753735046E0
1.256635993E2,1.372645569E-1,8.313262482E0,5.550008698E0
1.257633313E2,3.330574036E-1,8.073161774E0,5.260211334E0
1.258630623E2,2.332150269E-1,7.932154999E0,5.259313202E0
1.259627933E2,-5.388793945E-2,7.890691223E0,5.284610596E0
1.260625253E2,1.480421448E-1,8.585246887E0,5.711373138E0
