"Time (s)","X (µT)","Y (µT)","Z (µT)"
8.106139017E1,3.826225281E1,3.399841309E0,3.407173538E1
8.116112017E1,4.014456940E1,4.391613007E0,3.401283646E1
8.126085117E1,4.202561188E1,5.256309509E0,3.349377060E1
8.136058117E1,4.316831970E1,6.131084442E0,3.263557053E1
8.146031217E1,4.364430237E1,6.014453888E0,3.160816574E1
8.156004217E1,4.412491608E1,5.652149200E0,3.116292191E1
8.165977333E1,4.496561432E1,4.946750641E0,2.937868881E1
8.175950333E1,4.543023682E1,4.024280548E0,2.817924881E1
8.185923433E1,4.560471344E1,-8.583602905E-1,2.621179581E1
8.195896533E1,4.590459442E1,-5.458103180E0,2.535159683E1
8.205869533E1,4.592057800E1,-6.172336578E0,2.544509506E1
8.215842533E1,4.596610260E1,-5.767272949E0,2.540809250E1
8.225815633E1,4.610967255E1,-5.299434662E0,2.383916092E1
8.235788633E1,4.657309723E1,-5.429538727E0,2.281356430E1
8.245761733E1,4.721909332E1,-8.034122467E0,2.178097916E1
8.255734733E1,4.857610321E1,-1.330877686E1,2.044042587E1
8.265707779E1,4.910073853E1,-1.474819946E1,1.986233139E1
8.275680779E1,4.941233826E1,-1.511503220E1,1.932372665E1
8.285653879E1,4.990388489E1,-1.583372498E1,1.896069717E1
8.295626979E1,5.060858154E1,-2.133664703E1,1.644605637E1
8.305599979E1,5.146318054E1,-2.376049042E1,1.530698013E1
8.315573079E1,5.187491608E1,-2.504815674E1,1.441258621E1
8.325546079E1,5.195439911E1,-2.536692810E1,1.387285233E1
8.335519179E1,5.195655060E1,-2.593443298E1,1.346372604E1
8.345492179E1,5.232900238E1,-3.018176270E1,1.129090500E1
8.355465279E1,5.247280121E1,-3.169405365E1,1.182323074E1
8.365438279E1,5.264632416E1,-3.265512085E1,1.132131577E1
8.375411379E1,5.281243134E1,-3.339889526E1,1.121474075E1
8.385384379E1,5.297673798E1,-3.328535461E1,1.095236588E1
8.395357479E1,5.299808502E1,-3.346007538E1,1.043305588E1
8.405330479E1,5.288530731E1,-3.424324036E1,9.833713531E0
8.415303579E1,5.295423126E1,-3.451148987E1,9.767299652E0
8.425276579E1,5.321547699E1,-3.534799194E1,8.969280243E0
8.435249679E1,5.292227936E1,-3.581990814E1,9.218585968E0
8.445222679E1,5.307976532E1,-3.636405945E1,9.261425018E0
8.455195779E1,5.277457428E1,-3.740184021E1,9.132892609E0
8.465168821E1,5.306388092E1,-3.753969574E1,9.013294220E0
8.475141921E1,5.315348053E1,-3.823186493E1,8.437114716E0
8.485114921E1,5.320537567E1,-3.884890747E1,7.972126007E0
8.495088021E1,5.307642365E1,-3.943195343E1,8.415508270E0
8.505061121E1,5.302358246E1,-4.075286102E1,8.266674042E0
8.515034121E1,5.308592987E1,-4.052685547E1,8.244297028E0
8.525007221E1,5.328363800E1,-4.109066772E1,8.374958038E0
8.534980221E1,5.367121124E1,-4.165254211E1,7.961650848E0
8.544953321E1,5.374852753E1,-4.185969543E1,8.586956024E0
8.554926321E1,5.396984100E1,-4.161180115E1,8.699398041E0
8.564899408E1,5.403516388E1,-4.205954742E1,8.353603363E0
8.574872408E1,5.407767487E1,-4.223448181E1,7.875194550E0
8.584845508E1,5.394402313E1,-4.245085144E1,8.642002106E0
8.594818608E1,5.448238373E1,-4.317649841E1,9.254512787E0
8.604791608E1,5.515122223E1,-4.336804962E1,9.293933868E0
8.614764708E1,5.500119781E1,-4.274474335E1,8.921756744E0
8.624737708E1,5.436244965E1,-4.158286285E1,9.136943817E0
8.634710808E1,5.287430573E1,-3.930377960E1,9.533855438E0
8.644683908E1,5.192290497E1,-3.415345764E1,1.172411728E1
8.654656908E1,5.183142853E1,-3.034482574E1,1.282871628E1
8.664629996E1,5.175362396E1,-2.866103363E1,1.289038467E1
8.674603096E1,5.156174469E1,-2.769592285E1,1.252022934E1
8.684576096E1,5.107832336E1,-2.802977753E1,1.205471420E1
8.694549196E1,5.022303009E1,-2.548015594E1,1.303886795E1
8.704522296E1,4.912917328E1,-1.611216736E1,1.644565964E1
8.714495296E1,4.925102234E1,-1.037410355E1,1.841442490E1
8.724468396E1,4.947142029E1,-1.079870987E1,1.732176590E1
8.734441496E1,5.046157074E1,-2.190227890E1,1.317547226E1
8.744414496E1,5.098300171E1,-3.217420959E1,9.857486725E0
8.754387596E1,5.084685516E1,-3.837622833E1,8.018802643E0
8.764360729E1,5.042558289E1,-4.240202332E1,7.464412689E0
8.774333729E1,5.041103363E1,-4.255159760E1,8.274829865E0
8.784306829E1,5.040490723E1,-4.185816956E1,9.173137665E0
8.794279929E1,4.944708252E1,-4.138552856E1,9.267559052E0
8.804252929E1,4.891287994E1,-4.126803589E1,9.908863068E0
8.814226029E1,4.869300079E1,-4.153499603E1,1.036832047E1
8.824199129E1,4.845133209E1,-3.881537628E1,1.104230118E1
8.834172229E1,4.749378204E1,-3.352774048E1,1.129818344E1
8.844145229E1,4.547613525E1,-2.462174988E1,1.497398758E1
8.854118329E1,4.374041748E1,-1.370991898E1,1.855332565E1
8.864091392E1,4.202268982E1,-2.308616638E-1,2.251402664E1
8.874064492E1,4.180101013E1,4.615825653E0,2.421923447E1
8.884037492E1,4.126883698E1,1.234712791E1,2.681171799E1
8.894010592E1,4.110343170E1,1.328827477E1,2.742129135E1
8.903983692E1,4.106304932E1,1.694066811E1,2.833892441E1
8.913956792E1,4.045707703E1,2.313462448E1,2.970545578E1
8.923929892E1,4.005391693E1,2.371161461E1,3.003319931E1
8.933902892E1,4.015235138E1,2.319061470E1,3.010213089E1
8.943875992E1,4.092838287E1,1.991232681E1,2.943916702E1
8.953849092E1,4.131536865E1,1.471546173E1,2.868422318E1
8.963822233E1,4.169581604E1,1.376367188E1,2.831369400E1
8.973795333E1,4.190103912E1,1.397977448E1,2.805952072E1
8.983768333E1,4.171418762E1,1.479883194E1,2.765049362E1
8.993741433E1,4.199295807E1,1.209600258E1,2.674106979E1
9.003714533E1,4.281718445E1,6.492866516E0,2.520016098E1
9.013687633E1,4.343914032E1,2.213752747E0,2.392322159E1
9.023660733E1,4.455886078E1,-9.394718170E0,2.093001175E1
9.033633833E1,4.586468506E1,-2.201988602E1,1.742373276E1
9.043606833E1,4.553752136E1,-2.447615051E1,1.714622116E1
9.053579933E1,4.512784576E1,-2.583312988E1,1.732820511E1
9.063553021E1,4.460897827E1,-2.643921661E1,1.772783279E1
9.073526121E1,4.491854095E1,-3.029196167E1,1.638747787E1
9.083499221E1,4.489633179E1,-3.158911133E1,1.640013504E1
9.093472321E1,4.517601776E1,-3.135260010E1,1.677476883E1
9.103445421E1,4.535147858E1,-3.097264862E1,1.659943008E1
9.113418421E1,4.574308777E1,-3.126094818E1,1.646477890E1
9.123391521E1,4.540445709E1,-2.690436554E1,1.742784500E1
9.133364621E1,4.516655731E1,-2.181457520E1,1.882749557E1
9.143337721E1,4.501070404E1,-1.999978256E1,1.906871414E1
9.153310821E1,4.530504608E1,-2.213342667E1,1.837488174E1
9.163283908E1,4.630490112E1,-2.775685120E1,1.685501480E1
9.173257008E1,4.625635529E1,-2.964012909E1,1.661176682E1
9.183230108E1,4.608596802E1,-2.749269104E1,1.678920364E1
9.193203208E1,4.543976593E1,-2.188904190E1,1.815734482E1
9.203176208E1,4.583195496E1,-2.247387314E1,1.713656235E1
9.213149308E1,4.701408386E1,-2.925490570E1,1.559278488E1
9.223122408E1,4.737058258E1,-3.249374390E1,1.615217209E1
9.233095508E1,4.729677582E1,-3.333448792E1,1.649240494E1
9.243068608E1,4.718775940E1,-3.189614105E1,1.675720596E1
9.253041708E1,4.745455933E1,-3.092619324E1,1.693997574E1
9.263014804E1,4.728733063E1,-2.997566986E1,1.687227249E1
9.272987904E1,4.655809784E1,-2.293518829E1,1.905526352E1
9.282961004E1,4.597848511E1,-1.870733643E1,2.034943771E1
9.292934104E1,4.574999237E1,-1.851644897E1,2.037617111E1
9.302907204E1,4.609776306E1,-2.328531647E1,1.927383804E1
9.312880304E1,4.617716217E1,-2.605477142E1,1.835101700E1
9.322853304E1,4.611534119E1,-2.673444366E1,1.820884323E1
9.332826404E1,4.562520599E1,-2.549726868E1,1.863426590E1
9.342799504E1,4.540002441E1,-2.484371948E1,1.889170456E1
9.352772604E1,4.546147156E1,-2.656607819E1,1.791655350E1
9.362745771E1,4.619447327E1,-3.014083862E1,1.709955215E1
9.372718871E1,4.627160645E1,-3.136290741E1,1.680263901E1
9.382691971E1,4.640852356E1,-3.017290497E1,1.700020218E1
9.392665071E1,4.617504883E1,-2.922138214E1,1.799361801E1
9.402638171E1,4.631843567E1,-3.180958557E1,1.826012802E1
9.412611271E1,4.639537048E1,-3.194841003E1,1.787994003E1
9.422584371E1,4.622629547E1,-2.985260773E1,1.844399643E1
9.432557471E1,4.582971954E1,-2.641518402E1,1.918881607E1
9.442530571E1,4.546458435E1,-2.574494171E1,1.929648972E1
9.452503671E1,4.573065948E1,-2.945272827E1,1.791238785E1
9.462476729E1,4.583199310E1,-3.012461090E1,1.799103928E1
9.472449829E1,4.545466614E1,-2.723265076E1,1.904300308E1
9.482422929E1,4.507931519E1,-2.365302277E1,1.964245224E1
9.492396029E1,4.513315582E1,-2.254705048E1,1.931379318E1
9.502369129E1,4.486782074E1,-2.085222244E1,1.970177841E1
9.512342229E1,4.471782684E1,-1.598836899E1,2.065404892E1
9.522315329E1,4.446946716E1,-1.471602249E1,2.064657211E1
9.532288429E1,4.431973267E1,-1.410108566E1,2.107371902E1
9.542261529E1,4.397817993E1,-8.086418152E0,2.262065506E1
9.552234629E1,4.353970337E1,-7.449226379E-1,2.452647018E1
9.562207717E1,4.332582855E1,3.819660187E0,2.508933640E1
9.572180817E1,4.307928467E1,4.080276489E0,2.566249466E1
9.582153917E1,4.258586121E1,9.571247101E0,2.698814011E1
9.592127017E1,4.172630310E1,1.380476761E1,2.799036789E1
9.602100117E1,4.237656403E1,1.466401672E1,2.794485855E1
9.612073217E1,4.319374084E1,1.422139740E1,2.771615219E1
9.622046317E1,4.377303314E1,8.725749969E0,2.617293930E1
9.632019417E1,4.392140961E1,1.938407898E0,2.412646866E1
9.641992517E1,4.455137634E1,-4.185016632E0,2.244437790E1
9.651965617E1,4.606606293E1,-1.906304550E1,1.866319656E1
9.661938717E1,4.796237946E1,-3.666200256E1,1.477405930E1
9.671911817E1,4.863537598E1,-4.097077942E1,1.471586990E1
9.681884917E1,4.841378784E1,-4.150428772E1,1.456957626E1
9.691858017E1,4.819943237E1,-4.247618103E1,1.405646896E1
9.701831117E1,4.787133026E1,-4.214947510E1,1.340314865E1
9.711804217E1,4.778546906E1,-4.249540710E1,1.289538193E1
9.721777317E1,4.764035797E1,-3.946670532E1,1.322728348E1
9.731750417E1,4.681477356E1,-3.370372009E1,1.493126297E1
9.741723517E1,4.592139435E1,-3.050006866E1,1.581729507E1
9.751696617E1,4.464228058E1,-2.278503418E1,1.816426468E1
9.761669717E1,4.331264496E1,-1.177248383E1,2.136639023E1
9.771642817E1,4.261433411E1,-5.062553406E0,2.379898453E1
9.781615917E1,4.348563385E1,-8.594760895E0,2.345665359E1
9.791589017E1,4.528215027E1,-1.539989090E1,2.160693741E1
9.801562117E1,4.683544159E1,-2.708572388E1,1.873397446E1
9.811535217E1,4.723632050E1,-3.011776733E1,1.857838058E1
9.821508317E1,4.719772339E1,-3.104785919E1,1.904984665E1
9.831481417E1,4.668177795E1,-2.927510834E1,1.978989029E1
9.841454517E1,4.596458435E1,-2.187074280E1,2.114952469E1
9.851427617E1,4.599164581E1,-1.730123138E1,2.114573288E1
9.861400754E1,4.652012634E1,-1.691453934E1,2.065745926E1
9.871373854E1,4.592448425E1,-1.346061707E1,2.166670609E1
9.881346954E1,4.542999268E1,-9.400081635E0,2.241931534E1
9.891320054E1,4.543340302E1,-8.760425568E0,2.262841415E1
9.901293154E1,4.505316162E1,-3.972553253E0,2.414688492E1
9.911266254E1,4.456664276E1,3.722805023E0,2.589765549E1
9.921239354E1,4.387673187E1,1.086047745E1,2.781200027E1
9.931212454E1,4.330265045E1,1.582799911E1,2.887099075E1
9.941185554E1,4.350733948E1,1.474312210E1,2.817410660E1
9.951158654E1,4.418511963E1,7.657535553E0,2.646415329E1
9.961131754E1,4.466567993E1,1.988327026E0,2.519938278E1
9.971104821E1,4.550551605E1,-6.158920288E0,2.265411758E1
9.981077921E1,4.577942657E1,-8.501953125E0,2.252130508E1
9.991051021E1,4.496671295E1,-2.343482971E-1,2.474499130E1
1.000102412E2,4.476483917E1,3.919715881E0,2.569160843E1
1.001099722E2,4.382170868E1,1.372328758E1,2.820466995E1
1.002097042E2,4.391976929E1,1.511387634E1,2.835694504E1
1.003094352E2,4.468062592E1,1.013161659E1,2.704187393E1
1.004091662E2,4.553733826E1,2.151153564E0,2.508064651E1
1.005088972E2,4.641188049E1,-3.854213715E0,2.375761795E1
1.006086282E2,4.767385101E1,-1.748567200E1,2.117132187E1
1.007083597E2,4.891661835E1,-3.031784821E1,1.873539352E1
1.008080907E2,4.952597046E1,-3.325833130E1,1.716738510E1
1.009078217E2,4.989134979E1,-3.483219147E1,1.570924759E1
1.010075527E2,4.967192841E1,-3.605467224E1,1.499815750E1
1.011072837E2,4.993129730E1,-3.580458832E1,1.480210495E1
1.012070147E2,4.940463257E1,-2.912866974E1,1.662695694E1
1.013067457E2,4.875578308E1,-2.152733612E1,1.900555801E1
1.014064767E2,4.857341766E1,-1.740311813E1,2.044383621E1
1.015062077E2,4.781856537E1,-9.414402008E0,2.315332413E1
1.016059387E2,4.732506561E1,-4.793151855E0,2.451340103E1
1.017056693E2,4.694355774E1,6.024322510E-1,2.591885757E1
1.018054003E2,4.676377106E1,2.305168152E0,2.633435440E1
1.019051313E2,4.671414185E1,2.771369934E0,2.568897629E1
1.020048633E2,4.708802032E1,2.916854858E0,2.552293015E1
1.021045943E2,4.662015533E1,2.522136688E0,2.565240860E1
1.022043253E2,4.656891632E1,2.441261292E0,2.607254410E1
1.023040563E2,4.608119965E1,4.489929199E0,2.700884628E1
1.024037873E2,4.523143005E1,9.254135132E0,2.845615768E1
1.025035183E2,4.479385376E1,1.079040909E1,2.853515244E1
1.026032493E2,4.515548706E1,1.129466629E1,2.830149460E1
1.027029804E2,4.587993622E1,6.998725891E0,2.621743393E1
1.028027114E2,4.662253571E1,1.883968353E0,2.516709518E1
1.029024424E2,4.768756104E1,-8.323886871E0,2.252203751E1
1.030021734E2,4.847341156E1,-1.608559418E1,2.099605942E1
1.031019044E2,4.815641022E1,-1.717677689E1,2.084573746E1
1.032016364E2,4.806057739E1,-1.707215500E1,2.130848312E1
1.033013674E2,4.795965576E1,-1.857146454E1,2.118245316E1
1.034010984E2,4.838971710E1,-2.530011749E1,1.842129135E1
1.035008294E2,4.941074371E1,-3.513097382E1,1.589853287E1
1.036005604E2,4.946955872E1,-3.793630981E1,1.522216415E1
1.037002914E2,4.887435150E1,-3.789359283E1,1.531157303E1
1.038000224E2,4.898040009E1,-3.719752502E1,1.511898422E1
1.038997534E2,4.889588928E1,-3.696608734E1,1.510209274E1
1.039994844E2,4.898151398E1,-3.796096039E1,1.498669052E1
1.040992154E2,4.921442413E1,-3.758650970E1,1.520276260E1
1.041989464E2,4.895507812E1,-4.073476410E1,1.360731125E1
1.042986784E2,4.950381470E1,-4.313529205E1,1.292893600E1
1.043984094E2,4.980867004E1,-4.396620178E1,1.273954391E1
1.044981404E2,4.927185822E1,-3.854144287E1,1.420061111E1
1.045978714E2,4.881492615E1,-3.294976807E1,1.654211044E1
1.046976024E2,4.879985046E1,-3.229249573E1,1.742853165E1
1.047973334E2,4.888355255E1,-3.306207275E1,1.793774796E1
1.048970644E2,4.883976746E1,-3.234296417E1,1.741987228E1
1.049967954E2,4.845250702E1,-3.180905151E1,1.738835526E1
1.050965264E2,4.839994812E1,-3.145465088E1,1.769239426E1
1.051962574E2,4.809576416E1,-3.088298798E1,1.776619339E1
1.052959884E2,4.784085083E1,-3.026833344E1,1.829272842E1
1.053957204E2,4.760238647E1,-2.853138733E1,1.864624405E1
1.054954514E2,4.736763763E1,-2.587744141E1,1.875655746E1
1.055951824E2,4.750052643E1,-2.475318909E1,1.827531815E1
1.056949138E2,4.782479095E1,-2.329872131E1,1.810699081E1
1.057946448E2,4.733815002E1,-2.150436020E1,1.887439346E1
1.058943758E2,4.734283447E1,-1.917518616E1,1.977180862E1
1.059941068E2,4.719134521E1,-1.947868729E1,1.962033463E1
1.060938378E2,4.737226105E1,-1.940830231E1,2.028750992E1
1.061935688E2,4.725225830E1,-2.009152985E1,2.026941299E1
1.062932998E2,4.709678650E1,-2.005746841E1,2.028290939E1
1.063930308E2,4.690573883E1,-1.936931610E1,1.989014053E1
1.064927628E2,4.675447083E1,-2.021709442E1,2.011174393E1
1.065924938E2,4.681338501E1,-1.962554932E1,2.038293839E1
1.066922241E2,4.674754333E1,-2.095177460E1,2.011893845E1
1.067919551E2,4.755429077E1,-2.941724396E1,1.770547867E1
1.068916861E2,4.804769135E1,-3.433055878E1,1.659753036E1
1.069914171E2,4.819271851E1,-3.549398804E1,1.595744705E1
1.070911481E2,4.832556152E1,-3.538324738E1,1.630723190E1
1.071908791E2,4.853084564E1,-3.527384186E1,1.596310806E1
1.072906101E2,4.801812744E1,-3.169772339E1,1.734515762E1
1.073903411E2,4.740921783E1,-2.665917969E1,1.856895065E1
1.074900721E2,4.721224976E1,-2.471070099E1,1.868488693E1
1.075898041E2,4.718678284E1,-2.404693604E1,1.929645157E1
1.076895349E2,4.739722443E1,-2.432717896E1,1.977447891E1
1.077892659E2,4.725502014E1,-2.347882080E1,2.003464890E1
1.078889969E2,4.749172974E1,-2.395443726E1,1.956605148E1
1.079887279E2,4.730145264E1,-2.433426666E1,1.927735519E1
1.080884589E2,4.672457123E1,-2.325080109E1,1.973767471E1
1.081881899E2,4.653076935E1,-2.327555847E1,1.965438461E1
1.082879209E2,4.661533356E1,-2.317951202E1,1.997189713E1
1.083876519E2,4.634111023E1,-2.348100281E1,2.017805099E1
1.084873839E2,4.639390564E1,-2.337355804E1,2.002964401E1
1.085871149E2,4.628681946E1,-2.301852417E1,2.016108322E1
1.086868464E2,4.661948395E1,-2.350068665E1,1.956626511E1
1.087865774E2,4.642911530E1,-2.325238037E1,1.891471481E1
1.088863084E2,4.664820862E1,-2.339553070E1,1.882142258E1
1.089860394E2,4.638495636E1,-2.327872467E1,1.873981094E1
1.090857704E2,4.640732574E1,-2.316349030E1,1.909038162E1
1.091855014E2,4.644927979E1,-2.390608978E1,1.938689804E1
1.092852324E2,4.649253845E1,-2.395156097E1,1.974853134E1
1.093849644E2,4.624407196E1,-2.407494354E1,1.981728745E1
1.094846954E2,4.604068756E1,-2.391683960E1,1.969403458E1
1.095844264E2,4.569052887E1,-2.393750763E1,1.955964279E1
1.096841573E2,4.535414886E1,-2.280860138E1,1.952670670E1
1.097838883E2,4.530944824E1,-2.077697754E1,2.018685532E1
1.098836193E2,4.529801941E1,-2.086569214E1,2.047781754E1
1.099833503E2,4.523259735E1,-2.051292038E1,1.958221054E1
1.100830813E2,4.541032410E1,-1.937413025E1,1.990313339E1
1.101828133E2,4.474021149E1,-1.149580383E1,2.217580032E1
1.102825443E2,4.356284332E1,-3.325080872E-1,2.541572952E1
1.103822753E2,4.347416687E1,2.289421082E0,2.591182327E1
1.104820063E2,4.257413483E1,1.170849991E1,2.916756821E1
1.105817373E2,4.219384766E1,1.605297089E1,2.999386215E1
1.106814683E2,4.212282562E1,1.637680054E1,3.048142624E1
1.107811993E2,4.239576721E1,1.251768112E1,2.949441147E1
1.108809313E2,4.334099579E1,3.538341522E0,2.721702194E1
1.109806623E2,4.343592834E1,4.869003296E-1,2.605633163E1
1.110803933E2,4.489443970E1,-1.464100266E1,2.179201126E1
1.111801243E2,4.548700714E1,-1.944645309E1,2.061471176E1
1.112798553E2,4.554356384E1,-2.045091248E1,2.038521194E1
1.113795863E2,4.575729370E1,-2.056199646E1,2.025658035E1
1.114793183E2,4.549375916E1,-1.955780029E1,2.131629562E1
1.115790493E2,4.456391907E1,-1.238147736E1,2.331174850E1
1.116787798E2,4.331381226E1,-7.184219360E-2,2.622383499E1
1.117785108E2,4.286133575E1,5.165393829E0,2.727402115E1
1.118782418E2,4.174268341E1,1.691438484E1,3.048180771E1
1.119779728E2,4.124911499E1,1.688018990E1,3.069721603E1
1.120777038E2,4.204235840E1,1.066623878E1,2.870042801E1
1.121774358E2,4.315079498E1,2.420055389E0,2.658063889E1
1.122771668E2,4.322901154E1,-7.602958679E-1,2.593070602E1
1.123768978E2,4.451580811E1,-1.424027252E1,2.229575729E1
1.124766288E2,4.509429932E1,-1.664526749E1,2.147121048E1
1.125763598E2,4.475176239E1,-1.597705078E1,2.179843521E1
1.126760914E2,4.499281311E1,-1.571081924E1,2.257336044E1
1.127758234E2,4.501718903E1,-1.678935242E1,2.254076004E1
1.128755544E2,4.397599030E1,-1.646323013E1,2.224242783E1
1.129752854E2,4.347856140E1,-1.226099014E1,2.272593307E1
1.130750164E2,4.371327209E1,-1.049419403E1,2.243951035E1
1.131747474E2,4.203323364E1,-1.118395615E1,2.425703049E1
1.132744794E2,4.404492188E1,-1.349860382E1,2.227965927E1
1.133742104E2,4.266207886E1,-2.026932144E1,2.267088699E1
1.134739414E2,4.429134369E1,-2.268493652E1,1.945838547E1
1.135736724E2,4.299343872E1,-2.332839203E1,2.225105667E1
1.136734033E2,4.431060791E1,-2.228609848E1,1.993676376E1
1.137731353E2,4.214477539E1,-2.114578629E1,2.230227280E1
1.138728663E2,4.392066193E1,-1.979438400E1,2.165459061E1
1.139725973E2,4.177590942E1,-1.908636475E1,2.342726517E1
1.140723283E2,4.446567535E1,-1.797098923E1,2.137491226E1
1.141720593E2,4.272735596E1,-1.623277283E1,2.365523911E1
1.142717903E2,4.317373657E1,-8.355308533E0,2.288798904E1
1.143715223E2,4.125800323E1,-1.262321472E0,2.528277969E1
1.144712533E2,4.067925262E1,4.726211548E0,2.611429977E1
1.145709843E2,3.962060547E1,1.374338913E1,2.936066055E1
1.146707166E2,3.956681061E1,1.602140808E1,3.040339279E1
1.147704486E2,4.137405396E1,5.578819275E0,2.743543625E1
1.148701796E2,4.124643707E1,1.253471375E0,2.743603897E1
1.149699106E2,4.291658783E1,-1.054333878E1,2.259042740E1
1.150696416E2,4.217484283E1,-1.353640366E1,2.467100143E1
1.151693726E2,4.361533356E1,-1.416112518E1,2.242342758E1
1.152691046E2,4.241032410E1,-1.434228516E1,2.428798294E1
1.153688356E2,4.421427155E1,-1.382125854E1,2.210313797E1
1.154685666E2,4.279942322E1,-1.467522812E1,2.269949722E1
1.155682976E2,4.347322845E1,-1.270811081E1,2.231583786E1
1.156680269E2,4.284160614E1,-1.501593399E1,2.159876633E1
1.157677589E2,4.357356262E1,-1.722294998E1,2.135982132E1
1.158674899E2,4.455258179E1,-2.116391373E1,2.024386978E1
1.159672209E2,4.468606567E1,-2.202745056E1,2.015937424E1
1.160669519E2,4.414778900E1,-2.187326813E1,2.069210434E1
1.161666839E2,4.290918732E1,-2.049255371E1,2.274681473E1
1.162664149E2,4.409165192E1,-2.071345139E1,2.121928787E1
1.163661459E2,4.281933594E1,-1.855623627E1,2.152779770E1
1.164658769E2,4.385993958E1,-2.156122208E1,2.041388321E1
1.165656089E2,4.305776978E1,-2.179464340E1,2.123515701E1
1.166653402E2,4.350637054E1,-1.907266235E1,2.072751236E1
1.167650712E2,4.276360321E1,-1.908712769E1,2.214897537E1
1.168648022E2,4.325264740E1,-1.495500183E1,2.226304245E1
1.169645342E2,4.363257599E1,-1.560123444E1,2.258684158E1
1.170642652E2,4.278475189E1,-1.065924072E1,2.541759872E1
1.171639962E2,4.267253876E1,-8.925533295E0,2.412282181E1
1.172637272E2,4.186071014E1,-6.027492523E0,2.701175308E1
1.173634592E2,4.175031281E1,-2.529087067E0,2.605778885E1
1.174631902E2,4.029390717E1,-3.701095581E-1,2.831441879E1
1.175629212E2,4.211653900E1,-3.882217407E-1,2.554496384E1
1.176626519E2,4.131144714E1,-2.937915802E0,2.708996201E1
1.177623839E2,4.229316711E1,-5.669414520E0,2.380433273E1
1.178621149E2,4.325424194E1,-1.878781128E1,2.053087234E1
1.179618459E2,4.424398804E1,-2.240895844E1,1.915047073E1
1.180615769E2,4.465527344E1,-2.458078003E1,2.040684128E1
1.181613089E2,4.415074921E1,-2.465544128E1,1.883105087E1
1.182610399E2,4.485395813E1,-2.450115967E1,1.916849899E1
1.183607709E2,4.418674469E1,-2.530722046E1,1.682499313E1
1.184605019E2,4.568756104E1,-2.643391418E1,1.913561630E1
1.185602339E2,4.338935852E1,-2.478944397E1,1.840821457E1
1.186599652E2,4.532354736E1,-2.637409973E1,2.037063217E1
1.187596962E2,4.347853851E1,-2.355389404E1,1.938313675E1
1.188594282E2,4.446028900E1,-2.466858673E1,2.005257797E1
1.189591592E2,4.308657074E1,-2.291146851E1,2.058018112E1
1.190588902E2,4.421536255E1,-2.543356323E1,1.962684250E1
1.191586212E2,4.389716339E1,-2.388248444E1,2.063892746E1
1.192583532E2,4.391761017E1,-2.602359772E1,1.960974503E1
1.193580842E2,4.440412903E1,-2.489043427E1,2.083106613E1
1.194578152E2,4.391596222E1,-2.525933075E1,1.956059647E1
1.195575472E2,4.478477478E1,-2.452085876E1,2.092802811E1
1.196572784E2,4.343036652E1,-2.412395477E1,1.964044571E1
1.197570094E2,4.461020660E1,-2.328947449E1,2.044057083E1
1.198567404E2,4.460771942E1,-2.172986221E1,2.032585526E1
1.199564724E2,4.447267914E1,-2.233603287E1,2.091896439E1
1.200562034E2,4.329119873E1,-2.031976318E1,2.384484482E1
1.201559344E2,4.490299988E1,-2.057076263E1,2.120858383E1
1.202556664E2,4.317225647E1,-2.045559311E1,2.333601761E1
1.203553974E2,4.399617004E1,-1.972772598E1,2.110573196E1
1.204551284E2,4.338670349E1,-2.151763535E1,2.250827408E1
1.205548604E2,4.416406250E1,-2.002574158E1,2.127913284E1
1.206545907E2,4.363539886E1,-2.103685760E1,2.228174210E1
1.207543217E2,4.383815765E1,-1.982655334E1,2.179787827E1
1.208540527E2,4.411862946E1,-2.037866211E1,2.215644455E1
1.209537847E2,4.335813141E1,-1.888159561E1,2.260320663E1
1.210535157E2,4.414886475E1,-2.009260559E1,2.273234177E1
1.211532467E2,4.330525970E1,-2.044371414E1,2.149832535E1
1.212529787E2,4.403262329E1,-2.037805557E1,2.309730911E1
1.213527097E2,4.321541595E1,-2.116158676E1,2.154263687E1
1.214524407E2,4.401747131E1,-2.070554352E1,2.305440140E1
1.215521727E2,4.276911926E1,-1.992260742E1,2.214811325E1
1.216519047E2,4.393982697E1,-2.050712204E1,2.286923599E1
1.217516357E2,4.195577240E1,-1.879378510E1,2.131510544E1
1.218513677E2,4.409257507E1,-2.065300751E1,2.255376053E1
1.219510987E2,4.194594574E1,-1.902746964E1,2.126099777E1
1.220508297E2,4.419629669E1,-2.106069946E1,2.184560013E1
1.221505617E2,4.237316895E1,-2.046977615E1,2.411742020E1
1.222502927E2,4.371950531E1,-1.992929459E1,2.255353928E1
1.223500237E2,4.251611328E1,-2.083694839E1,2.374000931E1
1.224497557E2,4.379124451E1,-1.972702789E1,2.270612717E1
1.225494867E2,4.287077332E1,-1.776985550E1,2.318844986E1
1.226492169E2,4.417276764E1,-2.125955963E1,2.254308701E1
1.227489489E2,4.363378906E1,-2.133668137E1,2.168105698E1
1.228486799E2,4.395340729E1,-2.002189636E1,2.291338730E1
1.229484109E2,4.351976776E1,-2.020450211E1,2.427332687E1
1.230481429E2,4.290770721E1,-2.087531662E1,2.372135544E1
1.231478739E2,4.387522888E1,-1.909209824E1,2.471740341E1
1.232476049E2,4.355281067E1,-2.072169113E1,2.224096298E1
1.233473369E2,4.424895477E1,-1.983906174E1,2.304477310E1
