"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.723788168E2,-1.599505615E1,9.735855103E0,1.368958282E1
3.724785488E2,-1.589307404E1,9.633392334E0,1.400282288E1
3.725782808E2,-1.607180786E1,9.720893860E0,1.368820953E1
3.726780128E2,-1.598072815E1,9.742774963E0,1.382565308E1
3.727777448E2,-1.587905884E1,9.353008270E0,1.387947845E1
3.728774772E2,-1.594944000E1,9.412204742E0,1.385524750E1
3.729772092E2,-1.597851562E1,9.435516357E0,1.384504700E1
3.730769412E2,-1.611363983E1,9.376560211E0,1.344534302E1
3.731766732E2,-1.615410614E1,9.458854675E0,1.364139557E1
3.732764052E2,-1.591932678E1,9.313816071E0,1.376306152E1
3.733761372E2,-1.610933685E1,9.280693054E0,1.369776917E1
3.734758692E2,-1.605079651E1,9.418083191E0,1.365321350E1
3.735756012E2,-1.602036285E1,9.486202240E0,1.408084106E1
3.736753332E2,-1.602683258E1,9.498981476E0,1.329761505E1
3.737750652E2,-1.603046417E1,9.576114655E0,1.367246246E1
3.738747976E2,-1.609787750E1,9.590950012E0,1.356744385E1
3.739745296E2,-1.613204956E1,9.555824280E0,1.370149994E1
3.740742616E2,-1.606568146E1,9.538139343E0,1.369567871E1
3.741739936E2,-1.598625183E1,9.637916565E0,1.379591370E1
3.742737256E2,-1.593180084E1,9.575756073E0,1.397799683E1
3.743734576E2,-1.603152466E1,9.310626984E0,1.368068695E1
3.744731896E2,-1.595835114E1,9.449401855E0,1.346155548E1
3.745729226E2,-1.611878967E1,9.529090881E0,1.357034302E1
3.746726546E2,-1.615352631E1,9.428653717E0,1.360898590E1
3.747723866E2,-1.604915619E1,9.662963867E0,1.354711151E1
3.748721185E2,-1.612490082E1,9.562274933E0,1.367049408E1
3.749718505E2,-1.615005493E1,9.555831909E0,1.354145813E1
3.750715825E2,-1.602156067E1,9.700508118E0,1.360728455E1
3.751713145E2,-1.610265350E1,9.608501434E0,1.363111115E1
3.752710465E2,-1.615659332E1,9.675605774E0,1.380493164E1
3.753707785E2,-1.608632660E1,9.748653412E0,1.383708954E1
3.754705105E2,-1.602445221E1,9.712306976E0,1.362998962E1
3.755702425E2,-1.621913147E1,9.591598511E0,1.364388275E1
3.756699745E2,-1.610891724E1,9.539569855E0,1.375312805E1
3.757697065E2,-1.604772949E1,9.503578186E0,1.358150482E1
3.758694380E2,-1.604158783E1,9.538368225E0,1.374340057E1
3.759691700E2,-1.605364227E1,9.610469818E0,1.360330200E1
3.760689020E2,-1.608586884E1,9.747123718E0,1.362721252E1
3.761686340E2,-1.621040344E1,9.633010864E0,1.371558380E1
3.762683660E2,-1.606475067E1,9.703914642E0,1.350762177E1
3.763680980E2,-1.591092682E1,9.472038269E0,1.365419006E1
3.764678300E2,-1.613737488E1,9.635559082E0,1.371755219E1
3.765675620E2,-1.603549194E1,9.644111633E0,1.375164795E1
3.766672940E2,-1.596408844E1,9.526706696E0,1.339675903E1
3.767670260E2,-1.602089691E1,9.839252472E0,1.373580933E1
3.768667578E2,-1.608238220E1,9.577953339E0,1.364499664E1
3.769664898E2,-1.599729156E1,9.656921387E0,1.379830933E1
3.770662218E2,-1.589883423E1,9.392040253E0,1.375204468E1
3.771659538E2,-1.597219849E1,9.453651428E0,1.366874695E1
3.772656858E2,-1.619769287E1,9.479377747E0,1.381941986E1
3.773654178E2,-1.618443298E1,9.525848389E0,1.350706482E1
3.774651498E2,-1.612714386E1,9.452915192E0,1.372183990E1
3.775648808E2,-1.602166748E1,9.385932922E0,1.375314331E1
3.776646138E2,-1.601922607E1,9.579692841E0,1.366314697E1
3.777643448E2,-1.608881378E1,9.538639069E0,1.382057190E1
3.778640768E2,-1.590461731E1,9.494888306E0,1.365138245E1
3.779638092E2,-1.581664276E1,9.512901306E0,1.353486633E1
3.780635412E2,-1.575671387E1,9.391647339E0,1.362677765E1
3.781632732E2,-1.601137543E1,9.704978943E0,1.366023254E1
3.782630052E2,-1.591059113E1,9.594306946E0,1.347061920E1
3.783627372E2,-1.583351898E1,9.452011108E0,1.364051056E1
3.784624692E2,-1.590584564E1,9.589042664E0,1.372751617E1
3.785622012E2,-1.560706329E1,9.644374847E0,1.355217743E1
3.786619332E2,-1.603096771E1,9.625263214E0,1.366805267E1
3.787616652E2,-1.595166016E1,9.572460175E0,1.344641113E1
3.788613972E2,-1.582169342E1,9.458461761E0,1.388087463E1
3.789611293E2,-1.599419403E1,9.600051880E0,1.369044495E1
3.790608613E2,-1.592975616E1,9.454616547E0,1.371942902E1
3.791605933E2,-1.605163574E1,9.610595703E0,1.348635101E1
3.792603253E2,-1.591110992E1,9.556446075E0,1.355843353E1
3.793600573E2,-1.592760468E1,9.479774475E0,1.345041656E1
3.794597893E2,-1.606230927E1,9.645832062E0,1.363648987E1
3.795595213E2,-1.598661041E1,9.641147614E0,1.350379181E1
3.796592523E2,-1.605915070E1,9.381492615E0,1.371858978E1
3.797589843E2,-1.595503235E1,9.706745148E0,1.358768463E1
3.798587163E2,-1.597763824E1,9.497741699E0,1.333599091E1
3.799584485E2,-1.599214935E1,9.491855621E0,1.348228455E1
3.800581805E2,-1.612207794E1,9.405628204E0,1.382756042E1
3.801579125E2,-1.605756378E1,9.478691101E0,1.368972015E1
3.802576445E2,-1.599660492E1,9.478870392E0,1.353569031E1
3.803573765E2,-1.598079681E1,9.442569733E0,1.369985962E1
3.804571085E2,-1.588056946E1,9.311115265E0,1.331884766E1
3.805568405E2,-1.615773773E1,9.339443207E0,1.369810486E1
3.806565725E2,-1.617514038E1,9.641597748E0,1.357207489E1
3.807563045E2,-1.623144531E1,9.522296906E0,1.373017883E1
3.808560355E2,-1.613570404E1,9.553813934E0,1.334306335E1
3.809557679E2,-1.622784424E1,9.499824524E0,1.345661926E1
3.810554999E2,-1.601078796E1,9.364818573E0,1.347834015E1
3.811552319E2,-1.618827820E1,9.372653961E0,1.374369049E1
3.812549639E2,-1.618399048E1,9.363422394E0,1.382680511E1
3.813546959E2,-1.602125549E1,9.416343689E0,1.390737915E1
3.814544279E2,-1.599571228E1,9.333587646E0,1.386245728E1
3.815541599E2,-1.595056915E1,9.393218994E0,1.385655212E1
3.816538919E2,-1.594467926E1,9.402851105E0,1.386729431E1
3.817536229E2,-1.590615082E1,9.261810303E0,1.371768951E1
3.818533549E2,-1.590115356E1,9.486225128E0,1.378279877E1
3.819530863E2,-1.588865662E1,9.291385651E0,1.367500305E1
3.820528183E2,-1.596792603E1,9.284496307E0,1.362839508E1
3.821525503E2,-1.603137207E1,9.299537659E0,1.366917419E1
3.822522823E2,-1.607386780E1,9.358665466E0,1.362628937E1
3.823520143E2,-1.598433685E1,9.337081909E0,1.378789520E1
3.824517463E2,-1.588340759E1,9.117599487E0,1.392297363E1
3.825514773E2,-1.613059235E1,9.410518646E0,1.402979279E1
3.826512093E2,-1.592894745E1,9.415954590E0,1.384738922E1
3.827509413E2,-1.610386658E1,9.345996857E0,1.367076111E1
3.828506733E2,-1.606673431E1,9.422161102E0,1.381227112E1
3.829504053E2,-1.632485199E1,9.526466370E0,1.370593262E1
3.830501373E2,-1.635081482E1,9.485313416E0,1.346365356E1
3.831498693E2,-1.591716003E1,9.391395569E0,1.339686584E1
3.832496003E2,-1.599987030E1,9.230560303E0,1.377642059E1
3.833493323E2,-1.595719910E1,9.427509308E0,1.379289246E1
3.834490643E2,-1.602533722E1,9.329017639E0,1.379444122E1
3.835487963E2,-1.601454163E1,9.306293488E0,1.371765137E1
3.836485283E2,-1.589663696E1,9.494270325E0,1.385971832E1
3.837482603E2,-1.603484344E1,9.302433014E0,1.350475311E1
3.838479913E2,-1.611690521E1,9.233249664E0,1.382745361E1
3.839477231E2,-1.601068878E1,9.192245483E0,1.358071136E1
3.840474551E2,-1.592458344E1,9.328636169E0,1.374783325E1
3.841471871E2,-1.607642365E1,9.359313965E0,1.375688171E1
3.842469191E2,-1.597267151E1,9.236656189E0,1.379704285E1
3.843466501E2,-1.596951294E1,9.418212891E0,1.366002655E1
3.844463821E2,-1.598374939E1,9.444305420E0,1.372520447E1
3.845461141E2,-1.588147736E1,9.332546234E0,1.346989441E1
3.846458461E2,-1.605992126E1,9.420089722E0,1.358125305E1
3.847455781E2,-1.611785889E1,9.451072693E0,1.366454315E1
3.848453091E2,-1.597402954E1,9.334583282E0,1.333834839E1
3.849450414E2,-1.591621399E1,9.495040894E0,1.376011658E1
3.850447734E2,-1.576330566E1,9.256580353E0,1.372437286E1
3.851445054E2,-1.582980347E1,9.207805634E0,1.387069702E1
3.852442374E2,-1.594188690E1,9.265316010E0,1.351670837E1
3.853439684E2,-1.598771667E1,9.296855927E0,1.345331573E1
3.854437004E2,-1.591500854E1,9.336803436E0,1.355941010E1
3.855434324E2,-1.603086090E1,9.448867798E0,1.323918915E1
3.856431644E2,-1.596632385E1,9.295131683E0,1.348865509E1
3.857428964E2,-1.606003571E1,9.310291290E0,1.361631012E1
3.858426274E2,-1.577577972E1,9.271461487E0,1.329257202E1
3.859423593E2,-1.581877899E1,9.359275818E0,1.344875336E1
3.860420913E2,-1.600428772E1,9.356189728E0,1.348061371E1
3.861418233E2,-1.592062378E1,9.321369171E0,1.352761078E1
3.862415543E2,-1.606182098E1,9.294803619E0,1.336697388E1
3.863412863E2,-1.597756958E1,9.488994598E0,1.373167419E1
3.864410183E2,-1.581830597E1,9.125228882E0,1.377108765E1
3.865407503E2,-1.599327850E1,9.309612274E0,1.365457153E1
3.866404813E2,-1.612176514E1,9.386405945E0,1.375405884E1
3.867402133E2,-1.602993011E1,9.355529785E0,1.385079956E1
3.868399453E2,-1.604903412E1,9.249790192E0,1.328906250E1
3.869396770E2,-1.611174774E1,9.475635529E0,1.359175873E1
3.870394080E2,-1.590467072E1,9.396430969E0,1.365839386E1
3.871391400E2,-1.595800781E1,9.616699219E0,1.362663269E1
3.872388720E2,-1.586508179E1,9.281307220E0,1.371631622E1
3.873386040E2,-1.581437683E1,9.273792267E0,1.362240601E1
3.874383350E2,-1.610852051E1,9.321437836E0,1.390989685E1
3.875380670E2,-1.598577118E1,9.361515045E0,1.364409637E1
3.876377990E2,-1.592148590E1,9.243972778E0,1.362029266E1
3.877375300E2,-1.599531555E1,9.218807220E0,1.374594116E1
3.878372620E2,-1.606209564E1,9.339027405E0,1.375891113E1
3.879369947E2,-1.597089386E1,9.374320984E0,1.382243347E1
3.880367267E2,-1.606092834E1,9.371166229E0,1.373683929E1
3.881364577E2,-1.600764465E1,9.250259399E0,1.399728394E1
3.882361897E2,-1.602433014E1,9.236629486E0,1.381223297E1
3.883359217E2,-1.614851379E1,9.168548584E0,1.380168152E1
3.884356527E2,-1.599774170E1,9.165344238E0,1.378713226E1
3.885353847E2,-1.593513489E1,9.317783356E0,1.363877106E1
3.886351167E2,-1.601123047E1,9.212509155E0,1.370027161E1
3.887348487E2,-1.579685211E1,9.128250122E0,1.380295563E1
3.888345797E2,-1.576222229E1,9.132629395E0,1.362323761E1
3.889343109E2,-1.599188232E1,9.150020599E0,1.375031281E1
3.890340429E2,-1.596736145E1,9.124481201E0,1.389313507E1
3.891337739E2,-1.580147552E1,9.169021606E0,1.391966248E1
3.892335059E2,-1.598701477E1,9.073135376E0,1.376431274E1
3.893332379E2,-1.596286774E1,9.148353577E0,1.380294800E1
3.894329689E2,-1.585042572E1,9.149280548E0,1.375163269E1
3.895327009E2,-1.587932587E1,9.160396576E0,1.384601593E1
3.896324329E2,-1.608717346E1,9.308227539E0,1.377133179E1
3.897321639E2,-1.607057953E1,9.243362427E0,1.375164795E1
3.898318959E2,-1.607695007E1,9.284305573E0,1.376768494E1
3.899316288E2,-1.594710541E1,9.334484100E0,1.402471161E1
3.900313598E2,-1.586533356E1,9.217418671E0,1.378736877E1
3.901310918E2,-1.618829346E1,9.276184082E0,1.379183197E1
3.902308238E2,-1.617034912E1,9.452903748E0,1.348881531E1
3.903305548E2,-1.599983978E1,9.465808868E0,1.370018005E1
3.904302868E2,-1.614594269E1,9.484359741E0,1.381031036E1
3.905300188E2,-1.623923492E1,9.413185120E0,1.405966187E1
3.906297498E2,-1.598476410E1,9.342887878E0,1.366483307E1
3.907294818E2,-1.602348328E1,9.330413818E0,1.358112335E1
3.908292138E2,-1.599406433E1,9.183864594E0,1.335469818E1
3.909289445E2,-1.599744415E1,9.284870148E0,1.350383759E1
3.910286765E2,-1.606344604E1,9.493606567E0,1.368483734E1
3.911284085E2,-1.597341919E1,9.536594391E0,1.348945618E1
3.912281395E2,-1.588685608E1,9.460327148E0,1.363164520E1
3.913278715E2,-1.608381653E1,9.369617462E0,1.360041046E1
3.914276025E2,-1.586640167E1,9.390075684E0,1.355528259E1
3.915273345E2,-1.595454407E1,9.665695190E0,1.363529205E1
3.916270665E2,-1.599977875E1,9.369132996E0,1.375199127E1
3.917267975E2,-1.599227142E1,9.444805145E0,1.371677399E1
3.918265295E2,-1.603365326E1,9.501232147E0,1.381742859E1
3.919262608E2,-1.592648315E1,9.364513397E0,1.359735107E1
3.920259918E2,-1.591489410E1,9.326393127E0,1.362738037E1
3.921257238E2,-1.598480988E1,9.369419098E0,1.373075867E1
3.922254558E2,-1.582906342E1,9.464698792E0,1.389262390E1
3.923251868E2,-1.571652222E1,9.295238495E0,1.386913300E1
3.924249188E2,-1.576218414E1,9.397983551E0,1.385710144E1
3.925246498E2,-1.587274933E1,9.295310974E0,1.386314392E1
3.926243818E2,-1.586293793E1,9.583770752E0,1.368261719E1
3.927241138E2,-1.593760681E1,9.535690308E0,1.376244354E1
3.928238448E2,-1.601255035E1,9.406795502E0,1.394888306E1
3.929235772E2,-1.587978363E1,9.132575989E0,1.375733185E1
3.930233082E2,-1.590339661E1,9.387134552E0,1.374603271E1
3.931230402E2,-1.603588104E1,9.297439575E0,1.381777954E1
3.932227722E2,-1.584403229E1,9.359661102E0,1.382028961E1
3.933225032E2,-1.614310455E1,9.460987091E0,1.386766052E1
3.934222352E2,-1.585390472E1,9.356193542E0,1.374472046E1
3.935219662E2,-1.586038971E1,9.215549469E0,1.372900391E1
3.936216982E2,-1.588729858E1,9.360614777E0,1.370069885E1
3.937214292E2,-1.579438782E1,9.319095612E0,1.379972839E1
3.938211612E2,-1.580583954E1,9.336963654E0,1.379568481E1
3.939208937E2,-1.584989166E1,9.390319824E0,1.386167908E1
3.940206247E2,-1.591654205E1,9.398757935E0,1.361221313E1
3.941203567E2,-1.591841888E1,9.299552917E0,1.379021454E1
3.942200877E2,-1.601229858E1,9.412220001E0,1.373376465E1
3.943198197E2,-1.601940155E1,9.274845123E0,1.362478638E1
3.944195507E2,-1.581874084E1,9.278419495E0,1.383621979E1
3.945192827E2,-1.578839111E1,9.305835724E0,1.399048615E1
3.946190147E2,-1.594382477E1,9.331333160E0,1.387110138E1
3.947187457E2,-1.565882111E1,9.471935272E0,1.410531616E1
3.948184777E2,-1.580854797E1,9.421092987E0,1.395034790E1
3.949182080E2,-1.568812561E1,9.423149109E0,1.398295593E1
3.950179400E2,-1.575451660E1,9.435997009E0,1.410284424E1
3.951176710E2,-1.592128754E1,9.475143433E0,1.397473907E1
3.952174030E2,-1.577701569E1,9.371749878E0,1.410611725E1
3.953171340E2,-1.578298950E1,9.411689758E0,1.406946564E1
3.954168660E2,-1.563438416E1,9.318889618E0,1.402503204E1
3.955165980E2,-1.579640961E1,9.247856140E0,1.391812134E1
3.956163290E2,-1.574695587E1,9.262451172E0,1.379469299E1
3.957160610E2,-1.582226562E1,9.321655273E0,1.400980377E1
3.958157920E2,-1.583606720E1,9.470485687E0,1.391358948E1
3.959155239E2,-1.575892639E1,9.167881012E0,1.422765350E1
3.960152549E2,-1.566493225E1,9.285724640E0,1.411550903E1
3.961149869E2,-1.579615784E1,9.227214813E0,1.373837280E1
3.962147179E2,-1.578241730E1,9.131240845E0,1.398995972E1
3.963144499E2,-1.592618561E1,9.347110748E0,1.393269348E1
3.964141809E2,-1.589858246E1,9.308452606E0,1.361846161E1
3.965139129E2,-1.586855316E1,9.377311707E0,1.390445709E1
3.966136439E2,-1.597421265E1,9.306129456E0,1.402918243E1
3.967133759E2,-1.593678284E1,9.301208496E0,1.382880402E1
3.968131069E2,-1.590860748E1,9.150543213E0,1.367797852E1
3.969128390E2,-1.584355164E1,9.161247253E0,1.369387054E1
3.970125700E2,-1.584583282E1,9.275497437E0,1.392607880E1
3.971123020E2,-1.589382172E1,9.262031555E0,1.367116547E1
3.972120330E2,-1.593701172E1,9.213474274E0,1.372379303E1
3.973117650E2,-1.609084320E1,9.371829987E0,1.352250671E1
3.974114970E2,-1.608851624E1,9.290813446E0,1.368147278E1
3.975112280E2,-1.602464294E1,9.166080475E0,1.366905212E1
3.976109600E2,-1.614107513E1,9.227489471E0,1.382722473E1
3.977106910E2,-1.615277863E1,9.244754791E0,1.371531677E1
3.978104220E2,-1.614267731E1,9.204803467E0,1.362737274E1
3.979101545E2,-1.619246674E1,9.213397980E0,1.380548096E1
3.980098855E2,-1.607651520E1,9.233661652E0,1.363903809E1
3.981096175E2,-1.599570465E1,9.133850098E0,1.380625916E1
3.982093485E2,-1.602864075E1,9.305301666E0,1.400766754E1
3.983090805E2,-1.591191101E1,9.291194916E0,1.387861633E1
3.984088115E2,-1.608812714E1,9.410743713E0,1.397042084E1
3.985085435E2,-1.599755859E1,9.475978851E0,1.332655334E1
3.986082745E2,-1.598930359E1,9.439071655E0,1.370413971E1
3.987080065E2,-1.591172791E1,9.401237488E0,1.368727875E1
3.988077375E2,-1.603540039E1,9.667018890E0,1.391716003E1
3.989074692E2,-1.595333099E1,9.357921600E0,1.364898682E1
3.990072002E2,-1.586616516E1,9.451919556E0,1.348535919E1
3.991069322E2,-1.589454651E1,9.444446564E0,1.367801666E1
3.992066632E2,-1.601071167E1,9.267459869E0,1.381676483E1
3.993063952E2,-1.605509949E1,9.443374634E0,1.405223083E1
3.994061262E2,-1.609988403E1,9.596797943E0,1.380125427E1
3.995058582E2,-1.610139465E1,9.543964386E0,1.351630402E1
3.996055892E2,-1.602314758E1,9.555000305E0,1.375932312E1
3.997053212E2,-1.610985565E1,9.558822632E0,1.368807983E1
3.998050522E2,-1.623183441E1,9.595935822E0,1.382477570E1
3.999047845E2,-1.604533386E1,9.591732025E0,1.351413727E1
4.000045155E2,-1.631872559E1,9.516822815E0,1.331344604E1
4.001042475E2,-1.612964630E1,9.535617828E0,1.369257355E1
4.002039785E2,-1.620185852E1,9.533935547E0,1.367619324E1
4.003037095E2,-1.621682739E1,9.508056641E0,1.364011383E1
4.004034415E2,-1.621970367E1,9.483386993E0,1.353900146E1
4.005031725E2,-1.621400452E1,9.317806244E0,1.350389099E1
4.006029045E2,-1.617632294E1,9.409954071E0,1.356248474E1
4.007026355E2,-1.609887695E1,9.368049622E0,1.351403809E1
4.008023675E2,-1.619748688E1,9.321716309E0,1.382588196E1
4.009020982E2,-1.618143463E1,9.330322266E0,1.375260162E1
4.010018292E2,-1.615093231E1,9.394237518E0,1.353298187E1
4.011015612E2,-1.616492462E1,9.412734985E0,1.374417114E1
4.012012922E2,-1.618043518E1,9.393508911E0,1.371247101E1
4.013010232E2,-1.613821411E1,9.280357361E0,1.377594757E1
4.014007552E2,-1.612544250E1,9.281581879E0,1.378064728E1
4.015004862E2,-1.595771027E1,9.297092438E0,1.376362610E1
4.016002182E2,-1.595719147E1,9.390720367E0,1.371578979E1
4.016999492E2,-1.595416260E1,9.433696747E0,1.375559235E1
4.017996802E2,-1.616653442E1,9.383884430E0,1.387317657E1
4.018994121E2,-1.603625488E1,9.283615112E0,1.378264618E1
4.019991431E2,-1.607907104E1,9.328826904E0,1.405202484E1
4.020988751E2,-1.599935150E1,9.422286987E0,1.382991791E1
4.021986061E2,-1.600669861E1,9.332427979E0,1.362443542E1
4.022983371E2,-1.596717072E1,9.468051910E0,1.353462219E1
4.023980691E2,-1.597569275E1,9.340923309E0,1.355113983E1
4.024978001E2,-1.591436005E1,9.363323212E0,1.329976654E1
4.025975311E2,-1.601889801E1,9.258182526E0,1.357125854E1
4.026972631E2,-1.612489319E1,9.413112640E0,1.362284851E1
4.027969941E2,-1.617509460E1,9.442535400E0,1.351361847E1
4.028967249E2,-1.619487000E1,9.510894775E0,1.359324646E1
4.029964569E2,-1.615473175E1,9.313789368E0,1.350157166E1
4.030961879E2,-1.598500824E1,9.243221283E0,1.358055115E1
4.031959199E2,-1.608484650E1,9.264396667E0,1.383975983E1
4.032956509E2,-1.599005127E1,9.166667938E0,1.390604401E1
4.033953819E2,-1.603049469E1,8.576873779E0,1.426634216E1
4.034951139E2,-1.604808044E1,8.449760437E0,1.373538208E1
4.035948449E2,-1.598822784E1,9.003044128E0,1.344812775E1
4.036945759E2,-1.610205841E1,9.205081940E0,1.391761017E1
4.037943079E2,-1.619735718E1,8.826789856E0,1.429405975E1
4.038940395E2,-1.603839111E1,8.911369324E0,1.414860535E1
4.039937705E2,-1.589847565E1,8.821876526E0,1.345965576E1
4.040935025E2,-1.595100403E1,8.979476929E0,1.370553589E1
4.041932335E2,-1.592633057E1,8.799964905E0,1.368854523E1
4.042929645E2,-1.621882629E1,8.840629578E0,1.349507141E1
4.043926965E2,-1.610910034E1,8.748168945E0,1.307516479E1
4.044924275E2,-1.591152954E1,8.199535370E0,1.398063660E1
4.045921595E2,-1.595387268E1,7.308971405E0,1.346803284E1
4.046918905E2,-1.603467560E1,6.445316315E0,1.402587891E1
4.047916215E2,-1.557834625E1,5.522438049E0,1.254926300E1
4.048913535E2,-1.531088257E1,3.306732178E0,1.314980316E1
4.049910843E2,-1.520303345E1,1.546138763E0,1.348568726E1
4.050908153E2,-1.524295807E1,1.325981140E0,1.267770386E1
4.051905473E2,-1.511614227E1,2.167514801E0,1.210379028E1
4.052902783E2,-1.521198273E1,3.460216522E0,1.326898956E1
4.053900093E2,-1.510677338E1,3.463356018E0,1.423582458E1
4.054897413E2,-1.487482452E1,2.696468353E0,1.343462372E1
4.055894723E2,-1.446192932E1,3.925819397E-1,1.335546875E1
4.056892033E2,-1.392304230E1,-1.261959076E0,1.431174469E1
4.057889353E2,-1.385964966E1,-9.280128479E-1,1.389975739E1
4.058886663E2,-1.348017120E1,3.630828857E-1,1.507037354E1
4.059883969E2,-1.346328735E1,2.104217529E0,1.609030151E1
4.060881289E2,-1.340516663E1,4.830635071E0,1.765647125E1
4.061878599E2,-1.331201172E1,7.285034180E0,1.834047699E1
4.062875909E2,-1.301397705E1,7.696716309E0,1.832904816E1
4.063873229E2,-1.287562561E1,7.262538910E0,1.842574310E1
4.064870539E2,-1.244303894E1,5.203659058E0,1.754986572E1
4.065867849E2,-1.219457245E1,4.792442322E0,1.745420074E1
4.066865169E2,-1.183348846E1,6.267322540E0,1.825856781E1
4.067862479E2,-1.189221954E1,8.934291840E0,1.893925476E1
4.068859799E2,-1.215863037E1,9.762474060E0,1.903532410E1
4.069857112E2,-1.189857483E1,1.038113785E1,1.888547516E1
4.070854422E2,-1.206440735E1,9.308425903E0,1.773233795E1
4.071851742E2,-1.167179871E1,5.262252808E0,1.683811951E1
4.072849052E2,-1.137226868E1,2.705913544E0,1.636215973E1
4.073846362E2,-1.110720062E1,2.768802643E0,1.684284973E1
4.074843682E2,-1.134635162E1,3.132503510E0,1.634858704E1
4.075840992E2,-1.104986572E1,3.559814453E0,1.671601868E1
4.076838302E2,-1.057352448E1,4.471401215E0,1.825763702E1
4.077835622E2,-1.015345001E1,8.928024292E0,1.876638794E1
4.078832932E2,-9.503692627E0,1.126274490E1,1.817016602E1
4.079830242E2,-1.028944397E1,1.260311890E1,1.842510223E1
4.080827562E2,-1.069557190E1,1.345225906E1,1.810160065E1
4.081824872E2,-1.034519196E1,1.357415390E1,1.825407410E1
4.082822182E2,-1.001267242E1,1.291289520E1,1.845593262E1
4.083819502E2,-9.517616272E0,1.237894440E1,1.931687164E1
4.084816812E2,-9.013259888E0,1.224626923E1,1.962512207E1
4.085814122E2,-8.619934082E0,1.266540909E1,1.904789734E1
4.086811442E2,-8.389320374E0,1.325120163E1,1.905819702E1
4.087808752E2,-8.213058472E0,1.329196167E1,1.925685883E1
4.088806072E2,-8.209312439E0,1.218580246E1,1.954381561E1
4.089803379E2,-7.993072510E0,1.182001877E1,1.964479065E1
4.090800689E2,-7.312484741E0,9.063236237E0,1.925652313E1
4.091798009E2,-6.489631653E0,6.754272461E0,1.823718262E1
4.092795319E2,-6.298294067E0,7.540096283E0,1.802518463E1
4.093792629E2,-6.168380737E0,7.347141266E0,1.785765076E1
4.094789949E2,-6.252105713E0,7.033584595E0,1.817775726E1
4.095787259E2,-6.630722046E0,8.057258606E0,1.884674835E1
4.096784569E2,-6.996566772E0,8.483161926E0,1.982936096E1
4.097781889E2,-7.055824280E0,8.613616943E0,2.067559052E1
4.098779199E2,-6.968307495E0,8.633808136E0,2.156529236E1
4.099776510E2,-6.879539490E0,9.170738220E0,2.160809326E1
4.100773830E2,-7.180908203E0,9.826728821E0,2.138079071E1
4.101771140E2,-7.291595459E0,1.033739853E1,2.164724731E1
4.102768450E2,-7.360862732E0,1.050880051E1,2.219561768E1
4.103765770E2,-6.830513000E0,1.022488022E1,2.228411102E1
4.104763080E2,-5.885963440E0,9.935024261E0,2.274572754E1
4.105760400E2,-5.440536499E0,9.355228424E0,2.282184601E1
4.106757710E2,-5.278060913E0,9.464485168E0,2.305162048E1
4.107755020E2,-6.037162781E0,9.291679382E0,2.205868530E1
4.108752340E2,-6.173713684E0,8.833900452E0,2.224767303E1
4.109749657E2,-5.580360413E0,6.489437103E0,2.231138611E1
4.110746967E2,-3.679290771E0,5.027057648E0,2.280268097E1
4.111744287E2,-1.629264832E0,3.960041046E0,2.340787506E1
4.112741597E2,-7.158813477E-1,3.284450531E0,2.384800720E1
4.113738907E2,-1.556396484E-2,3.039791107E0,2.339373779E1
4.114736227E2,1.178367615E0,3.031600952E0,2.235309601E1
4.115733537E2,2.210174561E0,3.004905701E0,2.170587921E1
4.116730847E2,2.684638977E0,3.517913818E0,2.160465240E1
4.117728167E2,3.288940430E0,3.174072266E0,2.188421631E1
4.118725477E2,3.858589172E0,3.225528717E0,2.158957672E1
4.119722795E2,4.931648254E0,1.841445923E0,2.143200684E1
4.120720105E2,5.900276184E0,8.214111328E-1,2.140848541E1
4.121717415E2,6.616142273E0,2.307891846E-1,2.080421448E1
4.122714735E2,7.306877136E0,-2.800598145E-1,1.995510864E1
4.123712045E2,7.737098694E0,-1.267810822E0,1.890780640E1
4.124709355E2,8.054985046E0,-3.739231110E0,1.694409180E1
4.125706675E2,8.167083740E0,-4.485374451E0,1.493913269E1
4.126703985E2,7.831863403E0,-8.045570374E0,1.389585114E1
4.127701295E2,8.314018250E0,-1.041003036E1,1.225366211E1
4.128698615E2,1.094854736E1,-9.536487579E0,1.412937164E1
4.129695926E2,1.228823090E1,-8.840156555E0,1.323176575E1
4.130693236E2,1.232154846E1,-8.782459259E0,1.036078644E1
4.131690556E2,1.242756653E1,-9.962375641E0,1.019819641E1
4.132687866E2,1.268278503E1,-1.107409286E1,1.026465607E1
4.133685186E2,1.262026215E1,-1.175296402E1,9.288986206E0
4.134682496E2,1.220053864E1,-1.256967545E1,1.038096619E1
4.135679806E2,1.166439819E1,-9.585605621E0,1.136823273E1
4.136677126E2,1.162532806E1,-6.544788361E0,1.295245361E1
4.137674436E2,1.195973206E1,-5.279548645E0,1.239260864E1
4.138671746E2,1.242415619E1,-4.367835999E0,1.197756195E1
4.139669063E2,1.266320801E1,-4.757320404E0,1.158234406E1
4.140666373E2,1.333170319E1,-6.760227203E0,1.009749603E1
4.141663693E2,1.348834991E1,-7.834125519E0,1.041754150E1
4.142661003E2,1.269408417E1,-6.084175110E0,1.132617950E1
4.143658313E2,1.192410278E1,2.992591858E-1,1.313776398E1
4.144655633E2,1.099971008E1,7.892742157E0,1.476680756E1
